start,end,weight
1124,1959,4
1328,1811,9
1120,1214,8
1803,1812,5
1645,1726,7
1000,1845,4
1747,1941,9
1040,1318,9
1725,1921,4
1202,1524,7
1827,1848,4
935,1154,3
1106,1357,8
1732,1958,4
1105,1557,9
852,1712,3
904,919,4
1959,1959,8
1436,1815,5
1211,1712,7
1105,1710,9
1248,1732,2
1014,1404,8
1102,1103,8
1142,1303,3
1248,1741,5
1646,1725,7
1444,1621,3
1702,1828,2
1407,1548,9
1641,1707,5
1807,1817,6
906,1700,1
1458,1908,9
1402,1520,2
1407,1640,8
1431,1820,5
1956,1958,1
1317,1921,3
1514,1737,5
1103,1658,8
1253,1723,4
1430,1706,2
1553,1757,1
1410,1918,3
1322,1415,7
828,1054,8
1853,1950,5
1529,1855,5
1815,1934,2
1025,1944,1
825,1626,7
1803,1807,6
1531,1608,2
1104,1159,9
1030,1159,4
1320,1332,6
1812,1838,8
846,1341,7
1715,1716,1
814,920,1
1102,1820,8
1511,1826,8
906,1658,7
1748,1832,2
1627,1905,2
1959,2000,5
1524,1540,8
1634,1653,5
1610,1629,9
1103,1215,3
956,1444,7
1753,1825,8
1603,1852,4
1455,1836,9
1305,1739,5
1554,1806,6
1518,1745,3
1433,1944,3
1245,1421,9
1059,1743,4
942,1852,6
935,1027,9
1057,1327,4
1830,1958,6
1204,1738,6
1803,1912,4
1257,1656,6
1845,1911,9
1108,1808,5
945,1607,3
1857,1948,8
1712,1808,1
1714,1732,7
832,1505,7
1508,1855,2
1726,1847,3
1251,1853,9
1941,1953,5
1525,1608,6
1322,1631,5
1906,1936,6
1005,1557,6
1717,1830,7
1645,1909,8
1114,1451,7
1247,1747,2
1742,1937,3
1432,1643,8
1823,1833,5
1223,1522,4
1235,1550,4
1249,1529,8
1452,1648,1
1812,1953,4
1044,1921,6
1350,1600,3
1017,1141,1
1013,1835,1
804,1735,5
1937,1952,8
1711,1919,2
1455,1949,6
1258,1906,7
1436,1728,4
1707,1857,1
1035,1323,6
1250,1325,9
1721,1959,1
1830,1835,3
1636,1854,9
1548,1910,2
1335,1647,9
1601,1942,1
1313,1638,3
1200,1700,1
1954,1954,8
1403,1901,5
1817,1822,8
958,1648,9
1434,1700,7
1049,1425,1
1217,1359,5
1014,1016,7
1743,1920,6
1627,1909,8
1921,1954,8
1411,1929,8
1700,1739,8
1311,1739,6
1633,1938,8
1810,1821,9
1930,1932,7
1234,1721,9
853,1301,2
901,1104,1
1449,1720,1
1345,1618,9
1112,1752,5
1613,1714,4
926,1626,1
936,1409,2
1038,1552,2
944,1738,1
902,954,1
1946,1947,6
1204,1618,4
1144,1313,8
1220,1942,7
1101,1438,9
1202,1636,9
834,1415,2
1236,1611,6
1725,1823,5
1905,1932,5
1529,1743,1
1843,1954,9
1243,1936,2
1425,1724,1
855,1803,1
1332,1436,3
1859,1932,1
1407,1648,8
1655,1835,7
1251,1427,8
1646,1728,4
1516,1749,2
1306,1651,1
1620,1826,1
1602,1752,3
852,1225,8
1354,1723,4
1301,1402,8
1455,1833,3
1414,1808,3
904,1127,8
1511,1716,7
1711,1855,3
834,1333,5
1350,1835,4
1328,1824,5
1545,1920,8
849,1657,4
1205,1742,8
1323,1512,4
1725,1950,2
1406,1742,6
1407,1955,4
819,1949,9
1039,1618,9
1500,1944,5
1624,1916,8
1201,1415,6
1736,1833,3
1620,1812,7
1749,1950,5
1942,1948,6
1049,1104,1
1839,1943,5
920,1255,9
1543,1946,8
1223,1539,6
1708,1943,8
1853,1929,6
1401,1428,5
1700,1949,2
1315,1704,9
1741,1757,9
1504,1614,8
1913,1918,3
1719,1951,9
1623,1704,7
1639,1701,2
1837,1929,9
1050,1711,4
937,1003,2
1452,1525,4
1807,1848,2
1455,1530,4
1240,1826,1
941,1840,5
1837,1910,7
1339,1347,2
1125,1129,5
1239,1357,8
1243,1434,9
1208,1946,5
1725,1942,7
951,1542,5
830,1734,2
1010,1255,2
1620,1821,9
1647,1958,3
1937,1952,9
1044,1113,5
1320,1343,3
922,1042,4
1912,1916,6
1903,1919,3
829,1452,3
1158,1334,5
1506,1935,1
1803,1958,1
911,1955,5
1402,1402,5
1548,1926,3
1221,1440,1
1101,1200,6
933,1722,4
1658,1914,2
1058,1923,8
817,1230,6
1940,1957,4
1616,1754,2
1951,1956,3
1045,1121,9
1057,1208,2
1257,1711,1
815,1638,1
1913,1939,5
1811,1948,9
1557,1823,8
920,1120,8
1333,1841,7
854,1258,8
845,1228,6
1419,1728,9
1144,1311,5
903,1744,4
1723,1940,6
1753,1820,1
1206,1853,4
1858,1927,4
1743,1838,1
1103,1725,3
1932,1946,5
1108,1740,9
1710,1908,4
820,852,1
941,1513,1
1920,1955,2
1116,1813,7
1105,1200,3
1217,1551,9
1144,1806,4
1653,1653,3
1455,1606,3
828,1128,9
1625,1757,1
920,1100,1
807,1354,6
1245,1743,9
1538,1741,6
1246,1341,2
1500,1805,6
1452,1903,3
846,851,2
1111,1949,8
1806,1831,7
1508,1519,8
1114,1931,9
1241,1758,2
1018,1415,4
1113,1449,1
1007,1856,4
1311,1834,7
1211,1453,3
1929,1939,3
1544,1911,1
1855,1905,2
955,1815,9
1445,1555,5
1113,1536,6
826,1732,5
1034,1714,5
1148,1830,1
1733,1950,2
1509,1733,1
1329,1450,6
1006,1754,7
1030,1218,9
1226,1919,2
1127,1706,4
1536,1705,1
1301,1445,5
1900,1912,5
1256,1747,9
950,1144,8
820,916,4
1230,1534,8
1409,1552,5
1922,1929,2
901,1757,9
1515,1625,7
1158,1432,6
1103,1924,5
1144,1418,5
1633,1704,1
831,1622,2
1601,1634,3
1343,1837,8
1952,1958,8
1403,1533,6
1014,1226,1
1241,1453,2
1354,1408,7
1421,1453,5
1834,1913,8
1803,1803,4
804,846,6
1059,1627,1
1158,1530,8
1515,1802,6
1614,1728,3
1251,1852,4
1810,1956,4
1207,1330,9
1717,1842,3
1419,1629,7
1335,1711,6
1948,1957,9
1606,1918,4
1757,1815,9
1309,1904,4
1217,1549,6
1711,1737,9
942,1207,1
1234,1438,4
1530,1601,9
1516,1711,9
1332,1739,7
804,1020,1
1837,1842,2
1133,1515,8
1804,1956,7
1336,1503,9
1110,1201,9
1407,1953,2
1539,1906,9
