start,end,weight
1607,1715,6
1729,1834,2
800,1654,8
1409,1533,3
1104,2000,3
1506,1550,3
1815,1922,1
1008,1737,8
1030,1728,5
806,1432,3
1347,1751,4
1524,1944,7
1043,1809,4
1601,1638,6
1655,1740,7
1314,1407,9
1955,1959,7
1552,1800,5
1452,1911,1
844,1313,1
1052,1951,8
1711,1916,2
1643,1937,8
1810,1830,2
1335,1826,1
1657,1838,2
1530,1649,5
1950,1954,6
1004,1610,7
1255,1358,3
1840,1926,7
1604,1621,8
1606,1757,5
1054,1747,3
1743,1920,5
1553,1927,6
1059,1319,6
1408,1816,4
1518,1816,5
1340,1632,5
907,1336,8
1521,1825,8
1821,1936,8
1637,1735,5
906,1341,5
1124,1222,8
1808,1924,3
1353,1550,7
1042,1227,2
1714,1941,9
1202,1256,2
1902,1925,3
1942,1949,2
847,1421,1
1920,1952,9
1429,1737,6
1229,1707,1
1133,1829,5
1156,1738,6
1635,1858,3
845,1600,6
1631,1658,1
1818,1831,9
1624,1736,4
1057,1709,5
924,1809,9
1914,1941,4
1838,1937,3
1336,1917,8
1501,1814,8
1924,1954,9
943,1725,8
1911,1934,8
1008,1515,2
1929,1931,6
1828,1926,8
1956,1958,3
1649,1825,8
950,1402,1
1910,1959,8
1737,1835,3
1240,1640,2
1226,1806,5
1920,1957,7
1412,1433,9
849,1353,7
1313,1345,7
1712,1843,1
1847,1854,2
809,1528,5
837,1155,7
808,1638,8
1911,1956,5
1809,1915,7
1314,1516,6
1425,1624,2
1243,1712,5
1449,1531,9
1330,1938,5
1518,1801,5
1718,1928,4
1604,1838,4
1117,1616,7
831,1914,3
1222,1705,7
1442,1951,1
1214,1651,1
1230,1306,2
1124,1930,6
816,1549,7
1654,1854,5
829,1223,5
1914,1926,6
852,1021,6
1246,1319,8
954,1832,2
1033,1709,7
1846,1853,7
1521,1543,8
1437,1907,6
1051,1213,4
1605,1843,3
1531,1905,2
1239,1945,2
1859,1924,8
1631,1636,1
1351,1805,4
1305,1431,3
800,1352,3
833,1935,8
902,1807,3
838,847,9
837,941,1
1701,1948,8
1035,1743,8
804,1949,5
1448,1622,5
903,1103,6
1004,1012,5
1432,1906,1
1731,1933,4
804,1825,8
841,1837,2
855,1410,7
1047,1458,4
1033,1731,6
1853,1945,9
1148,1748,1
1247,1545,8
1450,1728,6
1346,1404,6
1849,1922,4
834,1644,6
1806,1933,3
1300,1951,3
1030,1629,9
1812,1830,7
1008,1023,2
1050,1154,9
1153,1712,8
1858,1951,6
1334,1440,6
826,1629,7
1503,1717,8
1937,1944,1
1351,1841,6
1141,1258,9
1414,1749,3
1005,1846,7
1127,1928,1
840,1047,7
1350,1742,3
1611,1729,5
1318,1401,8
1854,1947,8
1513,1630,3
959,1452,3
1956,1958,9
1737,1948,6
1313,1900,1
1910,1943,7
1955,2000,5
1235,1640,3
1901,1906,2
1516,1710,4
1511,1601,6
1625,1918,6
1329,1641,2
1726,1809,2
1928,1953,2
1707,1723,3
1224,1806,3
959,1613,4
1336,1913,8
830,958,3
1850,1927,9
1343,1736,1
814,826,8
1248,1833,2
816,952,2
1616,1704,1
1856,1925,3
1548,1713,7
1759,2000,8
932,1117,8
1852,1913,9
1659,1939,6
1510,1549,8
1154,1255,2
1654,1906,3
1135,1647,3
1347,1635,8
1538,1556,2
932,1642,3
829,1008,5
1517,1601,5
1916,1955,7
1835,1922,6
1747,1903,5
1053,1648,6
1949,1952,7
1332,1956,6
1020,1629,9
1202,1552,2
814,1841,8
1307,1426,2
829,1506,3
1406,1925,6
1759,1914,7
1331,1904,4
1915,1932,6
1241,1242,2
1722,1725,2
1759,1913,5
1324,1810,2
1820,1839,9
1910,1952,7
1650,1725,5
958,1540,5
1313,1809,8
1859,1943,7
1516,1652,4
811,1647,6
1200,1711,6
1953,2000,8
1609,1644,9
1912,1933,7
956,1910,1
1632,1730,4
1118,1701,2
1209,1443,7
1800,1810,8
834,1136,5
1437,1632,4
1811,1920,9
1507,1734,3
1806,1834,8
1416,1646,6
1224,1727,9
1833,1955,2
1617,1620,7
1538,1831,1
1326,1554,8
1410,1547,7
1706,1925,8
1054,1333,4
1206,1737,9
1238,1253,1
1738,1808,6
1536,1553,7
1634,1931,6
1739,1901,9
1616,1955,5
1312,1500,6
1658,1734,8
1518,1932,5
1701,1739,8
1732,1812,6
1531,1831,9
1754,1900,5
1543,1855,6
1657,1708,6
1556,1823,3
1727,1744,7
846,1450,1
1004,1400,2
951,1505,5
1527,1647,8
1755,1941,4
1839,1907,5
1128,2000,3
1425,1615,9
1231,1534,4
1636,1840,6
1053,1442,7
1433,1640,9
1909,1933,2
1033,1930,4
1339,1941,1
1634,1747,7
1901,1951,6
1801,1910,5
915,1103,2
1855,1928,1
1421,1830,8
1409,1839,4
1550,1647,4
1704,1848,3
1718,1932,2
830,1445,7
849,1638,8
1308,1548,6
938,1144,3
1341,1512,2
1300,1656,3
916,1815,3
1530,1613,4
819,1928,3
839,903,3
1123,1124,6
853,1304,5
1349,1926,7
1016,1822,7
1332,1422,2
1554,1836,5
1056,1958,3
1442,1635,3
1011,1457,9
1839,1918,2
1723,1929,8
1954,1958,5
1205,1542,6
838,920,3
1031,1908,6
1310,1918,2
1859,1943,8
1417,1947,6
1407,1845,7
1108,1944,4
912,1414,1
1453,1544,4
1556,1939,8
1051,1851,6
831,956,1
1728,1953,1
959,1333,8
1646,1908,7
1626,1945,1
1008,1204,2
1616,1908,6
1014,1928,8
1211,1537,8
802,1526,8
1821,1909,4
1512,1947,6
1637,1949,3
1239,1918,4
1217,1656,3
1624,1853,4
1254,1806,2
1208,1252,6
1542,1721,4
1122,1339,8
1013,1042,6
1457,1626,8
1245,1847,1
1726,1733,9
1554,1635,7
1547,1659,7
1142,1433,1
1642,1935,6
1412,1728,5
1744,1838,9
1010,1844,6
1620,1930,5
1231,1830,4
1211,1947,8
1256,1406,5
853,1431,9
817,1103,3
1253,1321,1
1757,1943,6
805,1406,5
842,1814,8
1845,1911,4
1957,1959,8
1356,1425,3
1120,1902,4
1158,1508,3
812,1834,1
1103,1736,8
1741,1825,2
1351,1948,1
1943,1948,5
1516,1550,6
1603,1738,2
925,1540,5
1221,1305,6
1655,1914,4
1906,1914,6
1102,1941,7
1542,1558,9
856,1122,6
909,1251,2
1519,1604,4
1141,1649,5
1752,1835,1
1133,1252,2
1141,1641,8
1937,1953,2
1534,1757,2
1933,1953,6
1256,1544,3
937,1221,3
1029,1827,5
1510,1511,6
1541,1915,5
1519,1522,1
1537,1903,9
1257,1524,2
1904,1946,1
1010,1013,9
1544,1603,7
1625,1830,7
945,1341,2
1901,1924,8
1930,1948,8
1826,1845,8
1200,1945,1
1212,1257,1
1059,1931,1
1323,1422,3
930,1810,7
1520,1521,4
1355,1612,8
1010,1334,9
917,1100,1
1910,1920,7
1426,1537,9
1401,1751,4
1237,1659,2
1810,1845,2
1444,1809,2
1626,1744,2
1435,1721,5
1350,1402,6
1411,1802,1
1320,1856,2
904,1846,1
1233,1431,4
1220,1325,8
1344,1605,6
1633,1709,2
1849,1929,6
1921,1921,1
1708,1841,2
904,1025,3
1409,1645,8
1744,1851,4
1541,1852,7
808,1951,6
1303,1639,6
1419,1609,5
1222,1933,4
1055,1644,6
1307,1841,5
1036,1310,4
1633,1856,4
823,1932,4
1153,1754,3
1036,1747,6
802,1056,1
1743,1945,6
1902,1949,7
1958,2000,1
1256,1932,4
1734,1740,6
1330,1723,2
1808,1902,1
1948,1958,3
1727,1922,7
1925,1937,3
1132,1800,2
1352,1515,1
836,1018,5
1652,1912,9
1819,1917,4
1444,1530,4
927,1020,3
1940,1959,1
1537,1918,6
1125,1204,4
1047,1937,1
1512,1849,6
1859,1955,8
1905,1927,2
1209,1515,4
1959,1959,1
1723,1951,2
1722,1852,5
1555,1833,8
949,1722,3
1042,1204,7
1231,1657,4
1449,1934,7
1708,1750,9
1851,1921,8
1729,1900,6
1353,1454,9
1925,1947,5
944,1013,6
1925,1940,6
1218,1544,8
1513,1857,6
1201,1226,8
1638,1856,3
806,1232,8
1715,1716,9
1701,1724,3
1056,1912,4
1011,1835,6
1952,1956,7
1520,1527,1
842,1004,6
1004,1135,9
1414,1756,3
1505,1705,8
1846,1901,8
906,932,2
1641,1749,5
1717,1851,3
1349,1742,8
1959,1959,6
1817,1944,7
1149,1855,4
1650,1715,6
1031,1447,9
819,1005,6
1252,1703,6
1455,1812,2
1756,1846,4
1242,1722,9
1230,1610,7
929,1508,5
1829,1842,1
827,1023,7
1306,1549,4
1052,1825,3
1911,1917,8
1546,1835,2
1127,1135,5
1240,1416,1
1929,1935,8
911,1225,6
1636,1829,9
1331,1334,8
1737,1825,5
914,916,6
1500,1553,3
1613,1710,8
1349,1948,7
1353,1933,4
1833,1951,9
1621,1652,8
1609,1811,2
1532,1652,4
956,1715,3
1431,1658,1
900,1020,8
1438,1609,7
1328,1816,9
1350,1530,5
1221,1525,7
1235,1627,3
1826,1926,6
1022,1928,9
1932,1932,8
1633,1905,3
1119,1945,3
1038,1606,9
1749,1918,4
1519,1613,2
1441,1914,5
1812,1957,1
1735,1826,5
1628,1919,9
1323,1331,7
948,1501,2
1726,1757,7
1929,1931,6
1053,1922,1
828,1232,4
1446,1707,8
1455,1755,9
1958,1959,8
1447,1521,6
1844,1849,6
1408,1519,2
1630,1714,5
1114,1944,6
1353,1631,5
1121,1653,9
1313,1714,5
1613,1835,3
1940,1941,5
1001,1527,5
1056,1817,5
1912,1912,1
1621,1736,9
1706,1844,3
1739,1834,1
1344,1807,7
1654,1742,7
1744,1948,7
1725,1833,5
1538,1635,5
1940,1952,3
1449,1734,3
1744,1804,5
1250,1524,6
1225,1525,6
817,1208,2
1103,1423,5
1006,1238,5
1229,1753,5
1642,1926,2
1739,1807,2
1221,1922,1
1042,1902,3
1230,1335,5
1936,1946,5
1637,1901,9
945,1553,4
1815,1903,1
1328,1601,9
1338,1925,2
1715,1753,2
1613,1708,1
1549,1848,1
1108,1131,5
