start,end,weight
1039,1335,1
1454,1621,6
1432,1538,2
1746,1945,3
1440,1913,2
1019,1759,7
1252,1903,2
1311,1939,2
1038,1456,3
1532,1648,8
1010,1149,1
1346,1632,9
1049,1354,7
1212,1510,9
1819,1833,4
1516,1745,4
1919,1926,4
1912,1948,8
1409,1647,8
1122,1427,9
922,1624,6
1551,1710,7
1040,1539,9
1722,1831,9
1701,1943,6
1907,1929,1
1606,1902,2
1224,1827,8
1843,1952,2
1756,1959,1
1136,1235,3
1020,1916,9
1110,1944,4
1926,1943,8
1557,1807,2
1129,1129,8
854,1705,8
1136,1829,1
1116,1356,9
1311,1755,7
1205,1608,2
938,1919,9
1257,1505,9
1853,1901,5
1532,1543,2
1657,1658,3
1105,1417,4
1336,1701,8
933,1044,2
1914,1944,4
1157,1201,2
1933,1946,2
1353,1400,4
1947,1952,6
1019,1419,6
952,1046,4
1155,1943,7
959,1819,2
1910,1959,5
1155,1215,3
1116,1529,9
1021,1922,4
1115,1815,5
934,1444,4
1903,1943,6
1735,1754,9
1528,1653,2
1503,1747,1
1747,1800,1
1240,1419,5
1645,1730,2
1250,1409,2
1214,1512,2
1048,1456,1
1643,1750,5
1832,1840,1
859,1913,9
1712,1743,9
845,1303,8
1741,1914,5
1620,1956,7
1100,1434,6
1524,1729,1
1306,1949,9
1611,1616,4
1816,1856,9
1629,1634,3
1056,1943,5
1645,1840,8
1110,1357,4
1957,2000,3
1009,1959,5
1711,1832,8
1222,1345,9
1426,1728,2
1521,1658,2
1147,1427,7
1152,1255,9
1843,1857,9
1106,1946,3
818,1726,3
1351,1937,8
1316,1723,3
900,1636,6
1345,1517,7
802,933,3
1519,1525,5
1802,1907,7
1412,1514,4
1215,1241,7
1328,1803,9
955,1524,5
1714,1823,3
1830,1928,1
950,1716,6
905,1810,7
1132,1507,1
1904,2000,2
1650,1730,4
1934,1934,9
1143,1833,3
1800,1855,2
1438,1619,4
1313,1842,4
1346,1547,4
1003,1714,3
1123,1431,8
911,1947,1
954,1245,4
1328,1612,2
1716,1932,9
1020,1300,5
1701,1933,4
1537,1759,2
1338,1946,8
1337,1551,7
1201,1442,3
857,1555,7
1657,1939,9
1030,1715,8
1938,1953,5
1449,1937,6
1049,1710,5
932,1802,9
1641,1751,5
1955,1959,4
1518,1642,7
1927,1949,8
1938,1946,3
1712,1715,4
1938,1954,5
1211,1305,6
1305,1808,9
1601,1927,6
