start,end,weight
959,1746,3
1910,1910,8
1708,1912,3
1734,1810,1
1036,1435,1
1646,1811,4
1341,1612,3
1627,1812,3
1911,1943,4
1226,1623,4
1428,1834,5
1320,1336,5
1947,1957,3
1437,1618,7
1246,1455,4
1558,1600,9
1758,1832,9
1254,1526,7
1102,1928,1
1228,1254,5
1610,1753,1
1511,1734,3
1304,1531,1
959,1049,3
1426,1528,3
1747,1829,2
847,1732,7
1849,1928,2
910,1131,9
1025,1256,7
837,1239,7
1713,1919,9
1941,1954,4
1542,1728,8
1937,1954,4
1309,1419,5
1758,1931,3
907,1748,8
1314,1628,5
937,1202,7
1021,1429,7
1752,1819,2
1635,1709,6
1306,1926,2
1413,1956,3
939,1431,3
834,1535,6
1417,1617,7
1302,1323,6
1049,1354,1
1442,1759,6
1628,1921,4
1142,1236,3
1513,1904,6
1705,1948,1
1354,1408,2
1314,1450,9
1626,1940,6
1230,1456,3
1204,1239,6
1812,1909,8
1948,1953,9
1225,1334,4
1149,1646,4
1544,1703,6
1645,1647,3
947,1919,2
1625,1630,5
1347,1515,8
1643,1748,1
1402,1601,5
1915,1920,6
959,1603,2
1701,1857,9
843,1629,1
1814,1824,6
1918,1934,7
1725,1752,6
1950,2000,7
1113,1400,5
1754,1859,9
916,1959,9
806,1653,2
1443,1503,4
1310,1527,6
1845,1857,8
1354,1855,2
1149,1619,2
1336,1403,6
1805,1913,6
912,1807,8
909,1356,8
1758,1846,3
1952,1958,6
1237,1806,6
1412,1600,8
1206,1820,6
1546,1610,7
1325,1826,5
1601,1908,3
1228,1915,1
1155,1352,2
1114,1619,4
1132,1819,8
1239,1315,9
1007,1844,2
1102,1713,2
1859,1905,6
1246,1719,7
1449,1657,2
828,1054,5
1051,1519,2
1858,1930,9
1205,1235,2
1948,2000,4
1033,1258,2
808,1317,1
1650,1842,7
1053,1951,4
1538,1815,4
1921,1935,9
1908,1947,5
1248,1425,8
1946,1951,4
1731,1910,9
1018,1218,8
1204,1726,3
1004,1910,3
1855,1929,4
921,1854,2
840,1649,8
959,1734,6
1735,1747,6
1737,1959,8
1707,1847,8
1423,1918,6
1651,1821,8
1308,1344,5
1624,1942,6
1131,1302,1
1118,1620,8
1902,1912,6
1341,1444,6
1122,1958,7
1527,1627,5
1529,1812,3
1858,1918,6
1508,1755,2
906,1657,1
1129,1553,2
1052,1742,6
1035,1107,7
1900,1940,2
1846,1940,5
944,1928,5
1300,1954,3
1145,1359,1
1650,1825,6
1048,1115,5
1405,1833,8
1230,1623,9
1949,1959,4
800,1712,3
1351,1618,7
914,1126,5
1253,1858,6
1239,1648,7
1654,1916,9
1255,1443,3
855,913,4
1943,1953,6
1951,1951,7
1555,1838,6
1116,1649,9
1116,1651,3
1115,1418,7
1221,1459,4
1217,1730,8
1034,1622,5
1916,1946,6
1808,1906,3
1720,1858,9
1852,1906,2
1016,1948,6
1455,1458,1
856,1235,7
1220,1330,7
1051,1341,4
1417,1734,1
1013,1454,4
1451,1904,8
1605,1727,1
919,1604,7
1442,1810,3
1152,1152,7
1208,1247,3
1627,1916,3
1033,1231,7
943,1658,3
1047,1557,4
1245,1412,5
908,1613,3
1930,1948,3
1431,1505,7
1933,1947,5
1523,1543,2
802,809,5
1844,1922,1
858,1804,3
1112,1428,3
1523,1845,6
1935,1948,4
1434,1756,4
1016,1657,1
832,1711,2
1828,1911,3
1950,1955,7
1722,1931,9
1959,1959,7
1842,1942,6
1001,1047,4
1132,1421,3
1844,1926,5
1733,1842,5
1406,1552,2
1631,1838,3
1844,1956,3
1611,1711,2
1252,1352,6
1556,1715,3
810,1228,4
1628,1649,6
1359,1903,3
1021,1216,7
1022,1225,9
1213,1918,6
1959,2000,4
1635,1851,3
1624,1631,5
1219,1404,8
1025,1101,1
1714,1718,9
1231,1929,2
1510,1934,9
1742,1757,9
852,1845,2
1633,1849,1
1842,1937,7
1333,1713,5
1610,1925,5
1121,1441,9
1237,1809,5
1419,1919,6
1633,1927,8
1216,1237,8
1957,2000,4
950,1743,9
1335,1933,2
1055,1557,5
1537,1915,3
1811,1840,6
1725,2000,5
1337,1345,6
1034,1041,3
808,1339,9
1109,1657,6
1447,1708,3
1040,1720,5
1906,1916,3
1302,1945,5
1930,1940,6
1719,1910,7
959,1311,2
1245,1639,1
