start,end,weight
1134,1723,3
1558,1752,1
935,1509,3
1225,1317,2
906,936,5
1356,1909,1
1037,1709,1
1544,1947,4
1040,1200,7
1936,1941,1
1512,1702,7
1941,1954,8
1058,1440,6
1342,1512,8
1553,1738,6
1601,1950,7
1954,1956,9
1003,1241,5
1954,1955,5
1749,1948,8
1734,1834,5
1046,1930,5
1553,1739,6
825,1928,2
857,1919,2
1102,1837,7
1333,1636,6
1752,1902,9
1454,1902,7
1107,1803,8
1846,1942,6
1553,1939,4
841,1816,9
1336,1745,4
832,1658,1
1220,1611,6
1727,1728,4
1607,1807,2
1043,1642,6
1245,1550,4
1104,1549,1
930,1814,8
1837,1839,5
1432,1742,3
1633,1931,7
1255,1344,6
1712,1738,4
1528,1755,9
1139,1714,5
1216,1938,2
1009,1419,3
1840,1953,7
1314,1543,5
1414,1559,1
1031,1458,8
1100,1908,3
915,1941,5
1430,1441,7
1407,1532,2
1718,1932,1
1013,1617,5
911,1904,6
1922,1929,7
942,1028,1
1527,1604,8
1938,1958,9
1942,1956,9
853,1943,1
1148,1512,7
1354,1539,8
1926,1944,1
804,2000,9
1027,1811,6
1913,1932,9
1014,1124,6
1618,1853,8
1412,1708,8
1032,1620,5
1108,1402,7
908,1747,3
1016,1859,5
1055,1114,3
807,1124,9
1431,1918,6
1954,1959,2
1032,1914,3
1706,1911,2
1808,1852,7
931,1338,6
1900,1919,7
1153,1955,5
1448,1755,8
901,1237,8
1609,1753,4
1804,1816,7
1536,1919,3
1642,1928,9
1612,1656,1
1119,1724,7
1510,1548,7
1208,1331,3
1859,1952,5
1355,1410,1
1007,1453,1
906,941,8
1700,1935,6
1700,1724,2
1425,1947,8
1045,1204,3
1815,1915,5
916,1818,8
1827,1858,5
1846,1951,7
1214,1642,3
1946,1948,3
1736,1955,5
1027,1810,3
1236,1433,1
1153,1714,8
1115,1433,3
1931,1959,5
802,1558,3
812,813,9
1350,1524,8
844,1304,1
1946,1953,3
1541,1940,5
1043,1248,1
1526,1731,1
1951,1952,4
811,1040,3
1642,1813,2
1615,1705,4
1942,1958,2
1440,1704,1
1152,1241,5
1219,1707,7
803,1730,5
1129,1837,6
1208,1932,4
946,1817,7
1643,1721,9
1149,1244,2
1132,1306,7
1958,2000,2
1635,1939,2
1435,1956,6
1916,1930,2
1835,1852,9
1532,1609,6
1333,1453,4
1320,1700,8
1534,1658,2
1411,1814,8
1718,1918,5
1312,1954,2
1800,1809,6
1347,1847,2
1900,1938,7
1212,1910,9
1758,1759,3
1420,1539,1
820,1447,8
848,1031,3
810,1506,1
1844,1919,9
1902,1938,6
1135,1421,3
1317,1634,9
1801,1921,7
1116,1830,2
1148,1713,5
1451,1530,8
1825,1922,6
1810,1931,9
1920,1923,9
1632,1727,4
1916,1944,6
1200,1233,1
1919,1945,7
806,1654,8
1309,1329,4
1213,1423,9
1401,1914,2
1814,1921,4
1702,1847,4
1357,1725,1
1241,1514,2
1258,1926,3
1740,1907,3
1701,1750,3
1246,1257,5
1413,1918,8
1550,1941,3
1557,1824,4
822,1052,1
902,1915,9
1028,1426,4
1125,1637,5
1503,1947,1
1237,1341,2
1540,1706,6
830,1511,7
1914,1952,7
1328,1714,1
800,944,4
922,1037,3
1901,1948,2
953,1652,4
1328,1927,2
1229,1919,5
841,1927,1
1551,1702,8
1358,1716,8
1204,1908,1
1951,1959,3
927,1649,9
1120,1935,8
1932,1945,8
1854,1921,6
1043,1636,2
1432,1756,7
918,1924,1
1635,1850,6
1218,1958,4
1624,1859,2
1713,1732,5
1032,1046,5
1624,1815,3
1453,1747,4
1735,1853,6
1401,1724,6
1045,1251,8
1530,1759,1
1914,1947,5
954,1619,8
1817,1833,4
1617,1624,8
1355,1921,9
1435,1758,4
1520,1931,6
907,1159,4
1622,1808,2
1228,1540,6
1716,1850,9
1926,1933,8
1831,1845,6
1530,1933,5
1601,1754,2
1838,1931,1
808,1541,8
1708,1729,4
1309,1353,2
1122,1726,5
1617,1701,5
1859,1911,1
1800,1902,8
1034,1615,1
1659,1855,2
1821,1957,5
1853,1955,3
857,1938,3
1616,1653,3
1224,1634,3
1503,1946,9
1542,1724,3
1649,1744,2
1646,1715,7
843,1636,2
1535,1723,4
952,1102,1
1244,1736,5
1430,1431,3
1438,1816,5
1903,1957,7
1957,1957,9
1823,1850,8
1236,1728,5
1222,1251,4
848,1053,9
1256,1944,2
1536,1648,1
1540,1728,6
1141,1452,6
1620,1907,8
1625,1811,1
1148,1827,9
1119,1504,4
1903,1908,2
1445,1517,4
1247,1341,2
1812,1814,6
1212,1545,4
1601,1632,5
1433,1456,4
1012,1352,6
1832,1919,7
1353,1537,9
1132,1759,3
1109,1648,2
1006,1737,3
1116,1231,5
1938,1945,6
1510,1815,8
839,1312,8
1337,1402,8
1816,1819,7
1348,1408,3
1521,1944,3
1832,1854,7
1738,1915,7
1248,1626,6
951,1128,1
1337,1423,7
1022,1205,2
827,837,3
1927,1928,5
1646,1935,6
1952,1959,6
1031,1132,5
900,1123,6
1816,1935,9
1630,1929,8
1153,1346,2
1002,1651,7
