start,end,weight
1035,1910,5
1822,1949,9
1659,1734,8
1231,1901,7
834,1308,2
1034,1654,6
949,1502,7
1820,1922,6
1231,1600,8
1132,1800,2
1232,1725,1
1545,1825,8
1155,1443,3
1208,1602,8
1249,1739,1
1339,1443,5
1421,1556,9
1907,1928,6
1521,1527,4
1643,1854,5
1301,1711,7
1941,1941,5
1617,1903,1
928,1120,7
1554,1950,9
1443,1629,6
1129,1852,7
1427,1518,3
1726,1742,4
1416,1449,6
1344,1844,8
1301,1705,7
1028,1949,8
1231,1316,9
1104,1631,5
1648,1820,5
1340,1926,4
1134,1144,3
823,936,9
1743,1836,9
1451,1627,1
1528,1849,6
828,901,2
1346,1808,8
1811,1849,3
1416,1715,7
918,1616,3
831,1818,9
910,1034,8
1554,1854,7
1830,1905,7
1824,1959,9
1134,1950,3
1656,1740,4
1117,1359,1
1727,1922,1
936,1534,7
1821,1955,8
1355,1656,6
1222,1629,9
955,1811,7
1351,1825,8
1309,1845,8
1530,1555,7
916,1908,8
1621,1835,7
1722,1748,4
934,1006,7
1752,1758,4
1815,1816,8
1921,1940,9
1125,1539,9
1630,1645,4
1431,1508,7
1826,1923,6
1715,1909,5
1108,1405,9
1859,1905,5
1547,1700,3
1616,1819,7
1835,1905,2
1147,1508,1
1533,1913,9
930,1122,6
1934,1949,1
1800,1929,4
1508,1607,4
1457,1843,8
1520,1832,2
1606,1902,6
947,1552,1
1602,1629,8
1651,1848,4
1002,1937,4
1025,1111,6
1004,1736,3
1706,1917,6
1159,1607,2
1344,1824,2
1621,1744,2
1308,1548,1
1804,1852,3
927,1904,2
848,1129,5
1052,1918,5
1813,1844,8
1305,1906,8
1515,1916,9
1309,1735,8
1948,1956,3
1334,1432,1
1716,1926,6
1359,1443,3
1112,1744,6
1146,1521,9
1045,1204,9
1138,1549,3
1832,1922,5
1825,1850,3
942,1121,4
1622,1824,7
1123,1645,1
1350,1647,3
1511,1709,1
1429,1920,8
1133,1344,4
1612,1912,7
1745,1853,8
1216,1241,3
1959,1959,5
1130,1334,3
1507,1859,6
841,1134,1
1434,1526,6
1956,1957,6
1631,1812,4
909,1012,8
1149,1433,9
1106,1419,8
1841,1908,3
923,1938,9
810,1635,6
1957,1958,5
1805,1904,9
800,959,5
833,1248,6
1920,1935,7
1646,1911,9
1311,1751,7
823,1226,3
1606,1656,9
1450,1523,9
805,926,8
1719,1731,9
958,1712,6
1027,1306,5
1458,1504,6
1928,1933,7
1958,2000,5
1346,1938,2
1803,1937,8
1727,1900,7
950,1839,4
1527,1917,1
1437,1803,6
1619,1735,7
1744,1909,8
953,1333,8
1237,1900,2
1821,1932,5
1350,1909,1
1707,1742,3
1549,1913,6
1848,1916,7
1017,1349,7
1549,1743,4
1511,1952,3
1144,1915,7
1048,1743,2
1710,1931,4
1451,1619,6
1004,1953,2
1247,1604,9
1000,1105,7
821,1459,9
1349,1353,1
1903,1957,8
1710,1755,3
1357,2000,8
1549,1632,5
1933,1945,1
1825,1919,8
1552,1941,4
1603,1716,9
1339,1713,1
1328,1912,2
1636,1957,9
1800,1912,6
1502,1503,2
1214,1855,1
1908,1921,6
1355,1737,3
1126,1544,5
1724,1819,4
1534,1845,5
1050,1446,4
1117,1832,8
1806,1936,9
1821,1918,6
935,1712,1
1248,1557,2
804,1159,1
1147,1907,9
1345,1756,2
1950,1951,4
1624,1821,8
1031,1733,9
1426,1940,6
939,1620,8
1248,1944,8
1430,1602,2
1104,1207,3
1348,1909,2
1509,1606,9
1402,1912,2
1801,1905,2
1921,1923,8
1856,1924,9
1624,1757,9
1030,1416,9
858,1256,4
1845,1911,5
918,1054,3
825,1054,3
1432,1640,6
1123,1314,1
1615,1849,2
1913,1936,3
1942,1959,7
1027,1623,3
1027,1331,3
1044,1152,4
956,1903,3
1942,1950,4
852,856,2
1017,1625,6
1030,1102,6
1625,1733,2
1116,1608,6
1525,1744,7
1708,1954,6
1007,1843,2
1455,1924,5
1222,1327,7
1406,1729,5
1140,1527,6
1755,2000,6
1802,1901,7
1201,1636,4
1726,1731,3
1403,1529,2
1724,1851,9
805,1835,6
1457,1755,8
1444,1920,1
1428,1709,4
956,1912,5
1838,1840,4
1008,1504,2
1532,1658,8
1144,1903,4
1049,1433,9
1650,1906,3
1540,1929,5
1512,1711,5
1803,1955,7
1836,1942,2
858,1540,3
1651,1725,5
907,1246,4
1031,1643,5
1336,1414,1
1546,1547,6
1743,1814,2
1410,1905,8
1926,1939,7
907,1544,2
1257,1805,2
1854,1918,6
1554,1812,3
901,1804,5
1406,1418,7
1600,1833,7
853,924,5
1702,1943,8
1759,1929,7
1223,1845,1
910,1444,3
1626,1713,5
1027,1203,8
1834,1927,4
1830,1854,6
1730,1755,5
1927,1927,9
1052,1256,2
824,1111,5
1353,1438,2
1654,1815,2
1650,1731,2
1153,1556,2
1816,1828,7
1725,1858,4
1733,1839,8
1520,1915,2
1650,1759,7
1104,1917,5
1042,1204,8
1847,1944,8
1855,1959,9
1039,1629,9
845,1638,6
1339,1532,6
1051,1101,6
1923,1957,7
920,1440,5
1816,1844,8
1849,1949,1
1132,1349,1
849,1050,4
1913,1925,1
1158,1914,5
1406,1802,2
1249,1820,9
1502,1750,2
1133,1825,7
1508,1817,5
1043,1131,1
1351,1556,7
1744,1753,7
1422,1445,2
1234,1814,5
1342,1801,1
812,1301,3
1544,1558,6
1748,1828,7
1713,1931,5
1754,1820,6
849,1414,3
1758,1916,5
1533,1837,3
1323,1825,3
1405,1926,7
907,1121,7
917,1211,9
1632,1814,7
1924,1958,4
1037,1117,8
1053,1703,7
1258,1420,8
847,906,4
1149,1232,5
1348,1359,2
1627,1835,7
835,1003,1
1350,1713,9
925,1618,7
1218,1754,7
1953,1954,5
1130,1210,5
1914,1948,6
1241,1658,9
1924,1926,1
1125,1337,3
1639,1716,3
1007,1458,7
1009,1826,1
1616,1835,9
921,956,9
1632,1744,9
1515,1951,2
1218,1758,3
1028,1609,3
950,1622,9
1714,1808,5
943,1002,3
1720,1835,7
1446,1742,1
1431,1646,7
1843,1906,4
1117,1417,1
1317,1932,1
1418,1626,2
1331,1541,8
928,1949,8
923,1255,5
1346,1617,6
1418,1654,5
1108,1419,4
1533,1645,3
1450,1547,9
1721,1823,3
1025,1923,9
1315,1926,2
