start,end,weight
1106,1448,9
1853,1856,9
1134,1604,2
1634,1801,9
1524,1958,5
956,1119,6
1751,1853,2
1824,1926,9
1711,1731,3
1241,1533,2
1750,1752,3
823,1855,5
1912,1958,8
1746,1828,6
947,1722,8
1559,1826,2
848,1507,7
1323,1438,8
1733,1921,4
1513,1659,7
1146,1847,7
1422,1507,9
1843,1923,1
1636,1853,6
821,1616,8
812,1936,9
1326,1505,1
1009,1653,4
820,1024,9
1004,1953,4
1206,1849,9
1758,1808,6
810,1224,7
1705,1737,7
1747,1948,1
1314,1422,7
1901,1956,8
1322,1620,2
1004,1413,6
1516,1537,4
1747,1802,1
1946,1954,1
1335,1808,9
943,1817,4
1005,1048,9
1250,1537,4
902,1120,2
1306,1454,2
1552,1644,6
1450,1525,7
1351,1947,7
1703,1910,7
1130,1444,7
1451,1602,5
1530,1610,7
1142,1735,1
1357,1817,4
1813,1904,1
1741,1843,3
1134,1434,5
1207,1855,2
1833,1840,1
807,1848,9
1341,1819,9
1329,1953,7
1520,1606,1
1415,1939,4
1258,1648,4
1921,1936,5
928,1510,2
1435,1747,8
1205,1704,6
1619,1844,4
1110,1715,7
1355,1454,8
943,1611,6
1257,1503,1
1442,1956,5
843,1958,5
1017,1857,1
1205,1606,7
1617,1703,9
1547,1554,9
1042,1959,7
1808,1901,5
1905,1929,8
1459,1501,4
1351,1558,6
1302,1432,3
1653,1714,1
1426,1636,6
1222,1257,1
1939,1952,1
918,953,2
947,1739,6
1331,1855,6
1129,1711,6
1708,1950,1
1306,1635,4
1231,1252,5
1422,1525,4
838,1151,9
1925,2000,9
1719,1719,9
1018,1840,8
1139,1143,2
1230,1343,5
1618,1805,3
1133,1509,2
1017,1858,8
944,1413,3
1848,1921,7
1932,1940,2
1544,1643,7
1701,1929,1
1155,1658,3
1324,1512,8
822,1811,9
1501,1955,9
845,1553,9
1627,1809,2
1226,1821,5
1915,1953,8
1841,1841,5
1743,1827,1
1057,1934,9
1709,1820,1
1828,1933,2
1545,1803,2
1327,1953,4
1359,1456,2
1202,1907,7
1336,1811,5
1544,1653,6
1622,1653,4
1544,1800,5
1121,1142,9
1857,1951,9
1726,1949,9
1002,1150,6
1432,1650,2
835,1202,1
1312,1458,8
1804,1908,9
1655,1711,6
1639,1845,7
1130,1610,1
1601,1754,4
1907,1954,5
1407,1829,9
1147,1801,1
1159,1348,3
1454,1719,1
1606,1801,9
814,1231,2
936,1334,8
808,1827,2
812,1849,1
955,1552,6
1117,1826,7
823,1133,2
1718,1750,1
1445,1553,3
1357,1612,8
1050,1130,2
1228,1302,1
1910,1920,2
1158,1935,9
927,1952,7
835,1943,5
1404,1754,2
1552,1626,8
807,1241,9
1246,1319,8
820,917,7
1946,1953,5
1946,1955,1
1238,1329,8
1738,1833,5
1043,1520,4
1420,1622,8
1724,1743,8
900,1936,7
1614,1916,7
1830,1909,6
941,1208,5
1027,1510,1
