start,end,weight
823,1040,1
1135,1713,1
1806,1951,1
1257,1742,6
1258,1703,3
1954,1957,5
921,1356,6
1443,1844,6
1159,1344,9
1900,1937,7
849,1926,3
1037,1242,2
1208,1830,2
1533,1553,4
955,1849,5
1137,1840,3
1040,1857,2
1228,1233,3
1118,1317,2
1527,1754,6
1854,1955,7
1234,1437,9
1226,1309,3
1711,1926,4
952,1601,2
1847,1944,7
1907,1934,9
1931,1955,7
1420,1502,5
1422,1453,7
1025,1204,4
1643,1825,3
1226,1520,8
1822,1933,6
1022,1150,5
1748,1905,4
959,1612,2
926,1732,9
1458,1703,8
1643,1827,1
930,1855,5
1909,1948,4
827,1748,6
1358,1632,5
808,1853,4
1148,1921,8
903,1222,7
1026,1633,6
1147,1456,9
1330,1618,7
1804,1921,8
1409,1549,8
1811,1908,6
1105,1116,3
1954,1956,7
1503,1511,4
803,1854,5
1507,1737,3
1023,1025,3
1820,1842,2
1025,1636,4
1741,1946,5
1212,1728,3
1504,1901,9
848,1624,6
928,1011,8
1438,1449,5
942,1109,4
1158,1721,7
804,1153,2
1019,1305,8
1136,1717,4
1043,1458,3
1403,1639,1
1149,1330,4
1944,1959,5
1225,1508,2
1132,1831,9
1520,1811,5
1448,1507,4
1020,1659,5
1606,1906,1
1319,1410,3
1056,1218,7
1444,1636,8
1640,1722,9
1216,1456,8
1757,1953,9
1431,1606,1
1051,1443,3
1835,1956,8
1619,1655,3
1245,1838,3
1710,1817,4
1143,1635,7
1517,1542,9
1811,1926,2
1429,1456,3
1549,1818,4
1114,1235,2
804,1402,1
937,1538,3
1845,1848,2
1550,1607,2
1842,1849,6
1703,1722,4
1502,1811,6
1124,1713,8
1748,1920,3
1916,1920,9
1413,1942,3
1125,1403,3
903,1934,7
1054,1447,5
1909,1932,5
1203,1422,4
1034,1515,5
1854,1936,8
809,930,1
1326,1453,7
1939,1956,6
814,908,1
1506,1720,7
1659,1843,2
1005,1526,4
1537,1930,5
1803,1917,7
1136,1919,1
1932,1937,6
1234,1600,9
1836,1959,1
1449,1705,8
1819,1840,2
