start,end,weight
1948,1949,6
1030,1241,9
1307,1632,6
1154,1855,6
1804,1941,7
1317,1747,9
1228,1311,9
1733,1848,6
1738,1947,9
1526,1721,3
1322,1324,6
1029,1935,8
1933,1944,2
804,948,5
1227,1610,9
1657,1933,5
1547,1739,7
1142,1441,7
1128,1834,8
1953,1959,4
1942,1954,8
1521,1853,9
905,1639,8
1842,1847,4
1106,1910,6
1558,1915,6
1357,1849,9
919,1048,7
820,1602,4
1944,1949,5
1222,1906,5
1658,1752,5
1323,1417,4
1505,1909,9
805,952,6
826,1229,6
1935,1950,6
1559,1724,1
1508,1816,9
1703,1853,6
1923,1943,5
1802,2000,7
1240,1605,3
1611,1909,9
1134,1927,6
1729,1856,9
1110,1407,3
948,1941,4
1543,1920,3
1450,1710,8
1408,1853,5
854,1652,4
928,1942,4
902,1600,1
1246,1537,6
1553,1855,5
855,935,1
1039,1523,8
1446,1604,1
1757,1843,4
1918,1942,2
1428,1847,5
825,1433,4
914,1024,8
1845,1959,8
1310,1703,8
1033,1558,5
1914,1951,2
1256,1719,8
1534,1941,5
1434,1534,5
1051,1814,8
1927,1959,7
1349,1543,2
914,1403,2
1946,1957,7
803,1952,4
803,835,3
1104,1502,3
1603,1934,6
1518,1922,8
1138,1520,7
829,1446,9
927,1702,6
909,1308,6
1437,1702,2
1243,1535,1
1823,1958,4
1102,1511,7
1514,1725,4
1739,1943,3
1803,1912,4
1408,1449,5
1008,1512,9
1452,1527,7
1048,1638,4
1354,1902,8
1324,1923,2
1505,1640,7
1212,1246,9
1653,1751,3
955,1429,2
1059,1721,4
1432,1451,4
1116,1724,7
939,1914,7
1141,1542,5
1128,1536,3
1834,1847,6
1633,1738,4
1906,1949,9
1659,1845,1
822,1543,1
909,1445,1
1858,1859,9
1242,1710,5
1409,1646,7
1645,1847,2
1319,1505,9
1803,1808,6
831,1116,3
900,1737,8
1947,1956,7
949,1414,2
858,1904,3
1507,1729,2
1452,1804,7
1243,1415,6
1312,1800,2
1250,1326,4
1715,1758,6
1607,1729,4
1302,1854,3
1142,1935,8
843,1640,8
953,1501,8
1844,1854,7
1538,1814,4
1631,1913,1
948,1602,4
1552,1702,6
1800,1915,5
1448,1703,7
1550,1632,1
1142,1902,3
1524,1844,1
924,1041,8
1550,1732,6
913,1351,5
1625,1628,2
1051,1827,6
1824,1951,1
1929,1945,6
1857,1904,1
1220,1721,4
1657,1946,3
1437,1513,8
940,1126,7
1538,1704,5
1233,1919,3
1540,1642,9
1221,1801,3
1507,1806,6
1205,1822,8
1240,1554,9
923,1219,1
1216,1928,7
835,837,6
933,1156,8
850,1128,7
1752,2000,9
1759,1920,3
1358,1701,8
1315,1743,3
1004,1755,3
1059,1753,2
1608,1904,7
1152,1228,7
1922,1931,2
1745,1837,1
1250,1311,8
1219,1612,8
1048,1223,7
914,1714,5
1218,1527,3
1848,1942,4
901,1129,7
1504,1905,4
908,1425,9
835,1525,4
1033,1058,8
1833,1922,1
1843,1908,4
904,1636,6
1930,2000,9
1727,1904,9
