start,end,weight
1107,1553,2
1323,1619,5
1145,1957,9
1214,1624,2
1414,1958,2
1441,1721,1
1435,1949,8
1600,1745,4
1226,1656,8
1531,1952,8
1300,1801,3
1516,1637,9
1048,1533,9
1751,1904,6
1416,1517,1
822,1336,4
1456,1606,1
1322,1324,6
1503,1959,8
1012,1953,2
1508,1755,8
1432,1905,8
1341,1437,1
1026,1121,1
1511,1615,9
1538,1911,6
1624,1709,5
1811,1840,9
1327,1926,3
822,1850,2
1531,1721,3
1223,1813,4
1235,1958,2
1021,1135,3
1014,1206,1
1308,1651,9
1912,1935,5
804,1114,9
1030,1350,6
1259,1711,2
1552,1812,4
1946,2000,2
1956,1956,6
1253,1549,1
1624,1929,1
1740,1938,4
1020,1642,2
959,1851,3
1258,1855,7
1911,1914,4
1549,1555,3
1128,1523,1
1905,1944,6
1702,1736,8
935,1434,3
1543,1656,1
1208,1346,5
1535,1654,9
1950,1950,7
1741,1850,3
1324,1356,4
1444,1853,5
1449,1836,2
812,1456,2
1121,1817,8
1845,1913,7
1927,1935,5
1652,1841,2
1125,1129,7
955,1103,7
1021,1256,5
827,917,5
1932,1948,3
1259,1716,1
1234,1338,6
1437,1646,2
1716,1808,1
1129,1506,3
1513,1904,2
1931,1949,4
1430,1441,3
1641,1723,5
1947,1955,3
1819,1910,9
1630,1935,3
1853,1903,9
1954,1955,7
1430,1434,6
1343,1910,3
1933,1941,3
1821,1857,1
1525,1633,2
824,1759,4
1419,1753,3
1246,1736,1
853,1049,2
1112,1341,1
1227,1745,5
1418,1505,4
1737,1832,5
1423,1448,6
1908,1908,4
919,1109,2
1339,1608,7
1440,1536,1
1606,1734,7
1703,1959,9
1857,1904,3
1713,1725,9
1141,1948,1
1656,1906,8
1750,1759,8
1252,1502,9
1853,1901,5
902,1350,7
902,1340,7
1207,1239,5
1356,1723,6
1434,1854,8
1348,1426,3
1943,1949,3
1338,1515,8
1654,1936,3
1910,1916,3
1241,1704,3
1901,1914,7
1608,1727,5
1549,1710,7
1400,1818,2
851,1212,8
843,1922,4
1854,1855,7
945,1637,1
1648,1809,7
1430,1654,2
1538,1634,6
1618,1953,6
1541,1755,4
836,1009,4
1822,1826,2
1038,1831,3
1912,1918,4
1454,1923,8
1950,1958,8
1901,1946,2
1129,1944,3
1958,1958,3
1526,1613,1
949,1603,4
1648,1827,4
1514,1938,5
1512,1609,9
927,1909,4
1744,1944,9
1434,1818,6
1404,1900,9
1653,1744,8
1919,1931,1
1043,1746,3
907,1714,3
842,1410,4
828,1408,3
1709,1802,7
1423,1600,9
1221,1523,1
1859,1933,1
908,1910,6
1356,1732,2
1335,1720,6
1033,1951,6
1418,1624,3
