start,end,weight
1246,1649,8
1813,1838,3
1412,1604,6
1835,1918,3
1438,1601,2
947,1519,4
1258,1414,6
1506,1614,7
1503,1855,9
923,1821,4
1711,1945,6
1858,1955,3
1041,1740,1
1609,1624,4
931,1304,6
1521,1554,3
1757,1808,8
1502,1820,4
1529,1721,9
1110,1335,4
1003,1751,1
1904,1953,1
1538,1836,2
1803,1838,4
908,1413,6
1231,1640,2
1610,1918,3
1102,1126,5
1246,1540,7
1150,1926,5
1149,2000,9
1533,1851,1
1802,1942,9
1547,1820,4
943,1708,3
1020,1811,1
1448,1604,2
1239,1444,9
1749,1933,1
1914,1917,7
1450,1643,8
839,918,4
1556,1826,5
1703,1747,5
1132,1734,2
1141,1708,8
1728,1956,3
918,1723,3
1632,1837,7
1129,1742,1
1508,1701,7
1837,1900,2
916,1107,4
1635,1831,9
1727,1753,7
1433,1545,4
1432,1925,5
1658,1900,6
1528,1720,9
1336,1954,8
1928,1935,3
849,1450,3
1942,1956,8
1137,1410,7
1307,1946,4
1501,1928,6
1351,1352,2
837,1912,7
1301,1650,2
1831,1957,4
1227,1620,2
1921,1958,9
1047,1446,7
1902,1927,1
1906,1912,3
1437,1807,9
1037,1118,6
1717,1910,5
1747,1820,6
1743,1923,9
1712,1850,6
1157,1728,4
1517,1927,5
1543,1921,9
1156,1715,5
1424,1741,4
1155,1917,1
1421,1526,3
1606,1707,1
1452,1457,2
818,1601,7
1409,1717,9
811,1233,2
809,1915,5
1732,1842,4
956,1316,7
1642,1741,9
1632,1858,2
852,1032,2
907,1657,9
1324,1440,4
1717,1750,6
804,1901,6
1600,1832,5
812,1641,9
1614,1952,5
1856,2000,4
1709,1851,7
1006,1854,4
1058,1720,1
1504,1539,4
1504,1842,8
1227,1247,2
1055,1058,8
1014,1948,7
826,1054,4
1054,1357,7
1935,1944,7
1301,1619,2
1523,1605,5
1953,1959,9
1333,1420,8
1604,1902,8
1408,1855,8
1523,1846,4
1459,1632,1
1453,1754,1
1629,1957,2
853,1358,4
1143,1621,2
1702,1753,1
1121,1420,5
1122,1553,7
825,1902,1
1751,1821,1
1111,1755,5
1813,1822,7
1546,1729,9
1220,1714,8
1731,1904,6
1538,1925,8
1303,1428,2
1534,1721,7
1322,1812,9
1726,1833,7
856,1643,4
826,1355,5
1307,1706,6
1038,1127,8
1835,1852,3
1523,1740,5
1437,1724,1
1025,1727,7
1550,1853,9
1808,1953,1
1217,1958,2
1602,1630,7
1633,1907,8
919,1638,3
1459,1935,1
844,1705,9
1157,1927,6
957,1044,2
829,950,4
1538,1939,2
1601,1743,8
1432,1455,1
853,1156,7
1043,1057,2
825,1928,6
1215,1807,4
1957,2000,4
1315,1950,8
1013,1355,9
1643,1725,9
1019,1433,8
1351,1634,4
1105,1329,2
