start,end,weight
1130,1844,5
1918,1936,2
1732,1744,7
1629,1654,2
1655,1711,6
1819,1834,9
1523,1959,1
1346,1426,7
1828,1855,6
1030,1433,3
1934,1935,9
1131,1735,6
1606,1712,2
1550,1635,9
1243,1649,6
1733,1829,6
1652,1911,4
1503,1932,3
1625,1725,9
1717,1931,3
1935,1952,2
1649,1908,3
1140,1256,5
1443,1657,2
1534,1947,4
1600,1806,8
1520,1936,1
1224,1430,7
1811,1952,2
1651,1702,1
1047,1536,9
1756,1814,5
1641,1729,3
901,1255,9
1613,1731,9
1845,1958,7
1349,1706,2
1458,1513,6
1635,1803,1
1507,1522,7
1438,1848,1
856,919,6
1748,1814,7
802,1753,1
1143,1153,6
1108,1248,1
837,1707,5
1709,1831,7
1735,1859,6
852,1657,3
1721,1902,3
1214,1321,4
1822,1913,6
1217,1555,8
1142,1618,9
1947,1949,2
1915,1918,5
1110,1917,8
1917,1942,3
1047,1243,1
1306,1939,4
1945,1952,5
1456,1752,3
831,1225,5
1415,1600,9
832,951,5
904,1234,8
927,1806,7
1140,1346,4
1813,1818,2
1804,1944,7
1200,1344,4
1029,1523,5
845,1440,6
838,1641,1
1534,1718,8
1323,1940,8
1337,1611,6
1714,1928,2
1148,1704,5
1626,1639,2
1841,1903,2
1546,1924,2
919,1131,4
818,1231,6
1606,1616,2
851,1233,8
1244,1352,7
1050,1421,1
1754,1952,2
1014,1714,2
1210,1922,7
1539,1846,4
1310,1726,3
1145,1936,1
1437,1645,7
929,1657,7
1535,1728,4
1205,1942,6
1313,1435,8
838,949,2
815,927,5
1939,1945,8
1500,1931,2
1913,1950,1
841,1327,6
1534,1612,3
1319,1534,8
1611,1656,9
1551,1824,8
851,1230,4
1106,1951,2
1418,1554,1
1319,1323,2
1340,1443,6
1056,1300,5
1915,1920,7
1051,1850,1
1913,1922,4
1420,1947,5
1724,1958,7
1447,1937,8
1914,1948,4
900,1604,7
1507,1953,2
1559,1919,3
1626,1720,4
1353,1804,3
1241,1527,2
1214,1846,1
919,1511,5
1318,1429,6
1413,1741,5
938,2000,7
1109,1719,7
1920,1935,2
1522,1554,6
839,1636,7
1512,1708,4
1118,1850,6
1154,1247,1
1316,1839,3
827,1729,4
830,1341,6
807,1701,9
1639,1754,9
1237,1545,6
1253,1814,1
1111,1122,4
1144,1759,5
1923,2000,3
938,1921,3
823,1917,7
1728,1952,2
1606,1750,8
1632,1713,3
1246,1409,4
1547,1921,3
1155,1509,4
1140,1943,5
1932,1939,9
1042,1559,4
1820,1850,1
1118,1302,8
1643,1905,6
1449,1547,8
957,1947,2
958,1411,8
1824,1839,9
939,1841,1
1928,1947,5
1722,1850,2
1406,1857,8
1237,1515,9
1316,1839,7
853,1106,1
1558,1850,9
915,1516,3
1304,1750,8
837,1859,5
1938,1958,8
1720,1733,1
1418,1951,2
1919,1945,4
926,1513,1
927,1921,8
1047,1419,8
1003,1431,1
1309,1847,6
1151,1730,6
1515,1926,4
1025,1744,2
1145,1707,5
906,1640,7
1204,1336,8
1528,1759,9
1319,1832,5
1529,1612,4
1753,1902,8
1403,1736,6
1042,1921,9
1551,1741,2
1144,1527,3
1036,1748,6
1457,1636,4
912,1527,1
1640,1823,6
1228,1505,5
1327,1939,6
1749,1919,7
817,1600,7
1918,1939,8
930,1455,1
929,1522,5
1904,1916,3
1510,1518,9
940,957,9
1308,1401,8
1730,1843,5
811,1457,5
1450,1952,2
1321,1542,7
1308,1548,8
822,1347,2
932,1847,1
1810,1939,8
1446,1756,4
1827,1836,9
1212,1321,9
1623,1834,6
1238,1932,1
1936,1947,7
1019,1340,6
823,1158,4
1810,1811,2
1430,1854,9
803,1045,8
1523,1738,6
1815,1958,3
817,1914,4
1426,1448,5
1301,1943,5
1738,1923,4
1349,1409,2
1439,1815,1
1828,1916,2
1912,1919,8
1742,1951,2
1003,1032,6
931,1611,4
1734,1819,8
1141,1332,5
1221,1847,6
1617,1652,9
842,1309,3
1105,1354,9
1436,1733,1
1153,1241,3
1513,1815,2
1717,1746,4
1414,1934,8
1131,1240,6
1011,1226,3
1838,1849,2
1402,1600,5
1009,1603,3
1957,1959,6
1158,1646,5
1750,1912,3
1708,1732,6
1804,1839,1
1423,1537,8
1751,1852,5
1021,1705,2
905,1341,9
1916,1948,2
1051,1502,6
1457,1651,4
1900,1958,8
955,1011,4
1711,1957,6
806,1728,1
1859,1959,9
1742,1742,6
1748,1943,5
940,1102,3
1439,1444,7
1305,1342,1
943,1417,3
1045,1630,8
921,1452,4
1934,1935,9
959,1244,5
846,1002,3
1001,1909,5
1202,1248,1
1459,1817,2
924,1624,4
1820,1822,1
1601,1615,4
828,1140,2
1741,1943,7
1715,1841,2
1409,1448,9
932,1558,2
1837,1924,3
921,1153,4
1107,1812,5
914,1109,3
952,1220,8
1244,1537,6
1517,1806,1
1712,1713,6
1632,1931,1
1718,1720,3
1943,1944,1
1108,1402,6
1017,1111,5
1909,1912,3
1435,1922,4
1703,1906,7
1249,1900,8
1747,1907,4
1858,1940,4
930,1927,8
1108,1742,5
1033,1502,5
1915,1930,2
1610,1805,8
1502,1703,5
852,1324,7
1602,1824,5
1421,1722,3
1806,1845,2
852,1343,5
1900,1928,8
1255,1907,7
1629,1942,6
1251,1326,7
1733,1918,6
1002,1905,3
1759,1812,7
1213,1448,3
1256,1650,7
910,2000,8
916,1754,4
1847,1923,4
1901,1925,5
1353,1354,8
1119,1240,9
1652,1933,8
1512,1613,8
1643,1716,5
1156,1530,5
1453,1824,5
1851,1928,1
1445,1615,3
1050,1804,6
1913,1940,4
1336,1644,5
1613,1856,4
1923,1945,1
1601,1758,2
1024,1756,6
1801,1809,1
1744,1744,5
1026,1113,4
1300,1936,9
834,1427,8
1531,1601,5
1132,1725,9
1037,1700,6
1838,1912,7
1050,1646,9
1758,1912,4
852,1757,5
1945,1947,3
1121,1129,8
1240,1304,7
818,1919,7
1529,1923,2
1957,2000,8
1122,1746,1
1356,1746,8
1210,1804,6
1007,1655,8
1724,1821,3
1930,1949,3
1435,1631,8
906,1458,2
908,1344,8
829,1423,8
1415,1625,2
1833,1950,1
1056,1859,7
1320,1929,9
1826,1851,6
1152,1556,7
1032,1042,7
831,1452,4
1123,1843,5
1112,1519,3
1646,1909,7
844,1536,9
1109,1511,1
1345,1926,8
1202,1743,1
1831,1917,4
1632,1838,4
