start,end,weight
1043,1519,2
1635,1703,5
1257,1353,5
1251,1254,9
926,1307,9
1645,1817,1
1950,1956,8
1751,1839,3
1754,1809,8
1251,1417,3
1502,1746,6
1037,1042,9
1003,1249,6
831,1021,8
1541,1815,5
843,1118,1
852,1926,4
1638,1923,2
1309,1908,6
1314,1657,5
1833,1937,6
1645,1858,6
1440,1806,8
1412,1931,4
1304,1742,6
915,1830,7
1030,1824,9
1111,1318,9
1213,1751,7
1434,1828,3
1924,1944,8
1821,1834,8
1506,1745,2
1239,1834,8
1854,1909,1
1320,1457,3
1033,1229,7
1733,1739,2
937,1117,2
1115,1218,9
1649,1809,7
1020,1402,3
944,1551,6
1452,1925,5
1054,1455,6
1256,1429,8
1716,1820,3
812,1020,4
1031,1448,5
1444,1613,6
1442,1846,2
923,1331,6
1041,1051,8
1022,1542,3
1212,1919,1
1219,1340,1
1207,1641,1
1514,1859,4
840,1618,3
1605,1743,3
830,1348,3
1017,1339,2
1907,1947,5
1916,1958,1
1804,1940,1
1708,1914,4
1855,1949,2
1444,1844,4
1309,1335,8
1712,1919,6
1618,1958,6
1017,1133,2
840,1619,2
1905,1926,2
1102,1601,8
1944,1945,1
820,1226,3
1143,1740,9
836,1455,9
914,933,2
1944,1959,1
1028,1518,2
1553,1918,4
1020,1612,3
1243,1416,8
1522,1819,2
1256,1329,8
1527,1959,9
1806,1931,4
1132,1635,9
1102,1919,8
1524,1723,7
1754,1904,6
1326,1924,6
1109,1453,3
1728,1754,1
1724,1807,7
1643,1910,3
1115,1745,8
1903,1915,4
1926,1936,6
1550,1810,6
1906,1933,3
1648,1653,9
1609,1955,6
840,1320,8
1104,1501,2
1400,1753,6
1906,1920,4
920,1813,3
1828,1945,3
1416,1912,7
1200,1236,1
922,1638,9
1938,1956,9
1807,1830,2
1930,1932,9
1906,1918,3
1326,1533,9
1319,1921,4
1558,1902,2
858,1452,2
807,1607,8
1911,1911,4
1627,1829,2
1423,1426,9
1731,1952,2
1304,1753,5
1249,1826,7
1751,1933,3
1122,1716,7
1547,1723,6
1636,1822,9
1504,1608,2
912,1315,9
1719,1721,4
1333,1829,6
1407,1444,3
1825,1857,8
1725,1836,8
1407,1629,3
1055,1341,3
1419,1917,2
1340,1632,4
943,1303,2
1113,1148,9
1335,1848,7
908,1507,3
1301,1350,5
1755,1847,5
1133,1710,2
1945,1956,8
952,1133,2
826,1836,4
1500,1914,5
1316,1611,4
949,1344,2
1519,1716,1
1451,1753,6
1819,1820,1
1343,1958,9
831,1248,7
906,1729,3
1203,1617,9
1025,1249,5
1202,1415,1
1017,1726,2
1958,1959,4
1634,1955,4
1557,1939,7
840,1203,3
1934,1939,1
1141,1705,8
1718,1746,3
1023,1911,5
922,1653,7
904,1802,2
1837,2000,9
1743,1841,2
1401,1638,2
1930,1944,3
1938,1948,6
1022,1224,8
912,1157,9
1531,1813,3
1755,1849,6
1210,1837,9
1629,1958,1
1142,1218,4
929,1442,9
1820,1846,9
1204,1257,8
816,1723,1
1635,1818,2
1045,1451,2
855,1617,8
1342,1839,2
1225,1809,2
826,853,8
1200,1856,8
1705,1729,3
1641,1645,6
1209,1809,4
1507,1739,7
1720,1855,7
934,1012,2
845,1057,9
909,1741,1
1036,1547,6
917,1335,1
824,1741,2
929,1707,9
846,1103,6
1650,1757,9
1512,1544,3
1514,1955,8
1601,1817,9
1536,1714,6
1108,1213,3
1248,1738,9
