start,end,weight
901,919,9
1922,1922,9
1812,1936,2
1612,1816,5
1146,1433,2
1947,2000,5
1300,1757,9
1914,1940,5
1109,1723,5
1921,1959,7
1358,1900,3
818,1016,1
1024,1156,7
1142,1448,4
1340,1516,8
853,1054,9
1045,1631,8
1147,1356,9
1941,1947,6
1522,1734,1
1438,1817,9
1755,1823,9
1556,1611,3
1516,1919,9
1849,1931,9
1525,1757,7
1257,1308,4
1135,1657,8
928,1402,7
1647,1731,9
1107,1309,2
915,1949,2
1226,1916,3
1338,1935,4
1625,1711,5
819,1414,4
1423,1706,6
1152,1315,9
943,1629,6
1904,1953,7
1724,1847,7
1400,1642,7
800,1037,2
1436,1941,4
1251,1939,9
1416,1423,9
1401,1828,8
1133,1745,8
1441,1508,6
1553,1633,4
1032,1906,3
1248,1928,8
1752,1843,7
1753,1831,2
1704,1946,4
1732,1916,5
1437,1855,8
1752,1755,7
940,1011,1
1449,1743,6
1104,1656,1
1251,1530,4
1120,1152,8
1321,1450,3
1916,1929,8
1515,1607,7
1220,1944,8
937,1659,6
1159,1733,3
1535,1544,5
1551,1834,6
1045,1913,4
1226,1827,3
1022,1051,6
846,2000,1
1852,1936,6
854,1201,9
1905,1944,5
1300,1951,7
804,1537,2
1743,1841,6
1816,1912,4
1605,1912,8
1734,1945,5
925,1013,3
1228,1648,7
1418,1917,4
942,1538,5
1811,1814,5
1407,1622,5
1054,1557,6
1729,1923,1
1655,1807,6
1848,1853,2
1315,1408,7
1314,1729,7
946,1412,8
806,1942,1
1644,1957,8
1650,1848,6
1619,1947,6
1750,1919,8
919,1450,5
1954,1957,2
1824,1939,7
1044,1301,5
1805,1819,7
1901,1913,1
1547,1828,1
1756,1800,5
1843,1851,8
1447,1930,5
1656,1808,8
1930,1930,2
1315,1912,7
1609,1945,7
1453,1653,3
1155,1200,3
1838,1952,2
1317,1718,6
1856,1908,9
1312,1404,8
1321,1856,5
1750,1837,5
1633,1750,4
1021,1819,7
1429,1840,8
1547,1658,2
944,1707,9
1344,1547,1
1535,1758,8
1457,1809,5
1531,1826,5
1509,1654,5
1940,1954,4
943,1609,7
1303,1504,3
1446,1520,7
1908,1953,8
956,1132,3
1454,1919,5
1417,1917,1
1420,1530,4
1318,1354,2
1626,1656,3
1520,1947,8
1625,1742,5
1622,1842,4
1047,1609,9
1456,1702,4
1239,1853,5
1128,1425,1
1332,1416,6
810,1015,2
923,950,6
1049,1944,4
1127,1327,7
1234,1726,4
1922,1926,9
1236,1315,5
854,1020,8
931,1143,4
846,1009,2
1902,1931,8
1312,1711,2
1224,1822,8
1733,1756,7
1320,1911,5
1606,1831,7
1526,1615,5
1802,1953,5
1240,1346,5
1113,1945,5
857,1207,1
909,1205,8
1223,1507,6
1950,1958,6
1037,1505,9
1609,1920,1
808,1649,5
825,1655,6
844,1842,5
1104,1856,9
1649,1933,8
1411,1800,6
1235,1849,5
1117,1816,8
1950,1954,2
1047,1624,5
1241,1412,4
1933,1942,4
1935,1949,8
902,1158,7
1435,1954,1
950,1516,1
1917,1935,1
1448,1815,5
1526,1633,7
801,1616,1
1955,1956,5
1745,1942,3
1032,1246,3
1201,1759,1
958,1853,2
1903,1931,4
826,1706,4
1500,1703,5
1133,1836,1
1309,1935,7
1243,1542,9
1156,1654,9
1530,1834,5
847,1809,6
1056,1116,1
1944,1950,4
1645,1949,2
1329,1648,3
1957,1957,9
1021,1951,4
1310,1532,2
801,1038,8
1541,1723,4
1509,1616,1
1914,1938,1
1725,1835,7
1832,1909,8
951,1451,6
1548,1821,9
856,1326,4
1253,1646,9
1334,1415,3
1354,1554,9
1622,1904,8
1820,1841,9
1450,1459,3
1521,1531,6
1712,1745,3
1215,1804,5
1649,1726,4
811,1950,1
816,830,2
1938,1958,6
1056,1859,3
1709,1711,4
1511,1917,2
1725,1800,4
1840,1914,2
1512,1752,2
1846,1926,9
1127,1131,2
1824,1842,7
1032,1337,1
1054,1257,6
1010,1856,8
1720,1746,8
1448,1458,5
1129,1656,6
1709,1804,6
1058,1331,4
1153,1318,6
1626,1702,5
1150,1426,9
1225,1335,5
1234,1310,2
1441,1510,7
1648,1742,7
1729,1943,2
1859,1941,9
923,1343,8
1716,1945,5
1903,1941,6
1237,1714,3
1925,1935,5
1926,1936,5
1139,1730,2
1116,1325,1
1100,1934,1
1308,1645,3
1444,1545,6
1816,1930,9
1740,1933,2
923,1009,4
1640,1941,9
936,1817,5
1449,1629,1
1030,1223,8
1205,1734,4
1152,1540,1
1949,1954,5
1937,1942,9
922,1348,4
1353,1931,7
1405,1639,1
1223,1611,3
1014,1252,3
1609,1616,2
852,1322,1
1648,1924,4
1937,1957,3
1833,1936,6
1229,1904,4
1220,1344,3
1059,1650,7
1828,1955,9
1543,1725,9
832,1215,2
1623,1727,5
1647,1820,5
1903,1906,4
1657,1751,8
1528,1745,9
1147,1301,5
851,944,4
1449,1451,1
1903,1953,8
1723,1826,5
802,1856,9
1545,1954,9
1209,1551,1
1920,1944,3
1614,1928,4
1412,1831,3
1404,1901,7
1651,1844,4
1618,1641,1
1324,1723,6
1159,1354,3
1158,1448,2
1147,1603,5
1136,1551,6
1803,1807,7
1108,1520,3
1706,1937,3
1258,1938,3
1931,1932,5
1334,1717,8
1808,1941,6
1256,1843,8
1549,1726,2
947,1239,9
1554,1954,5
1657,1727,8
1037,1121,5
1552,1827,9
1847,1938,3
1038,1524,8
1713,1722,7
1748,1918,1
1042,1325,5
1228,1804,4
1016,1801,4
1335,1713,9
958,1738,3
1211,1950,8
1537,1654,5
855,1015,4
1607,1944,9
1949,1949,6
905,1100,1
1536,1820,8
1853,1935,4
1340,1935,7
1440,1832,8
1550,1933,9
1301,1706,4
1213,1521,1
954,1038,5
1508,1900,2
1310,1542,8
1226,1820,8
1819,2000,3
1820,1925,6
1737,1747,5
1622,1653,3
1957,2000,3
1619,1859,5
1623,1835,7
1647,1700,1
1200,1209,8
1049,1542,3
1749,1823,9
1144,1729,7
1932,1955,1
801,810,6
1733,1827,2
1149,1423,4
1003,1909,1
1611,1937,5
1003,1530,6
1320,1910,9
818,1138,4
1831,1951,7
1118,1214,6
1155,1615,2
810,1124,1
1418,1635,2
1130,1223,6
1215,1600,8
1145,1240,4
1034,1652,2
1951,1951,6
1237,1719,3
1647,1927,7
1718,1745,7
1831,1940,8
1630,1929,2
1413,1902,8
1739,1937,3
1153,1303,5
1950,1952,4
1857,1914,7
1612,1826,9
839,1915,2
1804,1822,3
1654,1754,6
1957,2000,1
1135,1902,5
1751,1815,7
1844,1848,4
1509,1640,9
831,1314,7
1519,1914,9
1735,1921,3
1121,1202,2
1147,1624,5
905,1541,5
1752,1809,1
1745,1850,2
1718,1858,3
1611,1621,4
1558,1844,8
1428,1941,8
1710,1854,3
1222,1441,5
1240,1740,2
905,1107,2
1718,1847,8
923,1006,8
948,1539,3
1229,1811,2
1050,1820,6
1059,1629,7
1342,1737,7
1154,1201,9
944,1820,6
847,1745,3
1626,1700,1
1345,1802,4
1308,1437,1
1149,1157,4
1014,1259,9
1856,1956,8
1104,1920,3
1947,2000,8
1421,1542,1
957,1549,9
1052,1910,2
1922,1931,1
1207,1242,2
1003,1435,7
1146,1413,4
909,1544,8
1432,1631,4
1715,1755,2
1507,1903,6
1529,1836,7
1756,1852,8
1015,1811,1
1531,1929,2
952,1937,5
1641,1940,6
1241,1609,7
827,1427,3
1113,1621,1
1443,1732,7
1853,1949,8
1253,1921,8
902,1930,9
1430,1905,4
1157,1409,5
1947,1957,4
1706,1857,1
1840,1956,8
1636,1841,3
936,1653,3
1951,1955,5
1450,1611,9
1828,1844,7
1738,1801,7
1629,1831,1
1117,1755,7
819,1352,1
1207,1834,1
1811,1811,3
1716,1732,1
927,940,7
823,855,5
1613,1950,2
1959,2000,3
1713,1813,1
959,1849,6
1040,1738,4
1128,1936,3
1854,1926,1
912,1912,6
1712,1916,5
1935,1958,7
848,1220,1
1107,1417,8
1325,1353,7
1647,1709,9
1839,1904,5
1156,1715,5
1930,1934,9
1044,1850,8
1224,1756,6
1258,1607,4
1231,1808,7
1950,1955,2
1250,1923,6
1249,1655,7
1044,1818,1
1651,1857,9
1814,1836,6
1257,1521,2
1528,1923,3
917,1703,1
1319,1331,6
1457,1817,7
1731,1910,7
1540,1753,5
1008,1013,4
1937,1949,4
1003,1346,3
1603,1752,1
1823,1931,3
1049,1404,6
1543,1855,4
927,1901,2
1014,1538,7
1819,1845,5
830,1747,1
1624,1836,3
1625,1849,6
829,1843,9
911,1212,1
1632,1651,1
1100,1224,4
1045,1740,2
1142,1423,4
1728,1756,3
1414,1756,7
1609,1628,1
834,1131,6
1438,1605,3
1054,1626,3
944,1308,9
1116,1640,5
1509,1615,3
1639,1752,3
1257,1454,7
1618,1910,7
1107,1415,5
1632,1737,9
828,1009,6
1051,1654,2
1953,1955,8
859,943,6
1231,1436,4
1110,1157,5
1736,1753,5
1713,1753,6
1632,1947,3
1905,1912,8
1037,1535,6
1613,1851,7
1446,1820,8
1521,1919,4
1645,1737,9
826,1143,2
939,1800,2
1053,1525,8
851,1920,4
1824,1851,6
1606,1735,1
922,1300,4
1618,1804,7
1938,1955,8
1224,1655,1
955,1505,6
1908,1914,9
1809,1943,2
1429,1842,2
1736,1801,9
1729,1843,5
1334,1408,7
1838,1857,3
802,1642,3
1238,1756,9
1516,1815,7
1215,1859,3
1645,1811,7
933,1916,7
1228,1248,9
1422,1748,6
1712,1826,5
1939,1950,9
1849,1916,9
1950,1954,5
855,1036,4
848,1640,9
1412,1541,7
1721,1916,7
1822,1941,5
1605,1647,2
1022,1609,6
1603,1924,8
1914,1959,5
1328,1352,9
1011,1309,7
1344,1859,7
1214,1951,2
1000,1240,6
1109,1915,9
1052,1713,1
1235,1501,9
1933,1957,9
1743,1916,4
1322,1842,5
812,1225,1
1937,1937,3
1543,1825,7
1718,1751,9
1338,1546,2
1518,1918,9
1530,1646,8
1203,1719,1
1424,1810,3
1922,1953,1
1652,1740,7
1737,1739,3
1534,1817,3
922,1618,7
1126,1130,8
1450,1828,7
1105,1759,2
1614,1853,6
1306,1312,1
1823,1951,3
1752,1801,2
1550,1643,5
1557,1901,1
1019,1312,1
1832,1846,5
1631,1810,4
1240,1712,6
815,1157,3
1449,1524,1
1252,1816,8
1923,1945,8
1310,1518,3
825,2000,7
1106,1227,9
1826,1912,9
1431,1721,4
819,1940,5
1332,1954,7
1655,1806,8
1733,1849,9
912,1349,4
1744,1829,2
1009,1919,8
1149,1857,6
1335,1940,9
1451,1508,6
1016,1234,9
1807,1836,8
1405,1437,4
923,1742,8
1307,1728,8
1849,1940,8
1113,1818,5
1836,1907,4
1713,1724,2
1358,1833,1
1219,1539,3
834,1639,7
806,1922,5
1229,1426,9
1345,1928,2
1954,1954,6
1618,1753,8
1820,1844,8
922,1650,9
1044,1756,1
907,941,9
1714,1821,6
1334,1657,1
1125,1243,8
1216,1604,1
1938,1956,9
1446,1539,3
1103,1814,8
1343,1408,4
1700,1917,1
1823,1940,7
1618,1750,5
1343,1801,8
1327,1506,5
1604,1835,4
1815,1940,7
1608,1825,5
1643,1703,3
1516,1850,1
1647,1929,4
844,1922,6
1454,1742,7
919,1106,5
1748,1957,9
1726,1920,6
1252,1821,9
1310,1911,8
1606,1655,2
1105,1230,6
1606,1849,2
1543,1828,8
1300,1542,4
1552,1705,8
1608,1902,7
1553,1558,3
1446,1506,9
1653,1936,7
1350,1643,5
1725,1934,7
1925,1937,8
1319,1755,2
1422,1754,8
1250,1915,2
1157,1952,1
1050,1847,3
1413,1650,6
924,1036,6
1329,1707,5
1412,1528,5
1604,1800,3
852,1018,1
1857,1941,9
1432,1554,4
1439,1804,4
1838,1950,9
1710,1730,8
1712,1726,9
1416,1520,3
1541,1657,5
827,913,9
1731,1854,3
1220,1543,3
1203,1901,5
944,1656,2
1244,1849,6
1458,1518,3
1449,1814,6
1849,1928,7
1737,1828,3
1044,1448,2
1616,1741,3
1336,1931,4
1711,1804,8
1647,1900,5
1126,1516,4
1152,1726,8
931,1400,3
1755,1826,2
1906,1915,9
1406,1632,5
1643,1806,3
1751,1833,1
1633,1958,6
1845,1907,9
808,1451,9
1519,1901,1
1329,1515,1
1224,1639,7
1825,1922,8
1954,2000,7
929,1004,8
1741,1746,5
821,1056,3
1709,1730,3
800,840,9
820,1150,1
1051,1759,1
1448,1817,8
932,1729,1
1734,1737,9
1640,1943,3
1643,1826,1
1222,1459,9
1950,1959,1
1754,1948,1
911,1551,6
1027,1853,7
1951,1958,4
1503,1759,3
803,1034,6
1823,2000,6
1302,1933,3
1045,1647,4
903,1030,6
1037,1253,7
1747,1816,8
1410,1553,1
1417,1600,7
1547,1710,4
1759,1953,8
1040,1852,7
914,1920,1
1555,1936,8
1444,1805,2
959,1623,1
1051,1546,5
1019,1333,9
1137,1608,7
825,1017,5
1925,1928,6
1605,1950,5
1938,1939,4
958,1727,1
1552,1905,8
1300,1537,6
1445,1455,4
1712,1808,4
1303,1749,5
1424,1639,8
1748,1817,5
1619,1929,5
1331,1335,4
1546,1806,1
1127,1304,3
1015,1344,2
1147,1246,3
1326,1915,1
1151,1410,1
1812,1915,8
1426,1554,4
945,1806,9
1253,1329,6
1853,1856,5
1852,1920,6
1543,1841,2
947,1452,8
949,1617,7
1246,1733,8
1458,1814,4
1700,1955,3
1751,1838,6
1114,1858,8
1930,1957,9
1117,1330,1
1535,1856,3
832,1115,2
1658,1812,1
1952,1958,9
1140,1914,5
1408,1715,6
1404,1939,8
1922,1923,6
909,1133,7
907,1921,8
1926,1931,7
1228,1814,4
1806,1937,6
1803,1847,3
1012,1541,2
1115,1659,8
1750,1923,7
1202,1205,1
925,1911,4
1436,1742,5
1238,1729,5
1619,1633,1
1344,1903,3
1256,1507,8
1409,1956,1
1918,1955,1
1741,1806,9
1226,1506,2
1031,1143,2
