start,end,weight
932,1312,5
1355,1445,8
1019,1527,2
1658,1949,5
1352,1905,3
1821,1954,2
853,1151,7
1547,1912,6
1841,1910,2
1918,1944,4
1543,1916,7
1629,1954,3
830,1738,1
1854,1946,9
1743,1900,9
1101,1135,5
1435,1912,4
902,1123,1
1857,1915,4
1649,1852,9
933,952,2
1335,1534,9
805,1135,6
933,1610,2
1343,1550,4
1835,1859,4
1920,1935,6
921,1218,9
928,1632,7
1942,2000,5
908,1248,5
1908,1940,2
1702,1951,6
1945,1956,4
1121,1432,9
821,1700,9
1651,1904,6
1232,1538,2
1631,1909,3
1252,1704,3
855,1533,5
1531,1533,2
1355,1355,5
814,1446,7
1724,1905,9
1954,2000,3
1058,1837,8
1145,1559,4
1337,1922,3
1941,1945,5
800,1804,2
851,1556,9
1224,1303,4
1207,1739,6
1424,1834,1
1902,1938,1
1851,1952,8
1338,1613,8
859,1503,2
1117,1241,4
1824,1858,1
838,1909,3
1429,1825,6
1807,1841,7
1817,1959,6
1913,1936,2
1804,2000,9
1145,1511,2
1640,1948,4
1024,1511,7
1857,1927,2
1255,1432,6
945,1848,9
810,1112,3
913,1230,7
823,1938,7
1756,1814,5
1328,1708,6
1526,1843,5
1205,1253,9
1631,1922,7
1245,1456,3
1206,1650,4
1930,1943,5
846,1658,7
1130,1151,1
1117,1314,5
1525,1723,2
1738,1910,5
1803,1817,8
950,1823,2
1839,1951,5
1435,1519,6
1700,1817,9
1716,1805,1
1134,1300,8
1630,1900,5
1128,1214,2
1623,1841,4
1114,1158,1
851,1618,7
1450,1752,5
1117,1502,9
1416,1735,4
1918,1948,8
1029,1310,7
1258,1448,3
1706,1758,6
1837,1942,8
1729,1957,6
1050,1514,8
855,1839,6
1003,1208,9
941,1634,6
815,1847,8
951,1452,3
1354,1540,9
812,1846,3
1753,1935,1
1358,1612,6
1116,1252,2
1543,1826,7
1159,1758,1
841,1425,8
1851,1954,4
1624,1801,6
1816,1926,9
1420,1436,7
1908,1911,1
1944,1944,5
1551,1642,7
1405,1921,7
824,849,9
1603,1720,4
854,1052,5
1852,1912,3
