start,end,weight
1531,1845,3
909,1459,3
1319,1529,8
1814,1840,7
1154,1907,5
812,1128,9
1752,1835,8
1120,1337,3
1936,2000,9
932,1701,4
1418,1517,4
1609,1738,8
1103,1552,6
836,1626,8
848,957,3
1855,1913,7
1547,1737,4
809,1801,7
1856,1941,4
1231,1736,9
811,901,4
1516,1814,9
1946,1953,1
1804,1818,6
1047,1321,6
1414,1424,7
1939,1948,9
1239,1605,5
823,1403,5
1247,1519,3
1020,1744,1
1044,1658,9
1701,1716,1
1920,1954,2
1336,1749,8
1528,1946,4
1103,1810,4
1639,1904,8
1616,1649,4
939,1226,1
1742,1912,5
1712,1956,1
816,1045,4
952,1337,1
1827,1910,3
1738,1750,2
858,1402,9
1700,1855,8
1941,1953,1
1348,1501,3
807,1128,6
1302,1914,4
1538,1842,9
1322,1928,2
910,1726,4
1858,1909,6
1156,1217,3
1201,1214,4
1000,1909,7
832,1151,9
1547,1737,8
943,1825,8
1535,1635,8
1835,1954,3
1257,1617,9
1502,1720,6
1436,1812,1
1603,1932,4
1824,1950,9
1001,1327,3
1709,1713,9
907,1033,6
1303,1728,6
1908,1915,2
1216,1319,4
1827,1849,1
1424,1953,2
812,1204,3
1611,1824,4
1019,1840,3
1419,1749,6
1945,1945,9
1635,1731,7
1754,1805,4
1630,1907,9
1203,1325,4
1612,1817,9
1448,1554,5
1653,1737,7
1406,1629,6
1809,1908,1
1826,1840,4
1532,1629,6
1955,2000,4
844,1942,5
1507,1715,8
1351,1431,4
1909,2000,4
1117,1132,5
1304,1711,9
1915,1945,2
811,1538,6
1526,1859,6
1048,1633,1
1651,1752,7
1201,1738,9
1804,1928,1
1131,1151,8
1214,1933,2
1531,1836,6
1143,1447,3
1353,1501,9
1335,1626,8
1533,1829,7
816,1826,2
1213,1537,1
1832,1850,2
1431,1949,5
1934,1942,8
809,1729,8
1723,1749,9
1039,1644,1
1857,1905,9
1309,1911,9
1159,1358,1
1636,1738,5
912,1017,9
931,1015,6
1757,1812,3
1335,1957,6
1623,1654,2
832,1203,2
840,915,5
804,902,6
1006,1843,8
855,1706,2
1430,1650,5
1853,1911,9
1336,1354,2
1702,1944,3
824,1354,2
1908,1953,9
1913,1919,3
1014,1047,7
1704,1924,6
952,1945,1
829,1630,9
1529,1851,7
852,1153,2
1641,1812,9
824,1443,8
1418,1720,7
1915,1947,1
847,1843,9
935,1807,7
1436,1546,3
1057,1442,5
1016,1517,1
1516,1928,8
1454,1821,8
1921,1954,7
1556,1713,9
1758,1848,4
1939,2000,3
911,1514,6
1218,1232,1
1401,1813,7
1008,1335,5
1608,1725,3
1723,1851,2
1132,1806,4
906,1209,9
814,1930,5
1647,1652,5
1901,1913,9
1124,1541,8
1646,1928,7
1154,1359,7
1112,1424,7
921,1745,6
1601,1851,5
913,1315,8
1532,1759,4
1813,1954,1
1654,1724,1
851,1541,1
1204,1441,7
1046,1334,1
1942,1948,2
1637,1945,4
1232,1657,3
1504,1506,2
1734,1803,3
1011,1739,1
913,1612,4
848,923,4
1143,1149,2
1217,1830,8
1644,2000,3
1601,1712,5
1127,1323,4
1646,1743,2
1601,1938,2
818,1508,4
1554,1922,8
1011,1624,4
1342,1551,3
