start,end,weight
928,1326,4
828,1453,4
1006,1250,4
932,1232,2
1500,1918,9
1204,1935,7
1218,1340,3
1140,1736,3
952,1941,5
1526,1903,1
1935,1936,5
847,1440,4
1926,1958,4
1617,1929,6
1927,1946,3
1759,1919,8
1817,1939,6
1314,1616,5
1208,1258,9
949,1018,9
1038,1043,1
1131,1456,9
1443,1900,8
1242,1245,1
1612,1731,2
1005,1939,9
1204,1625,4
1531,1922,5
1210,1313,9
1703,1906,8
1736,1955,8
1529,1604,1
917,1104,9
1141,1315,9
1529,1829,3
1842,1952,6
1929,1940,1
916,949,6
1514,1635,7
1457,1538,3
1011,1644,4
1030,1519,8
820,1652,7
1927,1937,4
1937,1949,5
830,1101,8
1930,1942,4
1928,1938,4
1301,1815,2
1858,1932,4
1629,1958,8
1023,1536,9
1803,1843,4
1635,1649,2
1520,1825,6
1137,1142,1
1024,1112,8
1855,1922,1
1133,1206,5
1932,1942,3
1309,1409,3
1157,1646,2
1125,1728,4
831,1210,5
1550,1815,4
1626,1939,6
810,1125,7
1329,1603,3
1758,1955,8
948,1558,6
1628,1750,9
955,1422,1
813,1252,4
1220,1455,8
1341,1907,6
1131,1542,1
1444,1515,3
1918,1921,9
1500,1902,1
1548,1942,1
1205,1354,1
806,1443,1
1452,1759,5
1352,1727,9
1106,1240,1
1024,1653,1
938,1250,4
1557,1618,3
1444,1718,8
818,1231,6
1039,1513,2
1735,1931,3
1840,1905,3
1355,1751,2
826,908,3
837,1632,8
911,1047,6
1520,1602,6
1542,1804,2
942,1916,6
1529,1949,9
1513,1559,7
1857,1932,2
1725,1917,3
1128,1303,4
1250,1827,1
1516,1518,5
1000,1050,7
1220,1607,9
1413,1822,6
1413,1552,3
916,1435,5
1857,1927,7
811,1927,4
920,1720,6
905,1056,1
840,1521,7
1340,1757,7
1112,1711,8
1022,1801,6
1548,1838,2
1026,1945,3
1108,1955,9
1741,1946,1
1348,1804,6
1840,1927,9
1339,1427,8
1017,1304,6
1232,1456,2
1823,1858,8
1655,1951,1
1637,1842,7
859,1903,1
1138,1401,4
1453,1844,7
1301,1828,8
1235,1949,1
1639,1751,9
1953,1959,5
1809,1809,2
1809,1834,5
1906,1955,3
1427,1631,2
1436,1801,7
1056,1159,6
1412,1802,8
1948,1948,7
1233,1358,3
1542,1933,3
1534,1634,7
905,1216,3
1553,1940,9
1642,1659,5
1429,1528,4
1122,1307,6
1434,1851,8
1710,1953,2
1731,1757,5
1139,1644,9
1737,1748,8
957,1730,8
1643,1818,7
1332,1708,7
1432,1721,2
1546,1626,6
837,858,3
1541,1625,8
1846,1906,3
847,1722,4
911,1305,3
1212,1803,1
1058,1548,9
956,1230,9
1327,1552,4
1739,1927,6
804,941,9
1131,1333,3
1315,1749,3
1414,1959,6
1114,1754,3
1657,1722,5
1740,1754,1
1757,1905,8
1622,1949,2
1548,1918,2
1516,1918,1
1255,1745,9
1502,1853,3
924,1904,8
1959,2000,5
1628,1651,5
1028,1642,9
842,1828,9
1208,1958,2
1603,1618,4
839,1857,4
948,1111,4
957,1654,1
1323,1504,6
1607,1809,1
1336,1601,2
1509,1637,9
1731,1848,1
840,1524,1
947,1621,6
1916,1929,6
1108,1943,1
1131,1625,4
1503,1914,5
1535,1843,1
