start,end,weight
1330,1748,5
1124,1535,8
1319,1337,6
1650,1746,2
1417,1635,9
1848,1923,3
1024,1829,7
1647,1902,4
1401,1850,8
1718,1928,4
1007,1303,6
815,1538,7
1826,1915,1
1421,1736,4
1827,1852,3
1102,1721,6
1920,1958,2
1504,1616,5
1549,1740,7
1944,1949,8
1022,1427,3
1504,1939,9
1201,1243,9
1058,1859,3
1348,1546,7
1220,1322,5
1705,1757,9
1827,1944,7
1352,1645,7
1850,1950,9
1734,1742,7
1044,1301,4
1646,1650,1
930,1715,6
1629,1649,8
1934,1934,2
1510,1616,3
1737,1852,6
1411,1420,6
1016,1651,5
1916,1952,3
1253,1509,9
1545,1739,2
1413,1954,5
1138,1400,6
937,1425,3
1953,1956,9
1836,1845,3
831,1213,1
1110,1514,2
1957,1957,8
1701,1851,7
1918,1945,5
1559,1938,1
1746,1758,1
1514,1850,1
1855,1957,1
1223,1623,4
1613,1858,5
1849,1906,1
852,1031,6
921,1023,5
1302,1302,3
1724,1822,1
1641,1745,8
1212,1831,4
1559,1935,7
1731,1815,3
1443,1452,1
926,1845,1
1537,1937,4
1607,1928,2
1835,1919,6
1859,1913,9
1112,1601,3
1025,1241,5
1332,1520,5
1805,1833,5
1830,1846,5
1017,1447,5
1011,1619,6
1624,1826,1
1541,1713,5
1546,1742,4
1218,1523,7
1536,1829,6
849,1137,1
949,1842,7
1658,1826,6
1111,1246,8
942,1430,8
1658,1817,6
1522,1539,9
1152,1756,1
1427,1604,3
1703,1801,4
1756,1941,6
1445,1918,7
1620,1838,5
1637,1753,8
1100,1116,4
1923,1941,9
1553,1717,8
1944,1951,8
1417,1956,2
1635,1957,6
1808,1847,3
1537,1940,6
857,1529,3
1750,1852,7
1938,1956,6
1101,1959,6
1348,1551,3
1013,1108,6
1033,1557,3
1317,1645,6
923,1632,7
1921,1951,4
1806,1843,3
1501,1848,8
1900,1928,7
1657,1947,1
909,1801,5
1743,1955,2
1524,1714,4
1504,1544,7
1150,1915,4
1747,1910,2
1833,1910,1
1852,1933,5
1759,1816,2
906,1103,1
1733,1858,2
1528,1656,2
1155,1718,2
1340,1902,9
852,1021,5
1833,1908,7
1551,1645,7
1626,1830,6
1744,1932,7
1020,1710,1
1930,1936,4
1637,1957,8
1757,1845,3
1401,1630,9
1736,1942,6
1935,1949,2
1743,1804,8
1610,1831,1
1842,1901,8
1018,1038,5
845,1808,8
1900,1907,8
823,853,6
939,1400,8
1102,1938,8
1457,1830,3
1810,1817,9
1444,1617,9
1327,1410,7
1329,1739,9
1331,1831,1
1348,1443,9
1219,1942,6
1756,1934,6
843,1821,1
1956,1959,7
1535,1625,6
1847,1848,4
1919,1951,8
808,809,9
1231,1754,6
1401,1824,4
1951,1958,9
1107,1546,3
1040,1338,7
1615,1954,1
1929,1947,5
1948,1957,1
1443,1819,3
1357,1957,7
1915,1923,3
1834,1912,6
1648,1738,8
845,1438,5
957,1744,8
1007,1802,4
1039,1618,4
905,1209,2
1908,1921,6
1222,1407,7
1200,1447,8
1157,2000,8
1522,1919,6
1422,1811,1
1936,1951,9
1629,1822,1
1137,1345,8
1013,1650,4
1342,1814,6
1613,1735,8
849,1220,3
1921,1925,8
809,1315,2
1902,1939,9
1528,1615,6
1222,1222,3
1601,1954,1
1608,1627,1
1844,1907,6
1642,1649,6
1502,1545,6
1916,1952,1
1810,1814,1
1612,1947,8
1230,1551,2
1442,1813,2
1818,1955,4
1629,1920,1
1239,1641,7
1035,1207,8
1550,1620,2
1054,1550,3
1155,1503,9
1439,1815,3
1632,1920,9
1210,1850,1
851,1234,4
1037,1633,3
1121,1757,7
1746,1921,6
1027,1638,8
1333,1805,4
1536,1850,4
1621,1713,7
1327,1940,5
810,1615,2
1733,1756,1
856,1727,2
1100,1955,5
1945,1952,6
1908,1946,9
1304,1959,5
1552,1927,7
1435,1652,8
1505,1541,4
1107,1734,4
930,1356,8
1824,1953,2
1854,1920,8
1912,1937,7
1926,1941,3
949,1935,6
1444,1614,2
1531,1821,1
1443,1715,3
1221,1415,4
1754,1945,4
839,1836,4
1326,1358,3
1844,1927,6
1442,1807,7
1142,1150,8
903,1546,6
1125,1804,3
1028,1228,5
855,1502,3
1935,1937,8
1438,1650,6
857,1633,7
1642,1840,7
1903,1906,1
1307,1723,4
950,1122,8
1129,1741,5
1120,1927,2
1846,1917,1
1818,1911,6
1413,1534,4
1614,1854,3
1047,1611,1
1754,1929,9
1717,1857,1
1531,1926,9
1600,1858,4
902,1444,4
1409,1641,4
1649,1920,4
1758,1929,2
837,1642,7
931,1237,6
1950,1959,7
1819,1908,9
1823,2000,6
1815,1827,6
1333,1602,6
1722,1808,8
1609,1611,7
850,1100,1
1747,1850,7
1142,1819,3
1952,1953,5
1137,1959,8
1011,1651,7
1641,1907,9
1119,1921,7
1228,1603,7
820,1100,7
905,1320,4
1524,1958,7
1254,1332,6
1408,1823,2
1613,1634,9
1949,1951,6
1822,1830,8
1658,1806,5
1056,1719,5
904,1908,8
1401,1732,6
927,1731,2
1526,1832,5
1344,1829,1
1814,1834,2
1038,1423,9
1949,1954,4
1410,1516,4
1947,1955,9
1330,1814,5
1622,1913,8
826,1553,6
1119,1124,8
1922,1931,7
1031,1951,8
1101,1449,6
1201,1503,6
1027,1943,7
1529,1958,2
1827,1930,4
946,1609,5
1118,1717,5
1812,1935,7
1459,1732,3
1616,1656,4
1500,1929,7
1920,1939,4
1630,1738,6
1502,1723,5
1932,1943,8
1328,1345,6
1545,1702,1
1652,1754,6
945,955,4
1005,1928,7
1401,1951,1
850,1748,6
1719,1731,6
1712,1914,3
1323,1649,4
1317,1616,1
826,1959,5
1346,1823,2
953,1005,9
1327,1758,2
810,1001,7
801,1736,6
1857,1950,2
1618,1850,4
1623,1948,2
1226,1435,8
1631,1822,6
921,1923,4
1137,1525,5
1704,1924,1
1517,1829,4
1118,1751,8
1849,1926,3
1437,1726,4
1208,1400,1
1159,1432,8
1534,1920,6
1243,1903,7
1747,1931,3
1154,1335,9
1611,1838,9
1031,1310,8
1949,1955,6
1054,1928,9
957,1113,9
1353,1353,6
1105,1448,8
1616,1730,6
1131,1612,7
1854,1957,2
1210,1437,9
1320,1345,4
1330,1454,8
958,1454,3
808,1335,4
1848,1848,2
1218,1620,2
1013,1719,6
827,1906,7
1609,1950,7
1856,1950,5
1047,1204,9
1236,1537,4
1801,1903,6
1541,1741,4
1459,1812,6
816,1801,9
1705,1826,7
1754,1808,2
1821,1932,3
935,1704,1
1305,1713,2
1157,1516,7
1526,1832,4
1129,1900,9
1901,1934,9
1659,1828,2
1656,1851,8
1306,1725,1
1809,1936,3
1936,1947,6
1910,1933,4
1543,1642,6
1210,1307,2
1846,1954,4
1219,1433,5
1230,1915,1
1815,1904,6
906,1631,5
1208,1920,1
1738,1859,2
1105,1652,5
1610,1714,3
1608,1810,4
1614,1725,2
1202,1546,3
1855,1915,6
921,1146,3
1147,1606,2
1240,1703,6
1546,1739,9
1418,1734,4
914,1949,3
923,1844,2
1736,1948,3
1600,1725,8
1422,1834,3
1806,1957,1
1924,1958,7
1146,1250,2
1111,1152,6
1854,1857,7
901,1432,3
1803,1804,5
1327,1553,4
1359,1457,3
1528,1725,3
1428,1712,2
1723,1856,7
1251,1307,3
1330,1943,6
1740,1757,3
1745,1842,7
1243,1518,2
1109,1606,8
1458,1602,6
1913,2000,1
1600,1626,1
1017,1329,6
1824,1853,6
1212,1944,1
856,1552,8
1344,1545,4
1127,1747,3
1119,1736,3
1827,1927,6
1321,1820,1
1926,2000,1
820,1804,5
1445,1605,6
1635,1722,1
1002,1655,5
800,1657,2
1621,1844,7
1620,1935,8
1844,1925,4
1848,1948,9
1636,1922,7
1725,1802,1
1958,1959,2
1114,1910,1
1515,1721,1
848,1850,6
1600,1756,1
1144,1641,2
1856,1927,7
1527,1844,8
1501,1514,2
1742,1949,1
1913,1949,3
1630,1838,4
1333,1624,8
811,907,9
1942,1951,5
1244,1550,8
1917,1919,5
1534,1645,9
1815,1906,1
1040,1107,5
1942,1944,6
817,1549,2
1826,1855,3
1106,1337,8
1454,1756,4
1031,1810,7
1649,1729,4
1353,1621,3
1435,1636,1
816,1356,9
1836,1914,6
1926,1931,7
1359,1736,4
1631,1701,4
909,1658,8
1532,1815,2
1128,1900,7
1048,1532,7
1852,1932,1
1726,1749,9
1804,1944,3
1726,1923,5
1926,1928,6
1638,1929,1
1632,1749,5
807,1633,6
1337,1941,6
1322,1953,3
1125,1127,4
1413,1553,9
1441,1734,7
1833,1953,2
1608,1644,5
1527,1954,8
1142,1907,2
1834,1921,6
834,1618,6
1954,1954,4
1357,1439,5
1114,1200,9
1458,1830,8
1539,1712,9
906,1117,9
1707,1734,4
1325,1643,8
1720,1822,4
1726,1921,9
828,1135,1
1615,1956,7
1653,1818,2
1149,1539,9
1742,1821,8
954,1449,1
1747,1830,7
1317,1400,2
1148,1550,9
945,1755,2
1207,1208,6
1516,1654,4
1739,1748,7
1701,1836,1
1703,1758,6
834,1531,2
1732,1838,6
1939,1955,6
1129,1844,1
1648,1719,1
1513,1859,9
1045,1408,3
1708,1849,5
1515,1807,5
1922,1948,4
847,1535,6
1606,1809,5
1420,1719,7
1737,1908,5
1539,1743,5
1334,1602,4
942,945,1
1326,1947,5
1854,1950,5
1612,1900,1
1013,1615,8
812,1312,7
840,1143,3
1336,1928,2
1705,1951,3
1829,1933,1
1721,1737,2
826,1909,1
1713,1834,5
1333,1803,9
1538,1655,7
1136,1431,2
1616,1824,4
1258,1925,5
1408,1809,9
1844,1903,1
847,1746,6
821,1057,9
1255,1353,6
816,1309,4
927,1545,6
900,1658,4
1310,1806,2
1210,1309,4
1455,1809,6
814,1709,8
1927,1934,7
1518,1616,4
928,1519,2
1850,1936,3
1844,1932,3
1527,1612,6
1156,1727,4
1251,1259,4
1242,1627,7
1919,2000,7
1404,1427,8
843,925,2
1319,1610,4
1725,1842,7
834,1930,9
1727,1957,3
1021,1234,5
1841,1942,6
823,1518,3
1744,1753,9
1906,1930,1
1317,1827,2
1315,1834,9
1207,1457,1
1527,1825,1
1952,2000,5
841,1231,9
1911,1936,4
1136,1623,3
1142,1508,3
1259,1708,2
1023,1311,8
1311,1616,3
1333,1754,5
939,1755,4
839,1735,7
1146,1346,6
1357,1430,4
1303,1832,1
