start,end,weight
1838,1838,4
1251,1515,4
1558,1944,8
1825,1831,8
1850,1930,8
1727,1829,4
859,1328,1
1601,1604,9
1009,1829,3
1910,1943,4
1750,1756,2
1043,1829,1
1515,1729,3
1417,1515,4
1112,1116,4
1942,1943,4
1328,1850,9
851,1052,8
1838,1947,1
1335,1746,5
1336,1608,6
1613,1706,5
1715,1925,7
800,1714,4
1249,1421,8
1616,1734,8
824,1455,5
1043,1925,7
1048,1921,7
1333,1334,3
1535,1658,8
1352,1633,7
1149,1323,7
813,1432,6
1950,1952,1
1709,1841,3
914,1441,8
1418,1446,7
959,1312,3
1337,1457,4
1218,1617,5
922,1056,4
1528,1949,6
1605,1857,6
1353,1359,1
1410,1512,4
1133,1956,6
1837,1852,6
1703,1945,4
1233,1317,5
1645,1651,8
1407,1454,4
1256,1348,5
1010,1032,7
803,1627,6
1224,1747,1
842,1323,5
1422,1456,9
1339,1718,4
1754,1911,7
1137,1327,2
1037,1841,4
1456,1610,7
1431,1918,4
1745,1852,7
1538,1733,5
1643,1842,1
1826,1851,5
843,1823,7
1034,1652,4
1102,1430,2
1817,1823,4
1424,1450,6
1415,1746,1
1123,1824,6
846,1615,3
922,1154,9
1308,1411,6
1128,1936,4
1130,1642,2
1304,1819,1
928,1148,8
1900,1920,2
1708,1725,6
1741,1837,6
1520,1839,6
1752,1905,6
1114,1835,3
1304,1450,1
1517,1816,5
1934,1956,4
1119,1245,7
1913,1932,3
1322,1916,8
1810,1951,7
1246,1556,2
1510,1952,5
1000,1616,6
832,1748,9
1757,1837,3
951,1451,4
1430,1629,3
1908,1914,7
1706,1900,5
1832,1942,6
1752,1954,2
1500,1656,2
1205,1749,6
847,1058,2
1123,1131,2
1247,1406,1
1135,1338,2
1147,1741,1
1650,1904,2
1846,1916,1
946,1929,3
1435,1437,9
1028,1600,9
827,1852,8
1914,1923,4
1627,1631,6
1224,1226,3
824,1341,7
1211,1847,8
1719,1910,4
1428,1807,1
1647,1804,2
1558,1608,1
1631,1917,3
1036,1714,2
843,1127,8
1555,1715,5
1608,1915,4
1638,1913,8
1508,1846,7
1127,1830,6
1635,1642,8
1405,1550,9
1617,1706,4
1702,1716,4
1728,1942,7
1030,1356,5
1114,1158,2
1737,1934,4
830,1005,1
1823,1937,4
1715,1758,5
1301,1658,3
1631,1643,9
1846,1945,1
1410,1500,9
1656,1953,9
1445,1555,3
946,949,9
1736,1945,6
1916,1956,2
1911,1937,8
1112,1805,9
1551,1806,7
1942,1947,7
1637,1923,8
1905,1909,6
1513,1951,3
1747,1926,2
811,825,9
1427,1751,9
1636,1930,9
1656,1712,1
1043,1901,7
1802,1808,1
1319,1931,3
1047,1705,2
1055,1527,2
1426,1711,2
1635,1640,7
1512,1951,9
916,1656,8
1811,1828,5
1040,1532,3
943,1730,1
1819,1915,7
808,1150,7
1006,1048,1
1730,1745,8
1703,1757,2
1230,1716,9
804,1836,3
1719,1847,9
1224,1435,1
1703,1859,8
1724,1950,8
845,1323,9
1706,1809,5
1117,1538,1
