start,end,weight
1610,1926,6
919,1554,6
1150,1425,2
1233,1648,9
1550,1814,7
1727,1921,8
1200,1342,9
924,1048,9
1747,1939,9
1353,1742,1
1417,1624,7
903,1403,9
1333,1515,2
1557,1929,5
853,1723,5
1237,1957,3
1927,1958,6
940,1317,9
917,1336,9
1142,1939,7
1752,1937,7
1741,1819,1
1500,1543,6
1741,1813,7
1658,1741,6
1936,1957,8
1556,1838,4
1817,1951,6
1157,1216,3
1532,1841,2
846,1313,9
1531,1821,5
1557,1902,2
901,1839,8
1854,1950,6
1312,1902,9
1005,1433,1
1007,1834,8
1315,1601,4
831,1010,1
1929,1935,6
1943,1953,6
1814,1859,1
1827,1858,7
913,1835,2
1420,1827,2
1950,1951,9
1810,1942,2
1534,1817,6
928,1619,2
1233,1442,5
1537,1824,4
1720,1946,7
1310,1922,6
1220,1400,2
1827,1926,8
1427,1547,5
925,947,3
1646,1911,9
1953,2000,6
1227,1710,4
1403,1641,8
1051,1136,5
1632,1937,9
1305,1919,6
1734,1804,7
1159,1956,3
1746,1911,6
951,1003,5
1247,1658,8
1535,1637,3
1643,1833,3
1955,1958,7
1152,1154,6
1654,1825,1
1842,1931,6
1059,1726,2
1103,1453,5
1830,1951,2
1104,1537,8
928,1532,2
930,1337,1
1250,1833,6
842,1007,1
1553,1703,7
1820,1945,1
1931,1945,4
944,1313,3
1853,1948,7
1225,1304,4
1011,1539,3
1235,1335,3
1652,1922,2
1349,1358,7
1655,1723,7
1935,1957,7
1448,1706,1
1725,1927,4
1948,2000,4
1604,1655,3
1811,1911,5
1852,1940,5
1321,1413,8
1541,1727,9
1732,1902,4
1953,1955,4
1411,1524,4
1936,1950,1
1300,1851,7
1543,1548,4
1247,1916,1
1428,1716,3
1542,1628,6
1851,1949,4
1150,1912,4
1852,1948,8
1548,1830,3
1933,1935,9
1408,1800,8
1707,1951,1
1533,1704,9
1743,1842,4
802,1442,4
804,1715,4
1744,1804,4
1828,1850,7
817,1828,2
1114,1951,9
1053,1805,7
1132,1830,8
1423,1703,2
1959,1959,4
1054,1635,5
1634,1838,1
1720,1933,7
1628,1631,2
1020,1236,6
908,1132,1
1848,1921,7
1221,1911,6
1502,1741,7
945,1659,3
953,1622,2
1430,1947,7
1911,1953,7
1234,1527,4
1742,1901,9
1638,1731,3
830,1638,7
1241,1326,3
1140,1638,7
1801,1947,6
1000,1502,3
1943,1954,1
1225,1821,2
1012,1241,1
1642,1911,5
1602,1709,4
1135,1753,8
1223,1630,5
1450,1608,6
1805,1859,8
939,1052,8
1922,1950,9
1002,1405,7
1828,1918,8
844,1811,9
1118,1328,3
910,1635,7
1518,1637,2
1012,1456,5
914,1544,6
1420,1747,7
1606,1656,1
1640,1929,7
1939,1952,9
1726,1729,7
1334,1717,8
908,916,4
1430,1554,2
1007,1758,7
1941,1951,6
1508,1643,9
1517,1632,1
1131,1325,6
1732,1828,8
1212,1245,9
1031,1544,3
1508,1915,4
1424,1839,2
1629,1936,3
1118,1846,7
1749,1754,1
802,1923,7
1635,1752,9
1901,1914,5
1645,1756,3
1734,1909,1
1000,1617,2
1945,1957,6
1808,1952,8
1724,1750,4
1135,1849,7
1014,1304,6
1924,1928,6
1052,1543,8
1742,1914,6
1240,1419,7
1928,1938,3
1757,1909,5
825,1137,5
1036,1618,6
1138,1513,1
950,1509,3
1245,1438,4
1655,1946,2
808,1400,6
912,1441,4
1636,1907,5
1338,1920,9
1106,1845,1
1613,1825,6
1145,1814,6
1259,1330,6
1254,1852,3
1459,1833,7
1400,1428,9
1253,1635,3
1911,1958,1
1211,1634,4
1058,2000,5
1102,1457,8
1052,1754,2
1505,1939,9
839,1800,6
1427,1747,1
1126,1250,3
1405,1526,4
1855,1957,5
940,1714,5
1532,1903,3
1544,1811,3
1523,1842,4
1052,1131,1
1116,1700,5
1500,1814,9
903,1841,7
1230,1449,5
1431,1944,6
1623,1842,1
1755,1842,2
1356,1421,9
851,1312,5
1607,1846,7
1502,1619,9
1458,1606,9
1413,1802,2
1700,1937,5
1618,1802,5
1003,1627,9
1900,1935,2
1029,1724,9
1734,1956,5
918,1855,7
1024,1941,5
908,911,8
1638,1833,4
949,1808,2
1847,1937,1
1913,1947,2
1037,1235,2
1357,1719,9
1328,1749,4
1720,1856,7
1723,1728,4
1040,1335,8
1514,1710,2
1246,1648,7
948,1428,9
1914,1921,5
923,1322,9
1444,1648,9
921,1745,6
1535,1916,6
1104,1740,8
805,943,1
1653,1751,8
1408,1811,2
1734,1844,9
1007,1756,8
816,1727,1
1613,1628,2
910,1335,3
1414,1418,9
1459,1803,3
1731,1732,9
1250,1612,7
1738,1859,5
1604,1728,8
1416,1658,9
1103,1731,7
1952,1958,6
1526,1848,4
1220,1816,5
909,1444,4
1407,1801,6
815,1823,7
1836,1844,9
1832,1838,5
1549,1920,3
1821,1932,8
1246,1543,4
1851,1900,2
1553,1701,9
1924,1937,1
1655,1916,7
917,1815,5
1950,1950,3
1218,1820,2
845,857,6
1806,1848,9
1449,1634,5
1928,1947,1
1228,1832,9
1339,1532,1
1033,1314,9
928,1753,5
1917,1950,1
1224,1939,7
931,1519,2
928,1620,4
