start,end,weight
1941,2000,8
1129,1241,2
1354,1820,6
1831,1855,9
1455,1741,3
1603,1715,1
1857,1940,1
1644,1827,6
1653,1819,3
1713,1913,5
1957,1958,7
1910,1921,1
1414,1817,4
1302,1540,4
1155,1348,2
1710,1909,6
1954,2000,3
1038,1352,2
1217,1843,9
945,1404,1
1030,1410,5
1750,1817,9
921,1907,2
1511,1927,2
1508,1643,2
955,1133,2
1203,1613,8
1412,1921,2
1518,1742,4
1632,1850,5
1542,1711,7
834,1500,1
1628,1903,8
1556,1844,7
1051,1415,1
1735,1847,1
1036,1920,2
923,1808,3
1057,1743,1
1941,1959,2
1902,1925,4
1928,1946,1
1754,1955,8
819,921,4
916,945,7
1150,1934,8
1656,1659,6
942,1245,8
937,1913,5
1018,1441,2
1847,1924,7
1453,1639,9
1124,1224,2
1053,1829,8
1153,1858,2
1745,1912,4
1800,1913,4
1843,1902,3
1621,1932,2
1312,1335,5
1125,1517,2
1821,1841,2
914,1312,2
1035,1934,9
1133,1840,4
1822,1948,7
843,1543,3
1955,2000,3
1704,1810,2
840,938,1
1326,1412,1
1334,1651,5
1129,1513,7
1414,1517,5
1202,1202,8
1158,1709,1
1817,1856,5
1743,1818,3
843,951,5
1114,1426,4
1909,1912,2
1129,1646,9
1033,1326,1
1715,1941,5
1748,1913,4
1958,1958,5
1726,1807,3
1256,1450,5
1008,1626,4
1433,1726,6
815,1803,6
1252,1851,4
1722,1837,9
1459,1729,8
1408,1712,4
1511,1514,5
1139,1920,3
1119,1807,6
1359,1622,3
1325,1530,3
1007,1556,1
1609,1727,1
1211,1444,7
1559,1830,2
1611,1745,3
1509,1739,4
1851,1922,6
1038,1844,6
1128,1449,8
1037,1705,6
856,1340,6
1206,1334,9
901,1614,4
1000,1132,4
1037,1240,6
1545,1549,2
1237,1907,4
1138,1540,8
1747,1934,1
1358,1411,8
1731,1843,9
1124,1437,5
1553,1952,2
1014,1430,8
949,1731,8
1314,1815,2
844,1912,3
1531,1654,3
1615,1800,4
1822,1931,1
941,1753,7
1943,1946,2
1912,1938,8
1254,1408,6
855,1712,2
1218,1413,5
1559,1719,1
1938,1940,5
1927,1956,7
1606,1811,8
1641,1759,9
1015,1629,3
1000,1045,1
1956,2000,7
930,1653,1
1347,1920,2
1635,1854,8
1614,1837,6
1535,1614,2
908,1852,3
1443,1847,2
1226,1806,7
1623,1819,4
1349,1539,7
920,1552,9
1031,1829,1
1828,1929,5
843,1604,6
1428,1919,1
1830,1946,4
1418,1717,8
926,1511,1
1252,1322,3
1213,1858,9
1034,1958,2
1834,1853,8
1525,1641,2
1258,1650,2
1340,1543,7
1456,1826,5
1455,1941,3
1934,1934,6
1046,1600,3
1459,1550,2
1949,1953,1
1415,1657,6
1239,1549,3
915,1109,4
1618,1934,9
1351,1633,2
1755,1842,6
1647,1742,9
1746,1824,7
935,1532,5
1530,1538,9
1806,1852,2
1853,1946,6
1313,1628,6
1021,1624,4
1452,1836,9
1108,1447,6
803,1641,7
1335,1619,1
1242,1812,5
1301,1453,3
1501,1734,4
1247,1745,7
1151,1555,8
1313,1943,7
1615,1843,7
812,1742,4
1637,1838,1
1519,1955,2
1721,1813,8
1645,1958,7
1927,1944,6
1755,1807,8
1519,1927,6
1003,1617,8
1528,1851,4
1957,1958,9
1734,1851,1
1730,1737,4
1447,1654,5
1141,1433,8
1942,1944,7
1657,1844,2
