start,end,weight
1154,1803,9
1903,1931,5
1028,1657,2
901,1300,3
1310,1634,1
1121,1327,9
1543,1544,6
1105,1518,6
1453,1904,6
1208,1731,4
1805,1951,8
1514,1707,8
1525,1903,3
1822,1837,9
1531,1921,6
837,854,8
944,1732,8
1232,1522,7
1127,1536,6
1015,1250,6
935,1740,4
1316,1316,2
1037,1918,9
1029,1438,2
918,1610,7
1234,1440,4
828,1213,5
1400,1955,4
1746,1801,2
919,1842,5
913,1758,4
915,931,7
1042,1249,1
1845,1851,9
1357,1427,4
1106,1634,1
1214,1658,4
911,1200,3
1939,1939,8
1314,1540,2
1506,1957,4
1528,1829,1
1848,1930,3
1832,1903,2
1949,1955,8
1953,1959,5
1344,1557,7
1401,1646,2
1051,1200,3
1702,1957,9
809,1729,9
1321,1817,3
1347,1618,6
1231,1658,6
1524,1724,7
1305,1742,7
1615,1631,5
1644,1740,9
1105,1645,8
835,1517,4
1915,1916,6
1705,1732,6
848,1917,6
1758,1902,8
1318,1604,2
1100,1908,1
1504,1548,1
1818,1952,1
1714,1931,3
809,1106,6
1228,1952,9
1038,1852,8
1233,1422,8
1240,1320,2
1658,1805,8
1009,1443,4
1143,1939,3
1332,1941,3
819,1243,2
1644,1712,6
1258,1736,8
1358,1556,6
1813,1940,3
1446,1906,4
1122,1246,2
1722,1855,5
1805,1826,2
1246,1802,3
1851,1921,6
1245,1643,3
1148,1935,3
1618,1651,7
1327,1717,6
1534,1714,1
818,1545,2
1158,1640,1
1422,1727,7
1851,1939,1
909,1910,3
841,1753,6
858,1534,6
1200,1723,8
1313,1435,3
1350,1830,8
1605,1942,6
1819,1919,3
1529,1652,8
1425,1556,7
1351,1919,1
1621,1807,8
1039,1254,4
1741,1948,3
1633,1714,6
1245,1707,1
1820,1831,4
1723,1758,3
1307,1552,6
1411,1607,1
1534,1701,5
1247,1922,7
1037,1116,2
856,1919,3
1048,1751,6
1847,1931,7
1039,1950,6
806,1637,9
838,1652,6
1919,1948,3
910,1803,5
1656,1719,6
1348,1819,7
1322,1800,6
1945,1950,2
1031,1821,9
1801,1930,2
1130,1435,9
1447,1600,6
1343,1646,1
1804,1815,9
1511,1800,4
1316,1454,2
1228,1741,5
1456,1852,9
859,1926,2
1917,1948,4
1154,1613,5
1822,1848,4
1847,2000,5
937,1110,4
1034,1917,2
934,1120,5
819,1011,9
1733,1741,9
928,1327,3
1929,1931,5
1410,1938,1
1025,1040,4
1505,1644,3
1348,1801,5
1021,1459,3
1213,1443,5
1235,1251,4
1219,1937,2
1709,1933,1
830,1132,3
931,1711,2
1535,1705,4
901,1649,5
1249,1522,3
1614,1647,9
1911,1958,1
1023,1828,3
1525,1737,7
1213,1706,8
907,1101,9
1603,1649,2
1050,1447,6
1536,1822,2
1002,1954,1
1707,1741,2
1853,1958,6
1541,1545,8
1220,1650,2
1335,1841,6
1355,1905,9
1123,1952,5
1724,1926,4
1034,1658,8
947,1710,2
1754,1952,4
1615,1924,4
915,1604,3
1701,1855,6
1959,2000,4
1352,1607,1
1001,1128,4
1648,1803,6
1630,1811,9
1051,1824,1
1911,1927,8
1746,1850,9
1839,1936,1
1825,1836,6
1455,1554,8
1614,1938,8
921,921,4
1103,1831,5
1520,1725,7
815,1819,3
851,1045,2
1844,1929,9
1619,1716,8
810,1311,8
1407,1522,1
1112,1236,8
1803,1815,7
1125,1547,4
1918,1931,5
1618,1738,8
1615,1729,1
1459,1909,8
1424,1738,1
1326,1559,1
1029,1131,4
1818,1926,8
1448,1801,4
1441,1706,4
1352,1422,5
1529,1547,5
1626,1716,8
956,1841,5
904,1417,9
1234,1843,5
1046,1159,9
826,1108,4
1928,1928,6
1802,1936,6
838,1923,2
932,1617,8
1604,1717,2
1313,1500,7
1429,1514,9
1833,1901,3
1332,1513,6
1654,1816,3
1644,1957,6
1010,1512,8
813,1534,6
1652,1819,9
1728,1951,7
1752,1845,7
1948,1956,6
931,1258,8
1342,1453,3
1219,1544,1
1108,1546,9
1530,1550,6
1110,1218,4
1932,1947,5
1539,1608,1
1011,1550,8
1127,1532,4
1935,1948,7
1754,1857,6
1542,1633,5
817,1829,9
1817,1840,5
1917,1925,6
809,1743,2
1816,1906,4
1746,1919,5
1639,1945,2
1045,1657,3
904,1707,3
1248,1806,8
947,1419,3
1418,1725,7
1744,1827,5
1405,1542,7
1305,1638,9
809,1350,1
1714,1739,7
936,1941,6
1321,1431,7
1147,1757,8
1501,1556,4
1203,1614,7
1529,1810,3
1207,1439,2
1107,1530,6
