start,end,weight
1500,1915,3
1423,1958,9
1315,1320,3
1614,1841,5
1744,1946,2
1942,1950,6
1935,1937,9
1940,1943,5
944,1311,3
1457,1909,4
1845,1939,7
920,1341,5
1715,1948,2
1505,1525,4
1711,1957,8
936,1514,3
1052,1434,1
1842,1912,9
1102,1947,6
1811,1941,4
1348,1714,5
1255,1923,3
1317,1933,4
1230,1901,8
1601,1941,4
1452,1752,6
1425,1612,5
1010,1715,5
1252,1337,5
1859,1954,6
1351,1909,5
1614,1626,3
900,1558,7
1830,1855,4
1650,1845,1
1823,1908,2
1535,1616,4
1122,1139,4
1400,1930,4
920,1622,7
1941,1948,3
1117,1714,7
1810,1920,4
957,1259,2
1639,1725,7
1506,1954,1
1616,1955,8
1930,1945,3
944,946,8
1726,1937,2
852,935,5
1550,1559,8
1053,1344,7
1026,1410,8
1352,1839,6
1118,1715,7
1436,1540,7
820,1236,7
1037,1144,1
859,1226,7
1809,1915,8
1842,1850,5
1459,1751,4
1231,1944,6
1808,1930,3
1804,1912,8
835,1650,7
1623,1834,3
1438,1732,9
1949,1952,2
1822,2000,9
1205,1454,4
1231,1911,8
1853,1910,6
1139,1403,3
957,1313,1
1618,1821,2
1133,1938,1
1653,1900,8
1754,1839,8
1040,1659,9
1901,1954,5
1512,1809,8
1455,1455,6
1804,1818,3
1837,1920,3
1708,1802,4
1548,1641,1
916,1406,2
1623,1919,9
957,1936,6
1007,1115,6
1111,1302,2
1550,1905,9
1513,1623,4
1444,1825,3
1804,1904,6
1039,1440,2
1124,1505,9
1941,1954,7
1146,1705,4
1056,1102,5
1132,1611,6
1910,1927,7
1600,1805,6
1139,1639,4
1531,1535,3
1426,1954,4
1022,1553,3
1231,1949,5
1015,1939,6
958,1556,5
840,1829,7
1623,1727,1
1958,1958,6
1606,1813,5
849,945,2
1207,1920,9
1747,1917,3
1146,1848,5
1048,1650,8
1025,1829,8
1249,1952,6
804,1721,2
1247,1843,3
1009,1730,9
923,1827,9
1912,1955,3
1448,1647,8
1207,1345,6
1459,1813,2
1925,1951,2
1648,1820,9
1859,1921,6
1438,1527,8
1855,1910,2
1912,1958,6
1419,1803,4
1628,1846,6
1444,1617,2
1333,1633,7
1204,1755,4
1928,1943,8
1505,1913,8
814,1833,2
1049,1235,2
1111,1824,4
1651,1816,6
1619,1742,9
1857,1949,7
1848,1946,4
1405,1716,3
1614,1620,3
941,1735,2
858,1220,4
1443,1833,4
1116,1233,4
854,1744,9
829,1827,2
1834,1913,2
1954,1957,6
1710,1914,3
1940,1946,4
1044,1302,6
1158,1940,3
1406,1615,7
1514,1617,1
1137,1416,5
1842,1900,7
941,1240,7
1917,1949,2
912,913,8
1238,1241,5
1307,1434,5
1912,1954,1
1448,1916,8
1134,1936,6
1956,1959,1
1624,1707,1
1359,1736,7
1935,1949,1
1051,1510,5
1952,1954,4
1818,1835,4
1647,1937,2
1422,1952,2
1357,1944,4
930,1550,6
853,1719,5
1410,1727,7
927,1135,7
814,1305,8
1552,1731,6
1714,1851,9
1439,1716,8
1736,1857,4
1643,1911,7
838,1031,8
1131,1544,7
1559,1741,1
1757,1954,1
1438,1647,7
839,1340,6
1803,1917,5
1130,1253,7
1728,1813,1
1514,1636,6
1303,1646,4
813,919,2
1907,1947,2
1021,1404,8
1317,1347,3
825,1840,1
1821,1831,5
1332,1403,7
1108,1329,3
1452,1825,1
1049,1254,1
1632,1652,6
1246,1830,6
1240,1924,4
1155,1740,7
1304,1851,4
1641,1720,2
1409,1723,3
1220,1905,4
1741,1947,2
953,1013,1
1123,1601,4
1207,1958,9
824,1513,3
804,1943,3
1717,1840,4
1051,1316,4
1131,1819,5
1808,1950,2
1758,1909,8
1410,1515,2
1809,1821,9
911,1540,4
1445,1855,6
1800,1817,1
1556,1627,6
1745,1914,6
1952,1953,5
1248,1938,1
953,1303,4
1832,1922,6
1715,1716,4
1845,1951,8
1127,1557,6
1024,1505,5
1315,1354,9
828,945,3
1840,1853,2
1342,1551,3
1304,1748,7
1202,1404,4
1056,1117,8
1047,1052,5
1308,1713,4
1623,1925,8
840,1645,6
929,932,3
1455,1907,1
1950,1959,9
902,1309,2
1839,1950,4
1348,1959,7
1214,1830,4
1536,1921,9
1747,1955,4
1901,1916,9
1028,1134,1
1115,1905,9
820,1534,6
801,1202,4
1524,1654,7
1918,1923,1
1725,1937,5
1319,1726,6
1839,1946,4
822,1352,2
1110,1322,8
1037,1633,5
1254,1746,9
1415,1824,8
1139,1705,8
1851,1916,6
1953,1958,2
1505,1631,3
1857,1923,4
1833,1859,7
1930,1935,4
1236,1520,1
1121,1746,7
1427,1613,8
1706,1906,9
1100,1405,2
1002,1204,1
1624,1735,1
856,1859,2
1633,1725,6
840,1701,4
1348,1821,1
1212,1409,7
956,1829,8
1228,1456,5
1412,1753,5
1257,1931,8
1517,1537,4
1331,1829,6
818,1756,5
1331,1440,8
1033,1640,4
1141,1558,7
1904,1935,5
1911,1913,1
1444,1646,6
1855,1859,9
1816,1959,2
1142,1808,3
1727,1734,1
1642,1921,1
1323,1733,1
1333,1928,5
1438,1844,2
834,1128,4
1110,1922,2
854,1212,8
1810,1942,2
1313,1616,1
1806,1858,1
1228,1405,8
1453,1710,1
1439,1449,5
1554,1848,8
1724,1955,4
1945,1952,1
1421,1635,7
1104,1625,2
1721,1746,6
1952,1954,2
844,1737,3
1009,1148,2
1137,1253,8
1814,1829,9
1116,1859,4
1446,1446,5
1632,1839,3
853,1836,1
1645,1808,3
839,1038,2
1827,1922,8
1657,1841,8
1302,1504,2
1259,1900,1
1707,1719,2
1709,1946,3
1940,1940,3
1706,1806,4
1912,1917,7
823,1436,4
957,1041,8
923,1447,3
929,1109,3
851,1533,9
921,933,2
804,1657,1
1002,2000,3
1616,1800,4
1509,1534,5
1249,1748,5
955,1948,7
1000,1338,8
1021,1138,5
1322,1945,8
1856,1933,5
1858,1943,1
1408,1642,4
1203,1407,4
1330,1627,3
1545,1723,5
920,1201,1
1016,1129,6
1239,1818,2
1051,1353,2
1016,1623,1
1932,1934,7
1853,1932,4
826,1733,3
1639,1709,3
1713,1720,2
1024,1854,9
1717,1846,6
1559,1711,3
1857,1917,6
932,1543,5
1820,1837,2
812,957,6
1552,1717,1
1519,1755,5
1938,1953,1
1448,1717,9
1031,1554,6
1345,1406,9
1603,1626,5
1455,1743,5
842,1049,7
815,1435,8
1656,1838,3
1608,1620,5
1409,1828,2
818,1943,1
1742,1850,1
956,1926,7
1333,1701,8
913,1743,7
834,956,6
1733,1913,1
1427,1737,3
807,1457,9
1601,1844,9
1131,1512,3
1738,1744,6
949,1415,2
1324,1900,2
1204,1501,1
1807,1822,5
1439,1708,9
1200,1742,2
1051,1233,9
922,1906,3
1708,1949,1
1844,1933,3
1201,1228,7
1721,1845,5
1430,1545,7
1836,1859,7
1307,1432,9
1210,1547,5
1733,1950,7
1027,1714,4
954,1532,4
1038,1431,2
1202,1430,2
1158,1820,9
902,1055,4
1045,1058,1
906,1130,5
1727,1832,4
1342,1344,9
1632,1656,6
1529,1940,1
1108,1702,7
1742,1815,2
853,1914,5
1028,1559,6
1011,1819,7
1220,1337,2
1251,1537,7
1155,1343,4
1518,1635,8
1703,1705,8
906,1106,2
1353,1626,9
1425,1840,8
1631,1749,6
1139,1332,8
1558,1752,7
1418,1730,4
958,1514,2
1745,1828,5
1107,1204,9
915,1825,8
1926,1935,9
1844,1847,3
854,1348,4
1522,1959,5
1852,1911,7
1834,1840,3
1742,1803,7
1520,1541,5
1559,1649,6
1816,1912,3
1231,1653,1
835,1603,1
1429,1542,8
831,1833,2
1033,1914,1
1056,1522,1
828,1209,1
900,1647,6
1202,1405,2
1632,1841,7
1624,1725,4
910,1608,7
1615,1818,5
1518,1640,1
955,1027,8
1412,1842,7
936,1629,4
1941,1958,9
1528,1557,3
1615,1934,5
835,1652,5
1013,1213,2
1515,1720,4
1338,1456,7
1957,1957,6
1448,1905,5
1938,1947,4
1730,1933,8
1547,1851,3
1701,1852,6
1123,1636,7
800,1927,1
922,1821,5
1949,1957,6
1927,1943,4
1743,1827,9
1952,1953,7
1029,1844,8
1345,1540,3
1041,1354,6
1137,1645,9
1710,1830,5
1245,1841,5
1120,1849,1
1501,1513,2
935,1116,5
1301,1308,3
1815,1918,6
950,1158,9
1618,1645,3
843,1723,9
1953,1956,2
858,1208,7
1432,1742,1
1342,1815,6
1105,1554,3
946,1457,7
1853,1859,8
1704,1918,7
819,1702,7
1518,1626,6
1533,1946,3
844,1832,6
1224,1948,9
1846,1958,6
1123,1508,7
801,1524,6
936,1500,2
1137,1215,9
916,1225,6
1255,1647,9
1313,1549,3
1149,1400,7
1203,1944,6
800,1841,2
1057,1724,5
958,1443,9
1054,1300,9
1658,1820,4
1950,2000,4
1001,1517,4
1236,1926,4
1225,1311,7
1736,1758,5
1229,1643,1
1731,1927,2
1129,1739,3
1143,1939,5
819,1244,8
1058,1407,7
1925,1959,2
1026,1442,3
1221,1648,5
1630,1716,7
1332,1337,1
1023,1443,6
1525,1638,5
1226,1601,4
1446,1538,8
824,1714,1
801,1539,8
1459,1546,7
1338,1702,8
835,1221,6
1651,1746,9
1218,1258,1
1244,1539,1
849,1357,6
1208,1551,2
826,1157,3
902,1248,7
829,1700,1
1216,1457,6
1812,1909,9
1946,1954,4
856,921,1
1146,1530,9
1934,1949,8
1520,1759,6
1159,1244,1
1543,1636,5
1415,1445,4
1356,1501,6
1747,1824,5
1632,1807,3
834,1359,9
1248,1916,2
1535,1657,8
1425,1949,4
841,1909,8
1536,1626,5
1843,1843,7
1707,1910,1
1735,1847,2
908,1406,5
1631,1824,1
856,1619,1
1052,1800,7
918,1457,5
1649,1720,5
1927,1934,7
1039,1415,2
1056,1314,2
1155,1535,5
1235,1443,1
1350,1606,2
1839,1959,6
1537,1928,6
1701,1747,4
1131,1839,5
815,1004,7
1035,1438,8
1340,1531,1
1813,1858,8
1050,1531,6
1812,1956,7
1014,1149,1
1219,1719,3
1339,1414,5
1216,1642,1
1855,1912,9
1904,1934,7
1357,1930,2
828,1529,7
1244,1936,2
919,953,6
1701,1920,5
1446,1705,9
1119,1123,6
1244,1734,5
1521,1917,9
1026,1859,5
1820,1855,9
1053,1313,4
801,857,9
1012,1232,9
1415,1721,3
1810,1952,7
939,1955,4
1315,1650,7
1028,1806,1
1846,1959,8
1228,1501,5
1307,1534,8
1424,1842,7
1410,1451,6
1901,1931,8
1340,1552,6
1746,1916,2
1801,1851,2
1502,1832,5
1602,1721,5
1152,1349,2
1232,1429,4
1201,1630,6
1825,1921,1
1453,1506,4
1810,1914,8
914,1153,3
1836,1935,4
1621,1746,9
1910,1919,5
926,1714,7
1408,1514,2
1523,1902,9
1906,1932,2
1725,1856,5
1711,1841,7
1746,1823,8
1523,1826,2
1725,1918,6
1938,1943,6
1923,1928,7
1700,1723,2
1941,1955,8
1030,1203,9
1513,1527,1
1032,1819,1
1449,1811,6
1310,1355,3
835,857,6
1409,1846,6
1412,1522,8
1501,1930,2
1113,1638,7
840,1638,2
949,1137,7
807,1846,1
1815,1922,2
1154,1606,3
1832,1917,7
1141,1329,4
1546,1940,9
1652,1859,1
1351,1715,9
1049,1553,1
1608,1838,1
1219,1813,5
1341,1911,9
1710,1924,9
1132,1834,6
853,1754,2
1316,1432,9
1257,1329,6
1546,1652,1
1916,1923,7
1739,1751,8
1805,1919,8
1121,1800,4
1131,1544,2
1513,1555,4
1129,1453,2
1213,1645,9
1005,1845,7
803,811,6
