start,end,weight
1529,1608,3
1919,1922,9
854,1252,7
1908,1948,8
1350,1802,3
1840,1845,7
1342,1815,2
1152,1726,4
1144,1957,9
1903,1953,1
1315,1818,4
1247,1452,3
1840,1942,7
1251,1702,7
1423,1453,4
1519,1705,5
1451,1936,5
1345,1531,2
1737,1824,2
1639,1821,9
1129,1753,8
1756,1919,3
1941,1948,7
1217,1802,4
921,1026,3
1412,1522,4
1404,1738,2
1235,1919,9
943,1631,5
1402,1427,7
1521,1752,8
1136,1737,3
1152,1857,2
826,1419,6
1302,1333,8
1453,1944,9
1515,1824,4
942,1424,4
1643,1719,4
1434,1919,2
1100,1847,1
1024,1611,7
1456,1702,8
1839,1910,3
837,940,9
1755,1938,8
1849,1907,2
1938,1942,4
1245,1921,4
914,1047,6
1605,1806,6
1001,1617,1
1400,2000,3
1116,1835,1
1622,1723,1
955,1810,9
1257,1417,7
907,1053,8
1350,1457,8
944,1938,5
1841,1901,3
1523,1724,9
1509,1512,6
1751,1957,3
840,1641,3
1114,1733,6
1412,1503,6
1158,1245,4
824,1230,8
1845,1957,5
1711,1900,3
1714,1927,5
1519,1658,8
1340,1844,6
1302,1353,1
1024,1414,4
809,1936,4
1603,1945,8
1404,1717,5
1540,1814,6
1320,1527,5
1556,1958,4
1621,1630,6
1822,1912,1
1219,1338,4
1019,1634,9
1503,1649,1
1640,1958,5
1412,1446,8
1525,1539,5
1123,1315,5
1038,1143,1
1833,1843,6
1307,1522,1
1015,1331,4
1714,1734,8
1319,1608,9
1242,1311,9
1210,1320,8
1608,1910,9
1238,1330,5
1350,1600,4
1523,1731,3
1107,1345,2
1412,1721,7
1741,1816,9
1019,1850,7
915,1953,9
1107,1116,6
1601,1718,2
1241,1321,7
1926,1932,2
1300,1845,2
1650,1828,3
1047,1905,7
1640,1728,7
1014,1850,8
1252,1537,7
1117,1315,7
1049,1256,6
1842,1937,8
1524,1553,1
1235,1831,3
812,1956,6
828,1821,3
1730,1959,3
1150,1806,1
1513,1950,8
1539,1600,8
907,1708,5
1028,1145,6
1416,1500,6
1705,1812,4
1901,1951,3
1557,1910,3
1249,1501,4
842,945,3
901,1426,2
1219,1810,2
1215,1743,9
932,1217,9
1010,1257,8
1507,1740,2
1757,2000,4
1110,1456,9
1039,1811,2
1049,1553,7
1849,1928,6
1942,1953,4
835,1222,1
1635,1902,2
1133,1408,6
1612,1800,4
1909,1926,4
1836,1950,4
1328,1501,3
1112,1346,7
1326,1508,5
1604,1805,1
1901,1919,6
1104,1345,6
1855,1947,5
1532,1604,3
1429,1656,7
1721,1826,5
1207,1836,2
1352,1454,6
1253,1556,2
1253,1904,7
1929,1954,5
1017,1656,9
840,1410,1
1351,1548,6
1635,1807,5
1403,1702,9
1714,1922,2
1346,1838,9
1803,1815,2
1851,1958,1
1739,1754,4
1145,1941,7
1234,1635,8
1550,1845,8
1218,1438,6
1831,1944,3
1357,1841,2
1342,1530,3
1822,1959,4
947,1153,6
911,1259,1
855,1800,2
1132,1246,8
923,1233,4
947,1704,7
943,1726,5
1509,1620,1
1405,1451,6
1748,1944,9
1131,1841,9
1935,1938,8
1854,1857,2
1031,1920,9
1851,1922,4
1143,1231,9
1026,1753,9
1333,1445,7
1908,1940,7
937,938,1
856,1631,4
1250,1940,2
1825,1934,9
1721,1938,1
1610,1629,9
809,1413,5
1221,1648,8
1258,1316,6
1240,1921,9
1211,1937,5
1729,1742,1
858,1812,9
1429,1758,9
1500,1749,7
1651,1938,4
919,1441,7
1133,1651,1
1214,1527,2
1039,1308,8
1207,1841,3
1206,1720,8
1135,1452,3
1242,1918,8
1519,1817,3
1233,1723,8
1936,1945,5
1521,1825,4
1952,1954,7
815,1426,6
1307,1734,2
1730,1944,6
1410,1436,1
1558,1948,1
1137,1253,2
1417,1814,7
1815,1826,6
1458,1632,8
1917,1958,7
1834,1841,7
1612,1814,1
1049,1754,9
1820,1836,7
1413,1548,5
1135,1927,6
1012,1052,3
1816,1934,9
1906,1931,9
1507,1621,2
1542,1650,9
1348,1405,9
1618,1620,2
911,1129,9
838,850,6
1723,1835,4
846,1653,9
1414,1839,9
1644,1725,2
1013,1242,2
1610,1642,1
1935,1944,5
1644,1806,7
1806,1924,1
1149,1920,6
904,1730,7
1646,1811,1
1637,1837,9
1637,1926,4
1615,1707,3
1239,1306,7
1359,1558,3
1713,1854,7
1610,1907,7
1453,1837,9
1546,1938,9
812,1944,5
1112,1924,5
1844,1908,3
1532,1859,7
1606,1936,2
1024,1952,7
840,1207,2
1458,1844,5
1005,1953,7
1750,1854,3
1940,1952,2
1418,1434,4
930,1240,4
1117,1701,6
1614,1828,8
1029,1327,2
1121,1559,8
1826,2000,4
1552,1951,1
837,1752,5
1145,1421,4
849,1614,5
1035,1700,5
1024,1641,7
1932,1939,3
1445,1724,5
1316,1353,2
1237,1712,2
1605,1928,9
1621,1813,5
1848,1925,7
1346,1837,6
1739,1849,8
1004,1837,2
1709,1807,4
1428,1851,4
805,1719,8
1754,1939,4
1658,1912,3
903,1903,1
1117,1407,3
820,1549,1
1812,1901,7
1251,1520,3
1659,1715,9
1607,1939,3
1403,1704,9
1012,1555,1
1155,1702,3
907,1948,8
1106,1705,8
1329,1439,4
1328,1342,7
828,1145,7
852,1809,3
1749,1948,6
1125,1932,5
1459,1524,9
1918,1929,6
1601,1813,4
1605,1619,1
1123,1538,6
1016,1212,2
1859,1920,7
1632,1949,8
1134,1656,6
1453,1639,4
840,1201,5
1838,1854,6
1643,1811,9
1657,1846,8
1556,1705,4
1149,2000,2
1844,1933,2
823,1321,9
1635,1930,9
1834,1941,6
1653,1753,4
1207,1527,4
1020,1941,4
1942,1945,3
1529,1811,9
806,1529,3
840,1844,3
1300,1905,2
1555,1958,9
906,1813,6
1643,1855,9
813,1943,9
1924,1948,2
1929,1951,9
913,1311,7
926,1925,4
1004,1446,5
1047,1743,2
1538,1720,7
815,1552,5
1218,1538,5
1721,1900,8
1129,1755,4
1303,1622,4
918,1020,8
1546,1806,1
1946,1958,8
941,1236,1
1542,1935,7
1815,1847,9
1834,1849,7
1602,1750,7
1333,1616,5
1644,1920,6
1725,1935,2
1013,1358,1
1813,1821,4
1459,1613,8
1614,1622,3
1300,1819,9
943,1434,1
1856,1911,1
1654,1826,1
1506,1611,3
1203,1404,2
1131,1603,5
1930,1937,1
952,1643,8
1630,1715,1
1754,1800,3
835,1235,7
1543,1654,8
1936,1945,2
1857,1959,7
900,1858,2
1918,1934,9
1001,1607,5
928,1248,2
853,1713,8
1304,1551,8
1415,1530,8
1813,1817,3
1850,1851,5
1122,1721,9
1828,1849,5
1855,1857,7
1415,1819,6
1902,1957,1
834,1800,9
1121,1335,9
1914,1923,7
1505,1708,5
802,1132,8
855,1723,9
1636,1948,2
1159,1719,4
1628,1644,7
1857,1949,7
1226,1341,6
1821,1856,7
1452,1543,2
1030,1631,6
1901,1952,5
1620,1856,5
1708,1957,7
1916,1923,3
1951,1953,6
1113,1427,2
1000,1711,6
829,1152,5
852,1804,7
1826,1942,3
1109,1729,8
1452,1655,9
1932,1934,6
929,1427,4
822,1116,2
936,1534,6
1134,1159,2
1641,1644,9
1249,1317,5
1044,1834,1
1502,1538,8
1557,1945,4
1620,1839,3
943,1235,6
1947,1955,8
1803,1834,6
1211,1318,7
1144,1405,1
1422,1633,8
1020,1249,9
1130,1712,7
1915,1920,1
1608,1902,5
1631,1843,9
952,1629,1
1101,1255,7
1240,1401,8
1606,1752,5
1411,1944,8
1522,1815,6
1528,1539,3
1609,1757,5
1034,1143,3
1945,1953,3
1003,1701,7
1143,1905,7
1320,1348,6
1934,1938,8
905,1355,2
1111,1235,9
823,1449,1
1906,1913,1
1004,1433,7
910,957,4
1439,1703,1
1329,1621,6
1635,1722,7
806,831,7
1939,1957,9
1220,1847,4
905,1115,8
1236,1445,5
1407,1510,2
1424,1513,8
1810,1849,9
1457,1747,3
1213,1853,2
1555,1555,5
1839,1858,8
1143,1804,9
1643,1934,1
1602,1837,6
1650,1750,6
1107,1455,5
