start,end,weight
1356,1409,1
1823,1959,7
1344,1558,9
1805,1832,5
828,1417,7
1836,1931,9
1517,1546,8
951,1917,9
1437,1704,7
1707,1905,2
1514,1939,9
1226,1349,3
1430,1829,4
1203,1310,8
815,1302,5
1938,1946,6
927,1342,8
1715,1830,2
1345,1837,6
1444,1503,7
1830,1905,2
1410,1627,7
1915,1931,7
1908,1959,3
1822,1823,3
1007,1521,9
1742,1904,3
1230,1943,3
1103,1837,9
1553,1557,2
1530,1534,4
1557,1606,9
1407,1812,9
1853,1920,6
1458,1527,4
1753,1813,1
1243,1755,9
1724,1844,5
905,1636,2
1104,1528,3
1242,1454,7
1626,1658,8
1152,1714,3
1058,1328,2
1832,1955,5
850,1248,5
957,1036,1
1108,1946,3
1530,1812,5
842,1808,9
1153,1224,4
1225,1436,6
816,1950,2
1401,1837,7
845,1859,8
1200,1459,2
951,1110,3
1639,1832,3
955,1838,7
919,1321,2
1128,1701,8
1744,1919,9
1937,1950,5
913,1629,4
1249,1402,6
825,1359,8
1821,1907,8
1343,1711,1
1907,1930,4
1601,1716,9
1836,1839,8
1044,1701,2
845,1342,7
1033,1059,3
948,1324,6
1320,1741,7
1640,2000,8
1755,1926,1
1352,1542,3
1427,1925,7
833,1945,1
1033,1703,4
1904,1909,5
919,1308,1
1738,1946,4
1748,1935,3
1711,1742,7
1700,1713,5
1821,1921,9
1915,1948,9
1652,1844,2
1324,1541,2
1119,1619,5
1209,1457,7
1208,1857,5
1410,1608,3
1546,1706,7
958,1404,1
1535,1904,6
1410,1450,9
1400,1846,9
1637,1656,6
1410,1944,3
1615,1849,7
1155,1544,6
1508,1705,3
1743,1815,1
1710,1812,1
1457,1956,1
1921,1929,9
1820,1853,8
1253,1547,4
1321,1421,2
923,1621,8
1511,1929,4
1031,1857,3
1847,1912,6
1104,1848,4
815,1105,3
1003,1711,4
1229,1900,9
1727,1927,5
943,1152,1
834,1555,9
824,1114,9
914,1129,9
1647,1902,5
1437,1813,7
1402,1507,5
1451,1936,8
1207,1811,2
1300,1400,3
1344,1636,4
1805,1922,3
1831,1844,7
846,1001,7
1403,1752,7
1458,1848,2
1526,1754,6
1608,1907,9
1017,1324,1
1803,2000,8
1641,1702,2
1035,1042,5
1807,1922,9
1418,1950,2
1544,1858,4
1328,1712,2
1100,1940,1
1802,1837,9
939,1336,3
1304,1716,5
1349,1413,4
1737,1949,8
1657,1925,8
1640,1829,4
1252,1537,9
1433,1716,7
1102,1328,8
842,1217,8
1520,1945,4
1244,1738,1
1830,1910,9
941,1536,6
1251,1415,1
1001,1455,6
1240,1649,9
1529,1723,9
1053,1548,7
1225,1735,5
948,1345,3
1922,1939,3
1024,1202,2
1131,1613,7
1640,1953,4
1052,1120,9
1812,1817,6
1712,1929,1
1119,1125,2
1620,1953,2
826,1444,9
1128,1616,8
1744,1933,9
1535,1639,8
1544,1815,4
952,1154,4
1535,1916,4
1625,1732,2
928,1148,2
1245,1859,7
1924,1931,5
1402,1442,5
1147,1759,9
916,1450,1
1040,1919,9
1343,1604,7
1544,1621,2
1944,1954,4
839,1602,3
942,1835,4
1325,1502,9
1731,1740,9
1849,1850,3
1211,1321,7
1800,1848,8
1145,1729,9
1120,1551,8
1601,1639,8
1616,1944,6
1111,1939,3
1249,1356,9
1123,1253,1
1648,1953,2
1139,1140,7
1524,1558,3
1622,1844,2
1825,1851,3
1102,1141,9
