start,end,weight
1845,1939,6
1022,1423,7
1816,1842,9
1557,1809,6
1233,1302,5
1635,1920,4
1554,1611,9
1748,1921,4
1608,1628,3
1352,1717,8
1101,1249,9
809,859,3
819,1243,8
1618,1918,6
911,1855,9
1258,1320,8
1524,1812,8
1523,1947,7
1347,1849,5
839,935,6
1118,1852,7
804,1718,5
1506,1538,6
1309,1645,3
1130,1631,8
924,1019,2
1025,1815,8
1848,1925,8
1057,1439,7
1602,1925,1
1638,1727,9
1536,1912,3
1021,1423,4
953,1434,1
1603,1604,7
935,1204,1
1443,1452,9
1419,1747,2
1958,1958,9
1839,1855,6
1452,1810,7
1802,1822,4
1159,1517,6
1017,1110,6
936,1333,7
1256,1408,3
944,1401,9
1641,1848,6
1527,1724,6
831,1101,9
1806,1910,5
1443,1550,1
1634,1702,6
923,1847,1
818,1144,9
1002,1642,1
1944,2000,1
1716,1840,2
1116,1729,6
1804,1812,9
1116,1713,2
1636,1723,9
1929,1956,5
1215,1629,6
1248,1636,3
1657,1910,9
1956,2000,2
1024,1528,7
1339,1929,1
1834,1849,4
1822,1928,5
1630,1846,6
955,1336,2
1138,1628,4
1003,1826,7
1032,1354,3
1013,1939,1
1651,1731,6
1858,1946,1
1150,1706,1
1107,1855,1
1327,1603,3
934,1302,4
1702,1902,9
850,1511,6
1326,1552,1
1248,1301,3
1343,1935,8
1304,1712,6
1330,1630,8
1116,1423,9
1302,1359,1
1126,1837,7
1834,1839,5
1608,1616,9
1041,1547,2
1757,1915,3
1000,1444,4
1930,1933,5
812,1958,4
1601,1942,3
940,1743,5
1724,1921,3
1646,1910,7
1510,1923,5
1404,1548,2
1944,1956,2
810,810,6
1242,1948,7
1320,1944,3
1311,1606,5
1630,1905,9
1248,1359,5
1628,1802,4
1155,1553,8
1139,1531,1
1132,1257,3
1446,1940,9
1353,1535,9
1541,1656,2
1221,1500,4
1240,1731,5
1607,1912,6
1003,1250,3
1042,1708,2
1805,1845,2
914,1411,8
1904,2000,4
1852,1922,8
1506,1629,6
847,948,9
1753,1817,9
1027,1621,7
1643,1818,1
1201,1923,4
1319,1940,4
852,1109,4
1815,1917,2
817,1657,8
1749,1919,7
1201,1620,3
1823,1923,4
822,1547,2
1919,1935,8
835,953,8
1130,1956,8
1625,1733,6
1727,1954,5
1441,1856,1
1730,1803,6
1518,1711,6
1622,1759,8
1823,1839,7
1229,1552,4
910,916,6
1338,1946,3
1745,1847,1
954,1912,3
823,1324,1
1923,1942,9
1616,1851,5
1251,1304,2
1335,1354,7
1945,1955,2
945,1526,2
1759,1833,1
1819,1820,9
1458,1529,4
1208,1457,5
