start,end,weight
1917,1921,6
1735,1900,3
1124,1229,5
945,1121,9
1911,1921,2
1634,1949,9
920,1717,8
1616,1939,4
1817,1820,3
1134,1700,7
1440,1817,5
1434,1755,6
1154,1514,2
1906,1952,2
1831,1909,6
1611,1655,9
1639,1657,2
1905,1920,4
1042,1746,2
1334,1831,9
1647,1758,8
1344,1349,4
1117,1442,9
1940,1955,9
1825,1831,6
1057,1541,9
831,1221,2
1622,1754,6
1143,1439,9
1848,1913,6
1922,1928,6
1915,1927,3
1039,1455,3
1351,1455,2
1945,1959,6
1945,1955,2
1504,1855,1
940,1936,7
1846,1929,9
848,1303,7
855,1513,2
1452,1908,1
1545,1616,8
1547,1909,3
908,1116,3
1957,2000,3
1337,1454,1
1250,1808,8
1259,1946,7
1714,1948,1
913,1745,9
1404,1525,9
1813,1917,9
1203,1622,3
1634,1717,1
804,919,5
1335,1436,3
1243,1743,8
1558,1751,1
1628,1813,3
1234,1728,4
931,1342,2
1449,1532,9
1458,1758,6
1531,1902,7
1354,1504,8
1640,1722,1
1017,1653,6
951,1932,8
1911,1931,4
1912,1929,4
1737,1743,1
1014,1950,2
1312,1759,5
1229,1726,5
1303,1440,1
1927,1943,7
1327,1721,7
1611,1944,4
1459,1821,4
918,1321,6
1715,1932,3
1527,1822,5
1840,1923,5
816,850,7
1756,1944,7
932,1548,9
1808,1852,6
1449,1836,8
1647,1735,7
1025,1358,9
1737,1910,8
1805,1941,9
1112,1744,9
815,1014,9
1753,1905,9
929,1206,4
1852,1950,7
831,1536,7
1432,1526,6
1735,1858,3
1927,1941,8
1459,1516,4
1703,1909,7
1707,1717,8
1528,1637,7
800,1924,8
1023,1052,5
1148,1942,2
1849,1916,9
1723,1943,2
942,1050,3
1041,1052,1
1751,1940,8
1445,1849,2
1518,1710,2
1533,1656,7
817,1141,8
1902,1930,1
1148,1419,3
1216,1633,5
1149,1927,1
1424,1729,3
1510,1917,6
800,1551,7
1855,1907,7
1753,1753,5
1355,1722,1
1915,1935,3
1622,1948,2
1253,1432,9
1803,1855,8
1620,1822,6
834,1359,3
1226,1546,3
1541,1724,9
1815,1846,2
917,1558,2
1217,1828,5
1811,1811,1
1804,1939,3
1349,1607,7
1515,1956,4
1909,1943,6
1627,1938,8
1206,1813,2
1916,1919,5
1402,1826,8
1634,1823,1
1706,1737,5
859,1143,3
1338,1526,3
936,1155,3
1803,1945,4
1100,1812,9
1509,1614,7
1323,1542,8
1627,1946,9
1640,1652,8
1942,1943,5
1737,1900,1
1648,1701,1
1313,1320,5
932,1432,7
1435,1537,4
1323,1834,9
1558,1914,4
813,854,4
826,938,7
1753,1807,5
835,1616,4
1134,1559,4
1638,1759,4
1223,1543,8
1531,1729,8
1845,1924,3
1628,1740,4
1209,1921,2
1451,1944,9
1157,1856,4
1747,1755,6
1727,1837,2
947,1322,2
949,1937,3
1703,1824,4
1749,1925,8
1629,1646,2
1656,1752,2
1026,1217,8
1125,1138,7
1358,1628,1
1008,1922,3
1852,1924,2
1910,2000,6
1059,1706,5
1845,1853,1
946,1114,5
1756,1919,7
842,1203,7
1401,1908,7
1307,1929,5
814,1805,4
1300,1425,6
1917,1953,6
1249,1321,7
1105,1626,7
