start,end,weight
858,1444,4
1553,1916,4
1331,1451,2
1634,1728,2
926,1932,1
1954,1959,5
1716,1915,2
1655,1806,3
1158,1645,8
1035,1403,7
1132,1841,9
807,1001,6
1213,1908,5
1900,1953,8
1337,1835,2
1959,2000,1
1310,1534,8
1758,1829,3
1615,1947,5
1005,1406,6
1912,1916,8
1542,1929,3
1041,1859,9
915,1817,5
1305,1605,1
1039,1414,1
925,1005,5
1008,1341,9
1507,1903,2
1706,1952,9
953,1328,7
1549,1616,7
1413,1844,3
838,1913,6
1308,1331,7
1346,2000,8
1611,1647,6
937,1855,9
1704,1748,2
1526,1531,1
1129,1355,7
1922,1953,7
1021,1445,1
1705,1857,9
1907,1928,6
1326,1529,5
1237,1737,1
1346,1900,8
938,1340,5
1514,1838,2
1818,1858,6
1146,1240,9
1904,1943,9
819,1958,4
836,1406,1
1517,1922,2
1658,1741,1
1528,1716,3
920,1116,8
1019,1034,7
948,1605,7
851,1422,8
1214,1655,7
1509,1911,6
1229,1751,1
1521,1536,1
821,1010,1
1828,1932,9
844,1022,2
1506,1749,5
801,1550,4
1317,1640,7
1907,1939,5
819,1626,1
1934,1942,7
1942,1958,3
1642,1723,8
1809,1901,1
1549,1953,1
1652,1735,6
849,857,9
1838,1954,8
1139,1608,4
1043,1612,1
1517,1921,4
1436,1944,5
1423,1936,7
1659,1945,2
803,1417,2
1642,1948,8
1346,1559,3
1908,1935,7
1411,1748,3
1304,1754,8
1009,1028,4
1924,1941,7
1611,1731,5
1200,1713,9
1050,1527,5
1110,1509,9
1609,1850,6
1922,1951,8
1622,1834,7
1324,1942,3
1350,1603,2
1952,1957,8
1846,1944,6
1457,1703,9
1754,1944,2
1729,1920,7
1238,1413,2
1346,1457,5
934,1820,7
1709,1734,3
1849,1853,4
1108,1610,6
1022,1947,5
1122,1843,4
937,1258,2
804,1821,4
1235,1443,5
854,1401,7
1525,1606,9
1559,1652,5
1434,1610,3
1611,1809,5
1951,1954,4
1841,1958,2
1534,1822,3
1609,1624,7
1300,1309,1
1129,1148,7
1330,1400,2
1523,1644,7
1605,1852,1
1523,1837,6
900,913,1
909,1642,9
1729,1948,5
1750,1949,3
1430,1749,1
1403,1446,4
1047,1520,5
1932,1932,2
1824,1955,2
1113,1631,8
1849,1905,7
1014,1123,4
1212,1612,2
935,1408,1
1644,1804,4
1031,1915,1
927,1704,8
1019,1129,7
1104,1129,8
1414,1950,9
830,1731,9
1151,1354,7
816,1114,6
1334,1917,7
1218,1656,7
1526,1708,5
1336,1628,6
1554,1946,1
1138,1929,9
1904,1948,4
813,1541,2
1309,2000,4
1227,1324,4
952,1707,8
1438,1652,3
1911,1953,1
1649,1657,3
1319,1907,4
1655,1926,3
1537,1831,1
