start,end,weight
946,1812,6
1019,1846,4
1233,1710,8
1016,1138,7
1348,1432,4
1611,1927,5
1345,1355,1
1622,1917,1
1741,1928,5
1201,1242,2
1150,1303,5
1240,1831,9
901,1342,5
1800,1849,5
922,1959,7
1509,1752,9
934,1958,8
1445,1805,5
1055,1907,5
934,1416,1
1359,1806,5
852,1606,3
1324,1917,8
1704,2000,9
1523,1942,3
1526,1649,8
1139,1525,8
1643,1818,7
1953,2000,1
1553,1617,8
1932,2000,7
1554,1625,9
1102,1209,3
1749,1838,5
1950,2000,6
1819,1959,9
928,1752,1
1428,1832,9
801,1922,4
1621,1904,1
811,812,1
1010,1305,5
1902,1930,3
1751,1939,2
1044,1527,4
1313,1605,1
1107,1840,3
1637,1751,2
1120,1120,3
1956,1956,6
1144,1654,8
1718,1925,1
1632,1915,6
840,1550,5
1253,1629,1
1348,1836,9
1314,1931,7
1811,1822,2
1914,1948,3
1504,1941,6
1901,1947,2
1311,1818,1
1906,1938,9
1618,1916,3
1238,1746,7
1118,1420,2
807,1141,3
1755,1813,3
1050,1717,2
1726,1909,9
1633,1833,4
826,1929,5
1941,1947,4
1601,1734,5
1421,1832,8
1704,1838,9
1253,1540,1
1615,1915,2
1950,1956,9
1332,1521,1
804,1757,2
1026,1452,2
1508,1735,6
1130,1139,5
1637,1705,7
1147,1253,7
1033,1330,6
1354,1749,7
1419,1428,4
1224,1302,9
1021,1308,5
1511,1832,7
1313,1938,4
1204,1758,5
1422,1423,4
1745,1856,1
1322,1631,6
1902,1943,8
1534,1732,9
940,1433,7
1743,1821,1
1915,1942,5
1512,1642,9
1028,1447,4
1623,1815,7
1518,1519,5
1126,1401,1
1936,1952,6
900,1712,5
911,1013,5
850,1117,9
1221,1502,8
1658,1913,9
1933,1957,5
1518,1737,2
955,1745,4
1910,1947,4
1205,1711,8
1817,1906,6
1827,1928,8
1817,1848,4
1913,1953,7
1149,1815,8
1827,1852,1
1211,1629,9
1120,1440,1
1659,1853,5
1519,1941,9
1135,1617,8
1448,1915,9
1754,1935,4
1702,1740,3
1353,1815,4
1005,1743,7
1135,1620,6
1524,1959,2
944,1611,7
1356,1528,1
1025,1440,6
1340,1359,3
1622,1948,4
1850,1920,8
1611,1830,4
1622,1721,4
1846,1932,2
1016,1212,7
1753,1759,1
1425,1849,1
1221,1726,8
1453,1508,8
1922,1934,3
1133,1928,2
1256,1426,3
1808,1955,4
1831,1915,8
858,1812,7
1444,1841,9
1037,1314,7
1458,1840,6
1109,1239,9
857,1637,1
1453,1838,4
1547,1856,4
1534,1905,1
1533,1730,2
1958,2000,6
1613,1632,6
1705,1722,9
1823,1828,5
1407,1940,1
1750,1942,4
1231,1611,3
1633,1954,8
1747,1845,3
1142,1158,9
1410,1600,7
1948,1955,6
1247,1308,8
1924,1951,4
1041,1503,5
1023,1700,2
1000,1056,4
1201,1404,2
1035,1521,4
1729,1929,2
1630,1718,8
1438,1737,8
951,1851,3
1709,1819,7
1820,1834,5
1828,1936,7
1458,1819,8
923,1259,5
1024,1532,1
821,1510,9
1203,1509,2
1603,1649,1
1230,1629,4
1452,1636,1
1813,1923,2
1356,1759,7
1030,1716,6
1916,2000,1
1655,1817,5
835,846,2
1556,1631,7
1726,1842,1
1152,1612,9
1903,1948,4
1951,1956,1
1657,1659,8
827,1819,3
1836,1951,7
1643,1832,9
1524,1646,2
1954,1956,7
1900,1951,2
1320,1913,9
816,1350,2
906,1339,6
1831,1834,9
1317,1734,1
1558,1909,3
1148,1444,1
1821,1923,5
1423,1642,8
1151,1859,1
1253,1939,6
1329,1529,7
1430,1700,7
1833,1945,2
1441,1532,3
902,1721,2
1631,1935,9
1747,1940,2
1547,1623,2
1033,1317,8
1024,1743,5
1314,1627,6
1931,1933,5
1331,1534,4
1202,1219,1
810,1041,2
1628,1630,3
1019,1810,9
1412,1442,7
1607,1942,4
1509,1909,8
1949,1955,9
1950,1959,4
1209,1927,5
1710,1719,9
1326,1421,2
1218,1521,4
1206,1931,8
1727,1903,9
1904,1942,8
1933,1933,8
959,1724,3
1648,1706,4
1038,1116,2
1629,1756,5
806,901,8
825,1517,9
1826,1945,5
1940,1942,3
1356,1703,2
1702,1830,8
1742,1838,1
1759,1953,4
1917,1927,5
1027,1451,2
1222,1505,1
1404,1747,3
1346,1519,1
1137,1309,5
1010,1148,3
1310,1930,4
1708,1945,6
1316,1539,2
925,1239,9
1836,1949,6
1748,1923,1
1911,1916,3
1537,1902,2
1737,1827,4
1133,1933,9
853,1257,6
1724,1744,6
1324,1706,5
1757,1838,7
1801,1957,4
842,1655,7
813,1410,1
1915,1958,9
1525,1834,1
906,919,1
1521,1707,4
1501,1558,8
1906,1956,1
905,1128,5
1651,1855,6
1258,1319,5
1634,1919,8
955,1100,5
1544,1721,7
825,1449,2
1751,1849,1
1703,1740,1
910,1352,2
1321,1428,5
1718,1910,2
1651,1920,7
1816,1952,7
1754,1947,8
1738,1919,3
1018,1855,2
1750,1850,2
807,1904,5
1111,1604,6
857,1506,9
1027,1143,6
1634,1805,6
848,1416,9
1432,1458,5
1733,1821,5
949,1933,7
938,1211,8
1908,1934,4
854,1322,1
1958,2000,3
1719,1849,2
1700,1925,8
1511,1757,3
1229,1742,2
1724,1741,7
1721,1830,9
1238,1245,4
1808,1959,1
1207,1645,8
1518,1818,1
1315,1710,4
911,1948,8
1111,1942,6
1856,1902,5
1943,1954,2
1219,1640,6
1548,1706,5
1702,1902,6
837,1421,2
1448,1802,3
1036,1426,8
828,916,3
1420,1740,2
806,1804,1
1904,1923,4
1238,1758,7
1440,1535,1
1409,1414,4
939,1200,3
1928,1942,5
1342,1408,3
1507,1829,8
1843,1930,4
1425,1806,4
856,1504,8
829,1426,1
1832,1834,8
1643,1815,2
1859,1922,2
1952,1959,3
1518,1806,4
1616,1833,7
1748,1842,4
1607,1833,3
1956,1957,1
1757,1809,7
1816,1855,7
1619,1727,5
1151,1547,8
1035,1117,4
1115,1648,7
1036,1200,9
1950,1959,1
1436,1445,4
1806,1821,1
827,1048,9
1546,1734,2
1238,1652,1
912,1427,3
1111,1528,9
1931,1951,3
1153,1319,5
922,1105,2
916,1910,2
850,1103,8
1527,1900,8
1929,1937,4
1200,1608,1
1540,1718,5
1847,1957,6
951,1335,1
1215,1218,7
1826,1934,3
1209,1259,4
1229,1538,5
1046,1501,8
1622,1838,8
813,1145,8
1316,1633,9
1142,1831,2
1120,1425,5
1647,1840,6
1230,1754,2
1037,1650,8
1506,1749,6
1453,1935,3
1442,1813,5
1704,1712,5
1914,1935,6
1727,1737,1
832,922,9
1408,1852,5
