start,end,weight
854,1935,8
940,1431,7
1039,1635,3
1857,1937,5
1239,1757,4
1011,1418,7
1902,1905,6
928,1314,4
1341,1650,4
1346,1655,7
1922,1953,1
1900,1953,4
1922,1942,9
1621,1951,5
1653,1906,4
1458,1934,2
1304,1515,1
1545,1701,1
828,1638,9
1824,1903,4
1738,1945,4
816,1501,7
1441,1558,8
1943,1946,4
1336,1708,7
1742,1815,9
1103,1300,5
1406,1637,2
1901,1924,3
1533,1949,2
1254,1718,1
1437,1453,1
1013,1612,2
1257,1958,3
808,1852,3
1026,1029,9
1957,1957,5
1445,1916,4
1343,1929,1
1008,1131,4
1820,1857,8
1110,1420,7
1626,1912,3
1722,1928,3
1851,2000,7
1037,1415,6
854,1035,2
1604,1656,7
1942,1957,1
1345,1546,7
925,1341,3
1935,1947,8
1952,1953,9
1702,1720,9
859,1718,9
1544,1931,3
1551,1801,2
1112,1605,8
1047,1803,8
813,1855,7
1137,1501,6
1353,1625,8
1512,1545,2
1951,1959,3
1200,1816,9
1520,1727,7
1555,1743,1
1502,1907,7
1114,1729,9
1430,1615,2
1824,1910,8
954,1654,4
1522,1633,3
1515,1830,8
1015,1421,6
1945,1955,1
1959,1959,5
1352,1405,5
1958,1959,3
1953,1957,7
1911,1935,4
812,1129,3
1925,1937,3
1122,1936,5
915,1501,1
1235,1546,7
1907,1950,7
1001,1652,5
1412,1429,7
1541,1936,4
1603,1815,2
1930,1933,1
1509,1623,2
1204,1935,2
1118,1940,1
1318,1730,8
1333,1500,4
1356,1939,9
1514,1620,3
1646,1821,8
1743,1926,8
1156,1833,7
1216,1851,3
1115,1413,8
854,1705,3
1038,1833,6
1338,1702,2
1357,1530,6
1842,1900,9
1542,1653,4
1012,1606,7
1452,1950,8
1912,1958,9
1018,1330,5
1639,1917,8
1302,1409,9
1653,1851,3
1617,1826,5
1915,2000,5
1345,1837,2
902,914,3
910,1139,3
1339,1445,8
1948,1954,8
901,1700,1
1814,1836,1
1425,1556,5
801,1443,9
1623,1822,9
953,1032,3
1011,1107,5
1904,1911,2
938,1958,9
1125,1638,3
1855,1903,5
1453,1503,3
1844,1937,6
1958,2000,9
1759,1957,1
1011,1848,1
1341,1421,4
1627,1756,4
1022,1726,7
1121,1942,2
1438,1455,5
1536,1721,6
1540,1552,9
1503,1934,9
1337,1444,8
1648,1837,1
1345,1733,2
1536,1954,5
904,1250,8
1711,1901,6
907,1121,2
1817,1932,5
1820,1828,9
838,1807,4
1955,1959,9
819,1509,7
1806,1912,6
1431,1647,1
818,1056,1
1014,1356,6
1321,1408,5
1147,1416,1
839,1007,4
834,1705,5
1133,1144,7
927,1926,3
1801,1911,4
1805,1945,7
1514,1555,5
1927,1931,3
1037,1647,5
1444,1727,1
1646,1832,3
1401,1633,3
1631,1657,7
912,1725,9
1145,1700,9
1907,1927,9
1102,1808,8
1446,1904,2
802,1355,3
839,1514,3
1351,1944,7
1543,1610,1
1602,1622,9
1028,1748,1
959,1248,4
1055,1208,1
1408,1949,1
829,1352,4
1406,1811,9
1609,1846,8
1338,1342,2
1002,1736,7
1110,1525,9
1803,1808,2
1616,1616,3
1012,1753,5
1933,1942,5
1543,1751,1
1243,1851,7
1002,1933,3
931,1631,6
1218,1331,2
1258,1358,9
1458,1631,9
956,1221,5
1650,1823,5
1737,1857,6
1939,1942,5
1216,1538,5
1832,1943,8
804,1211,9
834,1148,2
1030,1215,2
955,1312,5
1709,1807,1
855,1231,6
1052,1319,7
1248,1628,9
1620,1915,1
1558,1937,6
1703,1912,4
1003,1614,8
1006,1140,2
941,1716,8
1731,1736,3
1456,1946,3
1235,1522,7
1355,1904,1
1500,1919,3
1735,1754,4
1018,1536,4
1633,1732,8
1952,1956,5
1527,1619,3
829,1943,6
1244,1440,4
1228,1439,6
940,1613,5
1615,1911,1
1733,1835,8
1154,1258,1
1527,1610,3
1632,1918,5
1435,1938,9
1725,1916,1
1344,1503,1
1405,1504,9
819,1246,1
841,1240,4
1859,1900,2
1512,1940,2
1056,1934,9
923,1206,1
1514,1941,5
1021,1939,2
1743,1859,7
1249,1815,6
955,1749,1
921,1850,2
1348,1557,6
1446,1709,9
1146,1654,1
1223,1430,1
1731,1859,1
1055,1333,5
809,1610,4
1858,1948,3
1129,1323,9
922,1956,2
1426,1705,6
1723,1944,1
854,1036,8
1515,1812,2
1745,1954,8
1224,1423,7
1608,1944,7
1559,1602,9
1520,1651,9
1022,1419,2
837,1959,5
1132,1938,2
951,1313,5
1204,1350,3
849,1757,8
1734,1758,8
1910,1915,3
913,1123,6
1637,1900,9
1616,1719,2
1308,1923,5
1554,1610,7
835,1537,5
1303,1610,3
1753,1844,3
1227,1918,9
802,855,3
852,1835,8
1145,1523,4
858,1850,5
1451,1743,1
1206,1528,6
1214,1418,5
1302,1419,5
1025,1927,4
1143,1211,6
927,1854,7
1850,1922,9
1821,1949,8
1403,1416,8
1611,1815,2
1721,1906,9
900,1208,3
1316,1733,6
1825,1916,2
1750,1810,3
1251,1937,6
1721,1830,3
1229,1530,3
1248,1254,1
1102,1841,4
1258,1311,3
1538,1615,7
822,958,5
1834,1854,8
1854,1929,2
1836,1852,5
910,1006,1
1208,1941,3
1751,1951,4
907,922,1
1913,1959,8
1559,1731,7
1423,1947,2
1456,1634,9
1127,1532,7
1929,2000,1
934,1854,5
848,1031,5
1421,1855,1
1021,1126,8
1002,1952,2
1618,1920,2
1221,1648,4
1103,1129,5
1030,1050,3
1649,1752,8
826,1633,4
1857,1959,3
1250,1850,8
1142,1818,1
929,1900,8
912,1727,1
1413,1806,2
1350,1539,1
839,1758,5
1807,1916,3
1129,1304,6
1558,1900,4
1840,1925,3
1159,1558,9
1631,1810,5
1120,1230,2
1944,1952,2
1045,1950,6
1958,1959,1
1358,1828,9
1428,1736,1
1713,1809,2
817,1756,7
1041,1346,3
1507,1542,4
1927,1936,5
957,1355,5
1114,1616,5
935,1005,9
1034,1450,1
1736,1857,1
1423,1742,8
1344,1420,9
1429,1449,6
1624,1911,1
1158,1329,5
1453,1539,6
1057,1236,3
1111,1933,5
1444,1824,5
1530,1916,1
1232,1936,4
1010,1329,1
1751,1800,7
1259,1848,3
1256,1353,4
1013,1328,4
1915,1916,7
1924,1952,6
1709,1957,1
1351,1528,6
918,1824,5
1333,1524,6
1703,1944,4
1359,1651,4
1504,1519,7
1757,1935,3
1813,1954,4
1431,1651,8
1513,1808,7
1306,1817,7
1437,1605,8
1612,1706,4
930,1810,1
1558,1959,2
1058,1236,1
1047,1413,6
1116,1944,2
824,1902,5
1546,1704,1
1221,1920,2
1524,1857,4
1956,1957,8
1426,1916,7
1402,1503,7
1400,1620,3
1924,1947,1
1706,1727,5
1206,1557,6
1914,1927,2
1223,1433,8
1732,1900,9
1512,1703,7
1724,1856,9
1446,1609,2
1006,1623,1
828,1414,9
1605,1707,6
1134,1607,6
827,1640,9
957,1616,9
1902,1925,3
1723,1825,3
1526,1918,1
1618,1839,3
1248,1457,8
1154,1725,9
930,1551,4
1752,1918,4
1853,1936,3
1913,1942,3
1236,1847,8
1653,1706,4
1006,1022,4
1116,1823,3
1054,1235,8
832,1145,1
1500,1749,2
826,1616,1
839,1444,9
1638,1736,9
1357,1756,7
1501,1738,7
1749,1840,6
912,1051,5
