start,end,weight
932,2000,2
1840,1918,6
1146,1345,9
1625,1757,3
837,1324,9
1624,1924,6
1820,1846,7
807,1127,4
1853,1943,9
953,1437,3
1742,1950,8
1625,1708,8
1725,1814,9
1915,1951,5
1928,1939,4
906,1908,6
1011,1117,7
1010,1435,1
1743,1841,4
1655,1805,8
1116,1139,5
1949,1959,8
1705,1942,2
1218,1806,7
1733,1929,8
802,1519,8
1856,1902,6
1330,1711,3
1456,1716,3
1004,1854,6
1557,1803,4
1410,1834,1
844,1233,2
848,1332,8
1510,1942,5
1539,1820,8
805,1446,8
1119,1701,3
923,1908,8
825,1216,8
1946,1952,8
916,1331,9
1121,1409,5
1337,1616,8
904,1945,6
1840,1852,6
828,1639,2
1522,1534,2
1806,1948,9
1841,1923,7
1216,1422,7
950,1754,8
1204,1458,2
855,1436,2
1652,1752,4
914,1928,3
1834,1930,8
937,1714,1
1752,1823,5
927,1029,1
834,1500,8
1320,1915,9
906,1116,5
903,1635,7
856,1404,4
1825,1945,5
1522,1555,2
944,1041,9
1732,1745,2
1301,1616,3
1451,1540,5
1832,1924,3
1158,1920,5
1813,1953,4
1915,1954,4
810,1554,6
1433,1830,7
1518,1609,2
1347,1920,3
1931,1956,1
826,1610,9
1649,1813,6
1801,1825,9
950,1135,3
812,1821,6
909,1916,1
1118,1327,4
1852,1957,1
1222,1523,5
1511,1917,9
1835,1931,5
1110,1518,6
1020,1105,6
901,1111,4
1319,1818,1
1526,1948,7
1907,1955,6
1406,1645,4
1757,1950,7
1714,1751,1
1030,1830,3
1316,1824,9
1351,1620,6
1417,1421,6
1650,1920,2
1913,1956,5
1028,1126,2
1203,1622,1
1732,1745,5
1512,1808,9
1120,1445,6
1855,1920,1
910,1459,8
1113,1920,3
1951,1958,6
1814,1942,1
1339,1835,4
1739,1904,1
1830,1908,6
1508,1756,1
1046,1233,8
1545,1606,6
1627,1723,8
803,1857,4
1148,1742,3
1155,1553,5
1838,1905,7
1204,1610,3
1339,1957,2
1424,1609,1
1449,1623,3
806,1417,1
810,925,1
1406,1421,8
1728,1757,4
1025,1522,2
1530,1709,3
1846,2000,2
1408,1430,5
830,1153,5
1122,1612,2
1058,1442,1
1228,1836,9
1058,1645,7
1727,1829,6
1102,1422,1
822,1122,3
1228,1319,6
821,1954,6
1020,1648,6
1910,2000,3
953,1539,6
1135,1411,8
1547,1648,1
1418,1728,5
1916,1926,1
1659,1938,4
1524,1557,6
1001,1228,7
1013,1327,9
1116,1743,6
1951,1956,2
1325,1831,4
1519,1724,3
847,1917,5
1801,1825,9
1708,1823,7
1032,1607,9
1213,1240,9
1844,1919,8
1009,1849,5
1758,1951,4
1620,1713,4
923,1724,9
1919,1958,1
906,1157,1
1640,1819,9
1900,1948,5
1641,1816,9
1630,1842,3
1555,1640,2
1329,1933,8
1422,1851,9
1951,1958,2
1626,1827,5
1234,1731,8
1450,1948,5
1905,1907,1
1132,1324,8
1127,1909,3
1200,1522,9
1143,1419,9
1515,1828,3
1745,1825,3
1423,1633,6
1723,1744,2
1017,1143,2
1302,1649,8
1651,1821,7
1155,1653,1
842,1638,3
1644,1923,4
1344,1722,7
1541,1940,7
1522,1851,5
1416,1830,5
1324,1543,6
1431,1443,6
1103,1835,4
1159,1414,3
1900,1904,5
1407,1449,6
1301,1717,2
1645,1904,9
1859,1904,2
1243,1439,8
940,1141,4
913,1521,6
839,1758,2
1125,1706,8
1121,1658,8
1216,1450,8
1939,1947,5
1115,1336,6
1716,1822,5
808,1314,8
1248,1949,1
1354,1720,7
1455,1951,1
1911,1911,9
1603,1850,6
1644,1958,3
1032,1719,4
1153,1349,7
1134,1536,3
1159,1623,7
1801,1941,3
1725,1924,9
1552,1719,5
927,1447,3
1112,1831,9
1954,1957,7
1134,1518,2
1540,1555,4
1423,1534,3
1751,1823,8
1312,1929,6
809,1640,2
1914,1936,3
1347,1542,4
1509,1846,2
1942,1954,6
1947,1955,6
1306,1552,1
1801,1803,8
1741,1749,6
1022,1259,3
1338,1828,4
1844,1957,7
1440,1755,1
1129,1809,6
905,1812,2
1435,1611,6
1606,1633,1
1336,1827,5
1542,1817,1
935,1230,9
946,1912,9
1101,1133,1
1945,2000,3
827,1138,2
1123,1234,9
1435,1700,4
1130,1329,9
1258,1835,1
1656,1713,5
1545,1614,1
1417,1842,9
811,1106,9
1334,1704,5
1440,1600,8
953,1205,2
1709,1856,5
1609,1919,7
910,1548,8
1131,1237,4
1130,1408,1
1522,1925,2
1042,1559,4
1801,1826,9
1634,1937,4
1941,1955,1
1242,1425,5
807,1033,3
1536,1608,6
1448,1957,4
1212,1641,5
1336,1827,7
1622,1819,5
1553,1820,3
840,1013,5
1254,1824,3
1547,1715,8
1957,1959,3
1440,1953,5
1059,1804,3
1215,1346,8
1832,1927,7
1548,1726,9
1914,1925,7
1955,1959,1
937,1619,5
1955,1955,1
1205,1938,2
1041,1521,5
1843,1951,4
1258,1839,6
908,1250,1
1625,1810,4
1726,1757,8
1417,1456,9
947,1823,7
1333,1702,2
1541,1705,7
1218,1404,7
1638,1649,1
1553,1559,7
914,1706,5
1430,1725,7
1448,1627,3
1446,1505,7
810,1226,5
957,1216,9
1334,1917,6
1555,1759,5
1552,1609,5
924,1845,2
1912,1927,3
1528,1639,5
1602,1932,6
1245,1955,5
1045,1339,5
818,1839,8
942,1243,6
1301,1404,7
1707,1847,8
1052,1211,2
1927,1927,7
1933,1941,8
1037,1808,5
1406,1537,5
1141,1746,3
835,1740,8
1141,1527,9
1953,1953,8
1850,1956,5
1856,1909,8
1439,1716,2
1534,1600,5
1812,1812,2
849,1515,6
1126,1541,2
1423,1625,6
1124,1257,6
816,1527,2
828,842,1
1345,1523,5
1936,1957,8
904,1249,4
938,1229,7
1051,1136,9
1505,1927,5
950,1524,5
1330,1817,5
1841,1905,9
1839,1905,6
1714,1855,7
1518,1619,9
1157,1346,6
948,1553,6
1331,1459,2
815,1506,8
1909,1929,7
812,1450,1
1137,1531,9
1145,1218,2
1913,1930,1
1905,1944,6
1417,1439,2
908,1251,8
1500,1734,4
1813,1916,1
944,1853,5
1742,1825,2
1217,1305,6
1814,1855,9
1846,1935,3
1934,1958,4
1950,1952,3
1340,1509,5
1850,1930,3
1922,1952,9
909,1452,6
818,1841,8
1759,1856,1
1431,1852,7
1855,1924,6
1635,1905,2
813,1211,8
821,1852,5
1007,1523,1
1202,1819,1
1518,1722,8
1834,1844,8
901,1121,8
1423,1838,3
1303,1446,5
1035,1659,4
1129,1207,1
1203,1955,7
1812,1908,6
1336,1444,7
1244,1526,7
1859,1949,8
840,1733,5
1504,1731,4
824,1218,4
1339,1634,4
1208,1353,4
1712,1725,2
1920,1935,4
1943,1950,6
1822,1910,9
1653,1815,8
1107,1839,8
1844,1844,7
906,1729,4
911,1228,5
853,1942,4
1024,1353,7
1008,1141,5
1057,1426,3
1201,1620,5
920,1636,4
1558,1717,8
1048,1410,6
1210,1547,9
1100,1514,3
1310,1536,2
1750,1944,1
1850,1915,2
1238,1959,3
1612,1632,9
1408,1731,4
1426,1551,5
1602,1754,7
1512,1930,4
1824,1958,4
1523,1642,9
1613,1618,1
