start,end,weight
1841,1930,6
1814,1834,1
1803,1835,1
1104,1944,8
1921,1932,5
1937,1938,9
1120,1612,5
959,1228,7
1431,1928,8
1342,1409,2
1328,1811,1
1029,1558,7
1215,1739,7
1504,1659,6
836,1513,1
1615,1820,1
1829,1937,9
1200,1331,5
941,1821,3
1948,1955,1
1234,1800,8
1822,1936,9
1947,2000,7
1959,2000,9
838,1650,7
940,1635,8
1701,1758,3
1847,1847,1
1039,1856,7
1534,1722,8
1711,1828,1
1237,1741,9
1013,1452,3
1654,1837,5
1200,1438,4
1753,1922,7
1124,1336,4
1240,1446,9
840,1502,3
1636,1849,7
1545,1816,5
1813,1913,7
1842,1917,8
1714,1812,8
1816,2000,1
1434,1656,5
1237,1904,6
1657,1953,4
1053,1609,7
1641,1821,9
1559,1607,4
1528,1859,5
832,1109,4
1012,1243,2
1936,1951,7
823,940,2
1808,1914,1
1951,1955,9
1205,1311,9
1717,1927,4
1442,1851,6
1316,1755,8
1000,1048,1
1845,1916,5
1449,1637,6
1315,1610,6
1454,1520,3
1101,1830,8
1212,1319,5
1118,1740,8
1000,1535,9
1439,1539,9
1735,1950,9
1054,1650,8
840,1538,2
1340,1959,3
1049,1655,8
1756,1904,6
1048,1817,4
1738,1817,2
1232,1316,3
1035,1245,6
1547,1902,3
1904,1922,4
1454,1926,5
1149,1226,5
1205,1336,7
1659,1952,5
1738,1854,2
802,1120,8
1646,1706,2
1344,1651,6
1805,1846,5
1603,1646,9
1934,1947,1
1325,1544,9
831,1417,4
1426,1948,3
813,1034,9
943,1530,9
1343,1728,8
1648,1847,9
1302,1451,3
1517,1603,1
1433,1502,8
1312,1413,5
1203,1314,1
1358,1705,8
1340,1358,2
943,1347,3
1952,2000,9
946,1651,4
1316,1838,1
1847,1907,3
928,1024,2
843,937,2
855,1645,2
944,1834,9
1438,1757,1
1446,1936,1
1354,1611,7
1658,1814,7
836,1122,8
1420,1516,2
1633,1923,4
1113,1436,1
1710,1757,4
1135,1750,9
1845,1948,6
950,1832,6
1138,1357,5
1722,1953,9
1632,1700,8
1525,1751,1
1650,1731,1
1155,1425,3
1921,1932,3
1514,1615,9
1529,1847,1
1121,1801,3
1634,1937,3
1002,1052,5
1024,1025,1
951,1552,4
1752,1840,7
1731,1916,3
846,1544,8
1438,1750,3
943,1200,6
1510,1741,6
1219,1314,7
1925,1940,7
1832,1847,7
1021,1724,6
1823,1824,1
1643,1706,3
1450,1712,5
1721,1751,6
1023,1517,1
1315,1807,1
1034,1554,2
932,1036,2
1322,1551,3
1221,1414,1
1830,1909,4
1231,1706,6
1538,1837,3
1846,1910,2
1320,1932,3
807,1507,6
1724,1956,9
1504,1815,4
1752,1821,6
1428,1715,2
952,1801,2
1958,1959,8
1456,1505,6
1229,1538,6
1321,1527,2
1820,1927,1
1503,1638,8
914,1425,6
1920,1933,5
1147,1718,2
1315,1639,5
958,1101,9
1550,1829,1
1202,1244,2
1711,1821,5
956,1525,5
1247,1412,2
1944,1954,1
951,1613,9
806,1930,1
949,1933,7
1829,1907,1
1645,1753,4
1507,1802,8
1040,1523,6
1033,1152,7
1211,1431,2
1422,1601,8
1127,1858,1
1111,1826,7
1105,1323,4
1826,1953,1
1152,1755,9
1628,1931,8
1950,1950,2
1238,1824,2
1038,1143,1
1153,1700,7
956,1737,8
1110,1424,3
1904,1909,1
1800,1824,3
1838,1910,9
1410,1741,5
1054,1843,4
1052,1229,9
1221,1932,4
1712,1737,5
1205,1401,3
1243,1836,2
1210,1916,4
1615,1623,1
1822,1927,1
1111,1800,3
1149,1909,8
1836,1859,8
1305,1832,2
1825,1911,3
1105,1813,6
853,1954,8
905,1024,9
1219,1400,1
913,951,2
1027,1440,6
818,1154,3
838,1121,3
1834,1934,9
1116,1630,3
1806,1905,4
1939,2000,6
1754,1805,1
1237,1519,5
1843,1926,9
1533,1843,4
919,1745,6
1653,1858,4
1817,1858,6
848,1016,2
1450,1518,5
1914,1958,7
1924,1940,1
922,1400,2
1257,1318,3
929,1739,1
1133,1727,3
1104,1749,2
1947,1949,2
939,1207,8
902,1237,9
1829,1857,3
1323,1623,8
1854,1919,8
847,1735,6
1100,1112,1
928,1830,7
946,1301,2
1434,1954,8
1041,1154,2
851,929,4
1927,1956,2
1754,1919,4
1918,1956,5
1239,1704,5
835,1805,4
1536,1538,9
1614,1844,9
1653,1927,5
1103,1315,5
1132,1542,2
1523,1957,2
1814,1958,9
835,922,2
1222,1543,8
1938,1959,5
1044,1103,3
1857,1926,3
1102,1805,7
1804,1942,4
1427,1606,9
1134,1438,4
947,1007,6
1925,1926,1
1453,1701,2
1548,1845,4
1733,1901,2
1403,1512,6
848,1639,6
1609,1644,4
1751,1953,4
1003,1654,8
1641,1856,6
1526,1655,4
852,1703,6
1846,1933,1
816,1451,9
1305,1522,9
1522,1858,5
1455,1556,8
1306,1632,8
1537,1800,3
807,1451,8
1955,1955,7
831,1740,8
1457,1613,6
1210,1630,1
1712,1946,2
1726,1731,8
1622,1741,9
1527,1954,4
936,1725,4
1814,1850,5
947,1501,8
1747,1811,4
1813,1959,5
1911,1933,9
1008,1537,8
1541,1614,2
1939,1949,2
1220,1825,3
1315,1329,6
903,1756,3
1027,1156,4
1416,1724,4
1547,1951,3
1112,1703,7
1930,1941,2
1356,1432,4
1603,1930,1
1215,1836,8
1555,1843,1
1038,1921,3
1123,1350,8
1012,1840,2
1558,1630,1
904,1952,5
1544,1947,1
1442,1828,9
1541,1909,9
1848,1921,9
1256,1626,9
1340,1855,9
1226,1255,1
1639,1837,3
855,1830,1
837,1747,4
909,1238,2
