start,end,weight
1840,1916,7
1036,1959,1
946,1405,8
1455,1720,1
910,1159,8
1903,1914,8
923,1021,7
1448,1643,8
957,1656,7
1935,1959,5
1210,1915,2
1613,1746,7
1246,1403,6
1343,1858,2
1752,1854,8
959,1814,5
850,1752,7
1256,1603,4
938,1216,7
1326,1422,9
1800,1946,5
1742,1759,4
1252,1504,2
1315,1844,3
1500,1642,5
1704,1838,3
1134,1922,3
1438,1444,5
1434,1546,7
1526,1901,5
1052,1333,7
1325,1812,5
814,844,4
955,1520,6
1015,1151,7
1645,1712,4
1107,1658,8
1303,1921,4
1420,1637,3
1740,1916,1
1848,1902,5
1236,1251,3
1238,1705,1
1239,1330,4
1405,1930,4
1120,1124,4
815,1134,5
1210,1620,8
1506,1614,6
1822,1856,3
1900,1948,7
1255,1755,8
1413,1425,8
1451,1944,6
1333,1755,1
1659,1906,8
1756,1908,7
1601,1634,3
1111,1613,8
1031,1422,7
1756,1820,8
1828,1956,6
1547,1838,4
1653,1706,9
1055,1453,6
845,920,9
1122,1724,2
937,1354,2
827,1657,2
1647,1903,3
1727,1907,4
1711,1738,1
1218,1313,2
822,1716,9
1732,1944,8
1510,1935,9
1845,1945,3
1017,1346,5
1757,1926,7
824,1333,6
1217,1831,8
1109,1858,1
1929,1959,4
1023,1128,1
1634,1728,3
1444,1837,2
1203,1803,5
1550,1621,3
1157,1615,7
1414,1849,2
1031,1609,2
1608,1757,8
941,1022,7
1337,1946,2
1708,1922,6
1103,1218,1
1126,1836,9
1240,1928,9
1247,1329,4
1105,1530,6
1302,1745,1
1642,1937,3
1531,1706,6
1706,1958,7
1655,1926,1
1521,1621,5
1003,1509,4
1004,1206,3
1357,1428,5
1013,1841,7
939,1130,9
1243,1700,5
1303,1612,9
905,1617,6
1940,1942,6
1300,1952,8
1256,1321,3
802,918,9
1349,1536,8
1742,1802,6
921,1715,6
934,1257,6
1118,1143,4
808,1000,8
1101,1338,1
1800,1822,1
1909,1936,6
1122,1200,9
905,1951,9
1556,1921,9
1141,1410,5
1737,1840,6
1645,1717,1
1551,1958,2
1134,1558,9
1208,1612,9
1434,1727,8
1335,1941,6
1033,1258,9
1217,1345,6
1828,1908,6
1050,1700,6
1745,1757,7
1438,1937,4
1154,1854,5
1509,1804,7
1057,1758,8
1610,1803,6
1615,1742,9
1132,1829,8
1030,1132,5
1757,1815,7
1053,1717,3
1430,1925,4
957,1442,6
951,1234,7
1631,1701,8
1713,1726,7
1324,1740,8
1833,1853,9
1534,1848,9
1656,1748,2
1231,1707,9
1636,1748,6
1744,1758,9
1849,1959,6
1228,1955,7
1855,1914,5
1022,1451,2
1053,1135,4
1108,1750,9
1934,1952,1
1305,1856,6
1610,1732,4
1331,1502,1
859,1539,5
1434,1434,3
1738,1952,5
1342,1628,8
1653,1707,1
1003,1230,1
1705,1929,4
1023,1224,8
1158,1654,3
1920,1943,6
1731,1808,4
1311,1959,9
1710,1822,7
1334,1847,1
1040,1606,1
1229,1550,4
1724,1943,7
1535,1648,9
1050,1748,7
1720,1903,3
1103,1739,5
917,1833,3
1522,1852,1
1344,1514,5
945,1009,6
1112,1123,8
1333,1557,7
939,1740,6
1556,1702,6
824,926,2
1849,1924,1
1621,1710,8
1108,1720,9
908,1316,3
1734,1945,9
1912,1945,2
1558,1729,7
1458,1803,6
1126,1326,5
1005,1851,8
1036,1429,6
1656,1852,1
1132,1317,6
1706,1717,1
1425,1844,8
1137,1155,7
952,1902,1
948,1818,9
1303,1942,8
1903,1912,9
1239,1529,1
1151,1603,9
1423,1926,8
1956,1957,5
1818,1849,5
1822,1957,1
1250,1305,5
1510,1542,3
1055,1429,7
1850,1954,8
1954,1957,6
1925,1926,7
823,1740,5
1440,1551,8
1805,1901,9
1338,1826,2
1437,1824,7
900,1919,7
1455,1848,6
1716,1942,4
1219,1800,5
1742,1754,2
1255,1812,8
1248,1306,6
1507,1946,9
1245,1743,2
922,1224,5
1713,1952,2
828,1433,5
1118,1936,8
1648,1648,8
1609,1834,6
1044,1243,6
1128,1252,8
1255,1539,9
1627,1726,4
929,1351,1
1815,1822,7
1058,1533,1
1540,1649,6
1914,1943,9
1414,1656,9
1514,1731,8
1438,1848,6
1810,1811,1
1327,1617,9
1415,1854,4
1659,1824,3
830,1550,3
1406,1433,6
900,1055,3
1123,1830,8
1326,1629,3
1607,1950,6
1950,1958,9
1205,1606,3
1414,1608,8
1002,1033,3
1542,1632,2
1946,1951,7
908,1213,8
1405,1518,2
844,1730,7
1532,1831,5
1903,1910,7
811,1910,9
1108,1923,1
1018,1734,9
1445,1520,3
1744,1829,9
1038,1340,5
1733,1834,9
951,1047,8
1642,1835,2
1033,1045,3
905,1030,9
1651,1741,7
1944,1946,1
1417,1647,3
942,1245,3
843,1548,2
1355,1544,6
1051,1950,9
1235,1552,5
1836,1940,5
1830,1942,8
1127,1545,3
1021,1022,2
1938,1955,1
1635,1847,9
1310,1415,2
806,1339,3
1220,1839,6
1538,1818,6
1135,1712,9
1619,1933,1
1807,1859,8
1355,1534,5
1833,1842,6
1305,1534,1
1837,1917,7
931,1031,4
1534,1758,5
1103,1550,4
1937,1951,4
923,1521,4
1631,1956,2
1933,1947,6
950,1941,8
957,1509,8
1444,1743,1
1946,1956,6
942,1209,6
844,1246,8
1644,1845,2
1919,1927,4
1400,1516,9
1716,1858,2
1349,1535,3
1336,1929,4
1306,1344,2
1637,1848,3
1505,1602,6
1902,1951,8
1928,1955,7
939,1624,4
1846,1941,8
1037,1912,4
1905,1913,5
1402,1512,6
836,1626,3
1529,1601,6
1159,1848,6
1835,1928,4
1422,1722,5
1217,1639,4
1712,1904,8
1317,1542,6
1648,1705,8
1457,1805,5
1241,1420,1
1019,1903,9
907,1957,7
1752,1943,4
1719,1828,9
903,1153,4
1531,1733,3
1929,1955,2
1120,1234,5
1945,1953,8
1748,1818,4
934,1150,5
1421,1713,1
928,1712,4
1913,1956,4
1837,1950,1
1252,1731,6
1608,1848,5
1228,1732,7
1147,1429,2
1606,1918,6
1853,1934,2
1504,1532,1
1353,1830,1
1047,1150,2
1059,1208,8
1737,1900,1
917,1130,4
1539,1649,5
1114,1848,6
1406,1433,7
1419,1840,2
1421,1654,8
934,1101,8
1238,1444,2
1006,1328,9
1341,1618,3
1037,1835,3
1520,1741,6
1333,1344,2
1549,1902,2
951,1447,4
935,1413,8
1831,1902,7
1037,1627,8
1645,1842,6
1111,1759,8
1507,1812,4
1403,1734,4
1809,1842,5
1722,1722,7
1853,1925,3
1039,1459,5
1826,1845,9
1759,1913,5
1423,1531,3
848,929,2
1200,1617,9
904,1717,5
1647,1652,6
1917,1939,6
1809,1929,6
1840,1841,7
939,1529,1
1716,1752,6
1553,1801,9
1345,1608,4
1755,1913,4
1019,1716,7
1308,1931,2
1323,1437,6
1104,1649,4
1433,1451,7
1257,1408,2
1355,1450,2
820,1451,7
943,1012,8
1910,1928,9
1000,1215,3
1402,1422,3
1656,1816,2
1450,1504,2
1147,1628,9
1843,1909,8
1717,1832,2
1549,1713,9
1827,1905,7
1126,1236,9
832,907,3
1118,1135,5
1059,1722,9
1322,1350,5
1024,1309,8
1724,1915,5
1948,1956,4
1229,1824,2
1254,1646,9
800,1320,5
1730,1740,9
1120,1642,6
1719,1925,5
857,1659,2
1057,1134,3
903,1829,2
1934,1948,1
1758,1906,5
1930,1941,3
1652,1932,2
1112,1720,6
807,1423,2
938,1947,4
925,1539,9
812,1242,7
1826,1906,9
1835,1850,1
1119,1218,4
1741,1926,3
